# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11
chr19:34256000-34256200	1.473866	-0.303738	-0.089856	-0.078052	-1.381292	-0.467635	-0.975440	-1.498403	0.960310	0.141446	1.365198
chr1:18436300-18436500	-0.153046	0.099820	0.744697	1.295884	-1.159214	-6.821800	-0.430812	-0.420052	0.960310	-1.997125	1.200416
chr2:79531900-79532100	1.647289	1.422666	-0.895149	-1.472117	0.150758	-0.269059	-1.356991	0.800909	-0.552898	-0.937982	0.142744
chr8:45082100-45082300	0.442434	-0.431059	-0.319137	-0.402332	-0.382893	0.614568	-1.405465	1.397595	-0.373152	0.228167	-0.750146
chr5:80644600-80644800	-1.082768	-0.804847	0.697480	-1.472117	-1.072937	-0.467635	0.173641	-0.353582	-0.373152	-0.434133	0.142744
chr14:76120100-76120300	0.349557	-0.414438	0.390251	1.257109	0.748264	-0.044021	-0.932342	-0.768547	0.960310	-0.056587	2.752434
chr4:124007800-124008000	-1.256191	0.092275	-0.120071	-1.025499	-1.377049	0.250710	-0.155079	-1.115066	0.960310	-0.038512	0.142744
chr13:29081800-29082000	-1.303853	1.080472	0.118312	-0.522795	0.230579	0.460873	-0.205105	-1.418106	-0.552898	-0.659513	-0.022039
chr16:81811600-81811800	-0.076007	-0.193012	-0.460005	0.786824	-1.143939	0.431015	-0.636681	-0.327974	-0.279717	-1.083707	0.646387
chr14:90140700-90140900	-1.295020	0.561729	0.960459	-0.453228	0.892545	0.250710	-0.197659	1.155866	1.140056	0.209980	0.307526
chrY:25079700-25079900	-0.233592	-0.646058	0.931405	0.425760	0.085613	-0.044021	-0.273823	-1.526185	0.960310	-0.019312	0.307526
chr20:35729500-35729700	-1.082768	-0.279026	0.534500	0.693014	1.068283	0.614568	1.051854	1.557424	-0.552898	1.106673	-0.022039
chrX:64630900-64631100	0.806946	-0.229370	-0.817232	0.179555	-0.419933	0.250710	0.048782	0.431815	-0.373152	-0.389890	0.142744
chr1:64986900-64987100	2.095844	-0.175267	0.350629	0.622238	0.584189	0.389530	0.761161	0.412159	-0.552898	0.957162	-1.079711
chrX:145244400-145244600	1.482699	0.263203	0.133299	-0.464233	0.312471	0.475748	0.501616	0.417198	1.140056	-1.400336	-1.079711
chr15:48647100-48647300	-0.753588	1.045786	-0.195470	0.555341	0.085613	0.235835	0.136748	1.562867	-0.373152	0.049869	-1.244493
chr9:130988300-130988500	0.269011	-0.040621	-0.866398	-0.375251	0.748264	0.250710	-0.512175	-0.155408	-0.373152	0.792897	0.142744
chr5:102611900-102612100	0.340724	-0.413152	-0.985701	-1.352141	-1.077993	0.389530	-0.496922	-0.366267	-0.373152	0.349482	1.200416
chr1:107978200-107978400	-1.073935	-0.564542	-0.142705	-0.933970	-1.253047	-1.197567	-0.861151	-0.638744	0.960310	0.304505	-0.186821
chr12:27947100-27947300	-0.825301	-1.486781	-0.719719	-0.137272	0.052900	0.322053	-0.255664	-1.594657	-0.552898	-0.151092	-1.244493
chr5:16809100-16809300	-1.210977	0.696545	1.571451	0.844794	-0.950556	0.460873	-0.163069	-0.291044	-0.552898	-1.318070	-0.914928
chr13:21065700-21065900	0.167301	-0.749464	0.713655	0.391167	0.657866	-0.606455	1.022500	0.248960	0.960310	-0.528098	0.142744
chr13:28887800-28888000	-0.957007	-1.601501	0.161803	0.550134	0.150758	-0.683709	-0.051556	-1.104942	-0.552898	-0.003276	-1.244493
chr10:21835500-21835700	0.113254	-1.261436	-1.539821	-0.880575	0.476948	-0.044021	-1.442803	1.914682	-0.373152	-1.303892	-1.244493
chr16:62361500-62361700	-0.828799	-2.648882	0.455181	-0.400882	-1.115033	-7.833054	-1.864039	-2.466287	-0.373152	0.234425	-0.022039
chr13:84610700-84610900	-1.303853	-1.291643	-0.758288	-0.527203	-1.125610	-1.458522	-0.122560	-1.288331	-0.552898	2.736750	0.307526
chr6:134765300-134765500	0.792285	0.260523	2.146886	0.121999	2.571147	-0.113490	1.029403	-1.049904	-0.467119	-0.266249	3.258911
chr16:12720900-12721100	-0.918178	1.171317	1.265107	1.030527	2.755842	-6.821800	1.276179	1.288644	1.140056	-0.707764	0.142744
chr11:60190200-60190400	-0.344135	-0.394719	-1.075347	0.193154	-1.371992	-0.452760	-0.719058	-0.639366	-0.552898	-1.319902	0.142744
chr18:71679100-71679300	-0.179545	-0.858006	-0.548317	-0.214984	0.320292	0.235835	-0.969423	0.138218	-0.552898	-0.506544	0.142744
chr12:72571900-72572100	-0.437012	-0.328205	-0.593804	0.330376	0.875701	0.097015	-0.152859	-0.714880	-1.886360	1.528719	-1.244493
chr1:70362600-70362800	0.020377	-1.439905	1.287044	0.490098	-1.072937	0.614568	-0.305342	-0.230975	-0.552898	-0.665673	1.365198
chr3:144787200-144787400	0.167301	-1.188025	-1.106734	0.216180	0.015861	-0.452760	-1.331477	-0.503869	-0.552898	-0.289902	0.307526
chr18:65048100-65048300	0.002711	0.834722	-0.268749	0.321097	-1.035212	-0.677798	-0.289735	-1.292562	-0.373152	-0.703182	-1.079711
chr8:66917800-66918000	0.442434	0.402708	0.784800	-0.273336	-0.020861	0.389530	0.726548	1.111761	0.960310	1.182803	0.142744
chr17:27252700-27252900	-0.828799	-0.960914	0.772763	-0.109082	-1.014249	0.475748	1.349275	-0.556464	-0.552898	0.931209	0.307526
chr2:187441800-187442000	1.473866	0.702999	-0.304172	1.115394	-1.057030	0.389530	-0.788024	-0.246318	-1.886360	1.114848	-0.022039
chr12:80096400-80096600	1.380989	0.050851	0.113145	-0.019676	0.748264	0.235835	1.637418	1.752738	-0.373152	0.258160	-1.244493
chrX:18146300-18146500	0.887631	0.102002	-0.554139	0.323072	0.554904	-1.176507	0.814876	-0.720382	1.110544	1.615001	0.481426
chr3:131235400-131235600	0.295510	-0.002539	-0.121028	0.779746	0.662923	0.322053	-0.162775	-0.379515	-0.373152	0.013389	0.142744
chr5:63799000-63799200	0.792285	-0.676694	-1.210706	-1.255602	-0.371030	0.431015	-0.763264	0.595475	-0.467119	0.047152	0.481426
chr16:49409800-49410000	-2.207077	-0.412891	-0.870515	1.133277	0.796967	0.322053	-0.864863	-2.610777	-0.552898	-0.090775	0.142744
chr4:99692000-99692200	-0.006122	0.200014	0.305006	-0.225294	0.678830	0.389530	1.845409	0.924946	2.473518	0.512960	1.529980
chrX:33415000-33415200	-0.918178	0.247441	-1.274681	0.885308	-1.219252	0.322053	-0.864265	0.016703	-0.552898	-1.996818	0.307526
chr4:36257500-36257700	0.552976	-0.699680	0.105252	-1.472117	-1.014249	-0.467635	-1.107765	-0.623713	-0.373152	-1.672867	0.142744
chr9:40237000-40237200	0.615857	-0.709614	-0.178924	1.606199	0.530429	0.460873	0.587237	0.164879	0.960310	-1.425181	1.529980
chr6:156459900-156460100	-0.828799	0.541618	0.538000	1.589920	0.892545	-0.833708	0.641283	-0.322174	-0.373152	-0.548541	1.365198
chr17:29217200-29217400	0.167301	1.110526	0.425769	0.236166	2.804143	-6.438422	0.840148	-0.010208	-1.886360	0.078844	-0.914928
chr1:4536700-4536900	-0.816468	-0.045363	-0.773993	-1.347580	0.572525	-0.831493	0.173641	0.242965	-0.373152	-2.648548	1.365198
chr17:34057900-34058100	-1.265024	0.310327	1.948456	2.640932	-0.030161	0.475748	1.033428	-1.787089	-0.552898	-0.909119	1.529980
chrX:61134800-61135000	-0.098999	0.658993	0.832449	1.738762	0.657866	0.460873	-0.352880	0.286144	-0.373152	-0.893060	0.472308
chr11:83051300-83051500	0.184967	-0.234064	-0.444272	1.076399	-0.041824	0.322053	0.476203	1.277560	0.960310	1.094490	-0.022039
chr1:222116300-222116500	1.042976	0.125052	1.393943	-1.653776	-0.527859	0.460873	0.313702	0.854469	-1.886360	0.618824	-1.079711
chr4:117816400-117816600	-0.855298	-0.086741	-1.252573	0.451154	-0.432281	-0.538977	-0.233112	-0.676398	-0.193406	-3.043275	1.365198
chr7:8568700-8568900	-1.100434	-0.891182	0.337640	-0.114543	-1.035212	0.235835	0.319770	0.293256	-0.552898	-0.167116	-1.244493
chr8:17315500-17315700	0.460100	0.236949	-0.250428	0.325829	0.278195	0.322053	0.182490	0.314200	0.960310	0.662190	1.200416
chr22:34839700-34839900	0.340724	-0.370321	1.844606	-0.717528	-1.024233	-0.130238	1.105152	-1.320048	-0.373152	-1.254413	-0.914928
chr12:104480100-104480300	-0.090166	0.250561	-0.267107	-1.208454	0.620827	0.614568	0.862879	0.056463	-0.552898	-1.110711	0.307526
chr7:157641400-157641600	0.002711	0.106842	1.021130	-0.256301	2.628404	-0.538977	-0.448158	1.945558	1.140056	-0.077233	0.142744
chr13:26847500-26847700	0.100923	1.623369	0.242017	0.529797	-0.843315	0.097015	-0.627963	-0.390333	-0.552898	-0.009206	0.142744
chrX:52905900-52906100	0.074424	-0.595440	1.130088	-0.057024	0.940846	-0.269059	-1.182916	-0.518772	-0.552898	1.841551	0.307526
chrX:151059100-151059300	-0.188378	0.039829	0.451874	0.239502	-1.061273	0.250710	-0.193540	-1.252211	-0.373152	0.213404	-0.022039
chr14:83299100-83299300	-0.753588	-0.502442	-0.054698	-1.843246	-1.094069	0.097015	1.401228	-0.984568	-0.373152	1.156715	-0.022039
chr3:143311500-143311700	0.477766	2.002445	1.313827	2.327980	-0.165058	0.460873	0.123712	-0.375395	0.960310	-0.489638	0.142744
chr2:179991900-179992100	0.735233	1.787450	-0.172448	-0.124781	-0.154358	0.460873	1.515820	2.425988	1.140056	3.196318	0.307526
chr17:912200-912400	-0.846465	-1.282115	-0.965443	-1.093421	-1.159214	0.322053	0.131915	-0.187494	1.140056	2.193995	-1.079711
chr2:129001400-129001600	0.451267	-0.028157	-1.226287	-0.571434	-1.505281	-0.269059	-0.961023	1.348961	-0.373152	-0.126444	-1.079711
chr14:85293400-85293600	-2.350503	-1.535522	-2.520233	-0.009195	-0.350180	0.475748	-0.539909	-1.109156	0.960310	-0.860348	-1.079711
chr10:15054400-15054600	2.496464	0.688084	-0.500730	-0.688493	0.662923	0.322053	-0.326593	1.977107	0.960310	-0.299410	-1.244493
chr11:68879500-68879700	-0.744755	-0.176189	1.195832	-0.053027	0.875701	0.475748	0.338361	-1.566682	-0.552898	0.607934	0.142744
chr2:41983800-41984000	-2.224742	0.020569	-0.777356	-1.028372	-1.072937	-6.668104	-0.529227	0.298619	-0.552898	-1.562755	-0.186821
chr2:20796700-20796900	0.074424	1.493129	0.258847	0.527298	0.460872	0.389530	1.569953	-0.466505	0.960310	0.699905	-1.079711
chr2:25903500-25903700	-1.561320	0.564669	-0.011296	-1.093892	0.712311	0.475748	0.953706	-0.387111	-0.373152	0.522918	-1.079711
chr12:28444500-28444700	0.349557	0.889883	0.633253	-0.967850	0.892545	0.322053	-0.453256	1.166453	0.960310	0.167975	0.142744
chr22:25767700-25767900	-1.100434	-0.092007	0.173440	0.914463	-0.041824	0.614568	-0.070454	2.145019	0.960310	1.923535	0.307526
chr7:118792100-118792300	-1.477276	1.331785	0.358681	0.879345	-1.077993	-0.130238	-0.527014	-0.546055	-0.373152	-0.473461	0.142744
chr17:61965300-61965500	-0.116665	-0.123706	-0.737731	1.804752	-0.989630	-0.313939	0.992372	0.458783	0.960310	1.381350	-1.244493
chr7:74577600-74577800	-0.864131	-0.953322	0.423205	-0.069879	-0.411317	-0.130238	2.413047	0.476214	-0.193406	1.074393	-1.244493
chr19:28325900-28326100	0.184967	1.816116	0.519278	-0.042969	0.790360	0.475748	-0.236462	0.371806	-0.373152	-0.429076	-0.022039
chr1:21153100-21153300	0.176134	-0.101173	0.827816	-0.838812	1.836376	0.460873	-0.501222	0.165632	-0.373152	1.513452	-1.079711
chr20:63144900-63145100	1.473866	1.218688	-0.455362	0.255316	-1.392956	0.389530	-1.379982	-0.328121	-0.552898	2.411508	0.142744
chr5:110334600-110334800	-0.900512	-0.165962	0.024901	0.912785	-2.168141	0.235835	-0.029346	0.050008	-0.552898	-1.045075	-0.022039
chr17:57721300-57721500	-0.989891	0.668090	-0.091891	1.632769	0.850448	0.235835	2.371695	0.906294	0.960310	-0.150567	-1.079711
chr7:149212800-149213000	1.270446	0.199723	0.783523	-0.694463	-1.423389	0.250710	0.337729	-0.353582	-0.552898	-0.365359	-1.244493
chr7:61140900-61141100	1.309275	2.333052	0.571657	-0.245552	-0.292495	0.250710	-0.243114	0.336932	-0.373152	-0.587437	3.081998
chr16:84569700-84569900	-0.006122	0.201264	-0.297695	-0.537960	1.833136	0.475748	0.867985	-1.236397	-0.373152	1.159116	-0.022039
chr16:34276700-34276900	-1.557823	-0.370099	-0.612141	0.005545	1.148104	0.475748	-1.817261	1.412645	0.960310	1.850770	-1.409275
chr1:242054300-242054500	0.269011	-0.087771	0.479993	0.027730	-0.805591	-0.831493	0.345058	0.867210	-0.552898	-0.888783	0.142744
chr21:31438500-31438700	0.184967	2.017847	1.115710	0.316485	0.790360	0.322053	1.438381	-0.264093	-0.373152	-0.387934	1.365198
chr18:20090700-20090900	1.748998	1.855874	0.784066	1.228461	1.148104	0.250710	-0.825102	0.571844	-0.373152	0.574858	1.529980
chr7:158859100-158859300	0.184967	1.029589	-1.900842	-1.450908	-0.856133	0.235835	-1.220797	-0.253767	-1.706614	-0.102637	-1.079711
chr8:71960300-71960500	0.104421	0.267595	-0.240006	0.231376	0.669530	-0.130238	-0.378811	-0.919789	0.960310	0.431115	-0.022039
chr2:113851800-113852000	-1.202144	0.715198	1.040556	0.538166	-1.265688	0.475748	0.043023	2.219544	-0.373152	0.364409	0.142744
chr22:32443500-32443700	1.300443	0.184718	0.243918	-0.369145	-0.346940	0.475748	1.384212	-1.264747	-0.373152	0.302025	-1.244493
chr12:11380800-11381000	-0.828799	-0.105453	-0.144788	-1.144465	-0.108141	0.475748	1.349275	-0.387671	-0.373152	-0.087054	0.307526
chr22:30782600-30782800	-1.210977	-0.751155	0.706153	-0.540358	-0.885411	0.614568	-1.320730	0.299876	-0.552898	1.911777	-1.244493
chr22:35210200-35210400	-0.918178	-0.633443	0.131447	1.261404	0.759928	0.322053	1.464737	1.117259	0.960310	-0.337692	-1.079711
chr19:25162000-25162200	0.095588	0.302155	1.128183	0.049528	1.148104	0.475748	-1.664030	-0.259571	0.960310	0.685619	-0.022039
chr9:67150900-67151100	0.002711	-0.544685	-0.016109	0.780182	-0.214446	-0.692673	-0.516925	1.338055	-1.706614	-0.402776	2.587652
chr9:78035100-78035300	-0.170712	0.667504	-0.265164	-0.535305	0.567345	0.460873	-0.390088	-0.735540	-0.552898	0.447766	1.200416
chr9:26287100-26287300	-0.846465	1.085057	-0.241453	-0.192798	-0.655296	0.460873	0.176153	-1.181373	-0.193406	-0.251405	-0.914928
chr4:144252100-144252300	-2.242408	0.653631	2.296066	0.904525	-0.383980	0.250710	1.845252	-0.184953	-0.373152	0.439944	1.365198
chr7:50607900-50608100	0.633523	-0.515425	0.792595	0.358826	-1.077993	-0.606455	1.034723	-0.202856	0.960310	0.066479	-1.244493
chr14:32476800-32477000	-0.179545	-0.354957	-1.671529	-1.131201	-1.377049	0.460873	-1.289711	0.575715	-0.552898	0.575168	-0.022039
chr2:72589900-72590100	-1.019888	-0.315017	0.416920	-0.839408	0.982943	0.614568	0.420986	0.615489	0.960310	0.321561	0.472308
chr12:70938600-70938800	0.531813	-0.705897	-1.402025	0.735886	-1.072937	-0.530014	1.602796	0.279139	-0.373152	0.654170	0.307526
chr5:132304900-132305100	0.277844	-1.557443	-0.491758	0.996817	-0.885411	0.250710	0.039568	-0.795326	0.960310	-1.745411	0.142744
chr3:187375900-187376100	-0.098999	1.731779	1.198892	3.410840	-0.256542	0.250710	1.846005	0.786492	-0.373152	-0.016697	-1.079711
chr9:43140300-43140500	0.295510	0.107500	1.111409	-0.064499	-1.125610	0.475748	0.087215	-1.007687	-0.373152	-0.452823	0.142744
chr17:33368500-33368700	3.127276	1.152321	0.049230	0.780111	1.928714	-0.467635	-1.413688	-0.346677	0.960310	-2.256165	1.365198
chr9:105344400-105344600	1.300443	0.484320	-0.880639	-1.036791	0.621913	-0.452760	1.559497	1.134960	-1.706614	-1.666611	0.142744
chr9:75287700-75287900	0.792285	0.233702	-1.177097	-0.514851	-1.237752	-0.777429	1.898031	-0.437359	1.297946	0.381692	0.646387
chr17:32214000-32214200	0.550906	1.100038	1.958038	0.201237	-0.429502	0.031937	0.922930	-0.664042	-0.279717	-0.156792	1.705207
chr7:54617700-54617900	-1.019888	-0.371386	0.770576	1.911205	-1.513787	-0.313939	-0.502298	1.829395	-0.193406	0.613217	-1.244493
chr22:15437900-15438100	-1.011055	0.176443	-0.421288	-0.574323	-1.142371	0.614568	-0.739612	1.710827	-0.373152	4.138836	-1.409275
chr1:144045400-144045600	-0.365298	0.891937	-1.405604	-1.350899	0.892545	0.235835	-0.550589	-0.469675	-0.373152	-1.528897	-1.244493
chr1:86412000-86412200	1.034143	-0.639989	0.506897	-1.259188	-1.094069	0.097015	1.096200	-1.121360	-0.552898	-1.096420	-1.079711
chrY:14492700-14492900	-0.188378	-1.078063	-2.079219	-1.519760	0.700893	-0.044021	0.457117	-0.468500	0.960310	0.883485	1.365198
chr2:86905900-86906100	0.367223	-0.049569	-0.531723	0.200248	0.699963	0.460873	-1.377556	0.262130	-1.706614	0.013529	2.752434
chr3:144659200-144659400	-0.855298	1.696891	0.315822	0.946923	0.790360	0.460873	-0.145623	-0.980658	-0.373152	-1.177699	-0.022039
chr7:102797700-102797900	4.332131	1.028744	0.450144	1.933884	0.230579	0.475748	-0.245713	1.909649	0.960310	1.928545	-1.244493
chr1:84149200-84149400	0.104421	-1.266666	1.272578	-0.882097	0.000272	0.475748	-1.899345	2.112009	-0.552898	-1.213341	-0.186821
chr2:164694700-164694900	0.184967	-0.553718	0.835828	0.291861	1.623598	0.094800	0.286798	1.091108	-0.552898	-0.376548	-0.022039
chr2:31613900-31614100	-0.463511	-1.586044	-2.080348	-0.097008	0.977886	0.235835	-0.892814	0.404647	-0.373152	-1.298734	1.365198
chr8:58274100-58274300	0.331891	1.030526	0.819870	0.796445	-1.057030	-0.831493	-0.143571	0.524737	0.960310	0.397167	0.307526
chrX:91429300-91429500	-1.139263	-1.008487	-0.081362	0.500669	-1.205431	0.614568	-0.633449	0.948419	-0.373152	-0.133899	-1.409275
chr1:149522100-149522300	-0.170712	0.685442	0.225265	3.050970	-0.256542	0.322053	2.801991	0.426126	-0.552898	1.537824	1.200416
chr18:73969800-73970000	1.270446	0.525705	0.843543	-0.268850	-2.082800	0.475748	-0.912966	-0.614377	1.140056	-0.548062	0.472308
chr7:31115600-31115800	-0.918178	-0.303948	-0.149635	0.731211	0.632490	0.322053	0.318232	-1.263075	-0.552898	0.109789	-0.022039
chr3:64221300-64221500	-1.312686	-0.443961	-0.565689	-1.421846	-0.924535	-0.044021	-0.199601	-0.628635	1.140056	0.123238	-2.137383
chr20:22163000-22163200	-0.804305	-0.359252	0.851808	0.419188	0.380991	0.415432	0.201740	0.495341	-0.467119	-0.268364	0.316465
chr1:206242800-206243000	-1.429614	-0.155719	-1.555546	-1.241118	0.354567	0.389530	1.158111	0.206804	-0.552898	1.562396	-0.186821
chr16:83875400-83875600	-1.002222	-1.187622	-0.340155	-0.916289	-0.256542	0.475748	-0.305342	-0.630530	0.960310	0.507868	-0.022039
chr3:66663700-66663900	0.176134	0.303430	1.225174	0.562454	0.850448	-0.467635	-0.248404	0.155169	-0.552898	-0.740004	-1.244493
chr4:154344000-154344200	0.184967	-0.086484	-0.054326	-0.428513	-0.411317	0.475748	-0.057361	-0.076316	-0.193406	-0.281624	-1.079711
chr13:53862700-53862900	-0.930508	0.715652	-0.045814	0.197326	1.581502	0.250710	1.700653	1.281440	-0.552898	0.360630	-0.022039
chr16:64671700-64671900	-0.161879	-0.033766	1.183994	1.679642	-0.127165	-0.044021	0.616350	1.738405	0.960310	-0.216829	-0.022039
chr5:137094600-137094800	1.820712	-0.289145	-1.515413	0.361900	-0.998173	-1.058746	-1.443793	-0.187179	-0.373152	-1.188500	1.365198
chr5:155725900-155726100	-0.807635	-0.906972	-1.525175	1.798824	0.709190	0.614568	1.534998	0.283209	0.960310	-0.342755	-0.914928
chr14:42222800-42223000	1.372156	-0.407888	1.768680	-0.209595	-1.180178	0.250710	-0.696140	-0.017668	0.960310	-0.215330	-1.409275
chr6:168680100-168680300	0.256680	-0.335799	1.965148	0.186810	-0.335276	-0.452760	-1.356657	0.584302	-1.886360	0.181746	-1.244493
chr16:36866000-36866200	0.086755	0.933758	-0.684969	-1.499517	1.148104	0.322053	-0.352880	0.286144	0.960310	0.316650	-1.244493
chr8:107937600-107937800	-0.679837	0.013139	0.928948	0.535655	-1.164147	0.195267	0.629390	-0.407688	-0.467119	-0.839136	0.811348
chr8:62264100-62264300	0.239014	0.002515	1.294337	0.508609	-1.072937	-0.130238	-1.139293	-0.979733	1.140056	-1.114027	-0.022039
chr10:114417600-114417800	-1.282690	-1.232794	1.192318	-0.202305	0.567345	0.460873	0.828722	-0.850436	-0.373152	0.827632	-0.186821
chr3:18917400-18917600	-0.753588	-0.552071	-0.530143	-0.579430	2.447486	-0.538977	1.624092	2.228660	-0.193406	-0.966615	1.200416
chr1:101974700-101974900	1.207566	0.069219	-0.961377	2.404609	-0.842630	0.389530	-0.826330	-0.841266	-1.706614	0.730120	-1.244493
chr5:158264300-158264500	1.300443	0.729216	-0.241384	1.589920	-1.180178	-0.044021	-0.481972	1.468273	-0.373152	-0.903578	1.365198
chr12:15336600-15336800	2.002968	-0.272752	-0.051823	0.133016	-0.346940	0.097015	0.181878	0.402879	-0.552898	1.229803	1.529980
chr10:45468500-45468700	0.531813	0.215281	-0.782344	-1.293793	-1.072937	0.389530	1.136174	0.643627	1.140056	1.786902	-1.079711
chr7:26237900-26238100	0.011544	1.080192	-0.693538	-1.307753	0.712311	0.250710	-1.154695	1.435438	-0.552898	-1.716790	0.142744
chr4:75168100-75168300	1.918924	-0.114761	2.169613	-0.461209	2.056151	0.460873	-0.815171	1.867314	-0.373152	1.256106	-1.244493
chr8:109825700-109825900	0.065591	-0.277654	-0.257471	0.905271	0.662923	0.475748	0.243081	-0.170456	1.140056	-0.053697	-0.022039
chr15:61659100-61659300	-1.139263	-0.192786	1.373565	-1.153520	-0.805591	-0.530014	-0.723800	-0.597480	0.960310	1.652753	-0.022039
chr3:150307000-150307200	-0.989891	0.024881	-0.486395	-1.900170	-0.214446	-1.133688	-0.666541	0.840607	-0.552898	-2.261257	-1.244493
chr4:146208000-146208200	-1.384400	0.046412	-1.340616	-0.278539	-1.344253	0.250710	-0.033797	-0.191802	-0.373152	0.423211	0.142744
chr4:185748700-185748900	-1.091601	-0.240479	0.820080	-1.215045	-0.214446	0.250710	1.240519	1.557654	-0.193406	-0.758576	0.142744
chr3:30973700-30973900	-0.428179	-0.582920	-0.420399	0.825243	-1.072937	0.322053	-1.529501	-1.265572	2.653264	-1.540860	3.974888
chr22:23413400-23413600	0.104421	-0.033106	-1.525334	-0.341661	0.354567	-0.452760	-0.101539	0.480600	-0.373152	-0.444096	0.142744
chr7:30333600-30333800	-0.454678	-0.451786	0.613841	-1.770228	-1.077993	0.460873	-0.926792	-1.822350	0.960310	1.601350	-1.409275
chr3:141310400-141310600	0.167301	0.825754	-1.271832	-0.483483	0.567345	0.322053	1.479844	0.042809	1.140056	0.695749	0.142744
chr11:51674200-51674400	0.269011	1.252380	0.957388	0.802078	1.020667	0.250710	-1.057665	0.227027	-0.552898	1.603778	0.472308
chr8:106219900-106220100	1.198733	0.350309	0.496125	-0.179962	-0.030161	-0.908747	-1.029787	-0.579047	-0.193406	0.578558	0.142744
chr9:5949200-5949400	-1.028721	1.054827	-0.924700	1.848905	-1.035212	-0.044021	0.840148	3.369464	1.140056	0.710468	-1.244493
chr5:31915000-31915200	0.741344	-0.404905	0.691727	0.273871	1.148104	0.235835	-1.469937	0.798156	-0.552898	-0.019724	1.200416
chrX:75559500-75559700	1.372156	0.404203	-0.717085	0.600238	0.748264	-0.606455	-0.144036	-0.648618	1.140056	-0.942990	0.142744
chr18:56742800-56743000	0.460100	0.545273	-0.113850	1.624235	-0.740637	-0.683709	1.685334	0.567340	-1.886360	-0.527063	1.365198
chr10:30061900-30062100	-0.918178	-1.025825	-0.517652	-0.926838	1.068283	0.322053	-0.572473	0.482830	2.653264	-0.005620	-0.022039
chr15:85376500-85376700	-1.202144	0.536896	-0.177538	-0.213849	0.439908	0.614568	-0.572710	1.397115	-0.373152	0.290795	-1.244493
chr12:103217200-103217400	-1.265024	0.742712	0.517533	0.120797	2.846240	0.475748	2.638296	-0.113533	-1.886360	0.185556	-0.022039
chr1:227676500-227676700	1.647289	0.295819	-0.734538	1.461140	1.836376	-0.452760	0.160877	-0.322695	-0.373152	-1.437048	1.200416
chr6:14683200-14683400	-1.184478	1.985338	-0.056897	-0.066586	0.875701	0.322053	-1.689381	-0.000495	-0.552898	0.123238	-1.244493
chr8:11010000-11010200	-1.112764	-0.764364	-0.020418	-0.555657	0.785304	0.460873	-0.201664	-1.452969	-0.373152	-2.143403	-0.022039
chr9:29118000-29118200	0.552976	2.097454	0.193373	0.847883	0.572525	-0.538977	1.282904	-0.682011	-0.373152	1.588979	-1.409275
chr20:48348700-48348900	0.806946	0.294896	0.494724	-0.147519	-0.907775	-1.274821	1.916527	-0.030361	1.140056	0.004779	-1.409275
chr2:106648000-106648200	-0.352968	-1.123131	0.483871	-1.458135	0.940846	-0.683709	0.105733	-0.560545	-0.552898	-0.081502	1.365198
chr6:4699200-4699400	-1.286187	1.029377	-1.878729	-1.342168	0.785304	0.389530	-0.556338	-0.548091	-0.552898	0.636212	-0.022039
chr20:46062900-46063100	0.645853	1.101715	0.115845	-0.488949	-1.286651	0.389530	0.492524	-0.739271	0.960310	0.153223	-1.244493
chr6:36528400-36528600	-0.735922	-0.604421	0.505080	-0.753848	0.940846	0.235835	1.311866	1.700291	-0.552898	-0.446295	-1.244493
chr9:32973300-32973500	1.554412	3.384882	2.306540	1.887096	0.790360	-0.530014	1.604757	1.510946	2.473518	-0.946605	-0.186821
chr8:25256500-25256700	0.421270	-0.568255	0.382461	0.048484	0.748264	0.097015	-1.041072	0.159390	-1.706614	-1.753708	0.307526
chr21:12266700-12266900	0.260178	1.879389	0.616549	-0.462819	1.148104	0.250710	-0.825102	0.571844	-0.373152	0.892738	1.529980
chr22:14049000-14049200	0.011544	0.350314	0.357915	0.202056	0.143298	0.250710	-1.308246	0.295096	-1.886360	-0.689072	3.081998
chr15:54532500-54532700	-0.469622	1.381855	1.451355	-0.059605	-1.471690	0.322053	-0.838366	0.840824	-0.373152	-0.209817	-1.079711
chr7:18128900-18129100	-1.002222	-0.369852	0.967412	-1.553448	-0.021864	-0.606455	-0.106727	-0.537558	-0.552898	-0.927168	-1.244493
chr14:84353900-84354100	0.167301	0.081688	-0.282390	-0.311814	0.278195	0.235835	0.014169	-0.534398	-0.373152	0.176915	-1.079711
chr13:70147700-70147900	-1.109267	-1.348150	0.830138	0.398225	-0.041824	0.250710	-0.065073	-0.022464	0.960310	0.660569	-0.022039
chr2:186611100-186611300	0.286677	-0.970669	2.244657	-0.412565	-0.112261	0.322053	-0.853088	1.027608	2.473518	-1.513999	-0.022039
chr11:118489800-118490000	0.286677	-0.344958	-0.359276	1.479381	-0.383980	0.322053	-0.100691	-1.061841	-0.193406	0.375395	0.142744
chrX:44681900-44682100	0.029210	-1.267073	0.246187	0.210561	1.405640	0.250710	-1.311861	-0.543551	-0.373152	0.826193	-1.244493
