boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end
2399	chr9	59970000	14057	6	59969216-59969235	59960000	-	59969216	59969235
2399	chr9	59970000	14058	6	59969582-59969601	59960000	-	59969582	59969601
2400	chr9	60250000	14061	4	60240658-60240677	60240000	+	60240658	60240677
2400	chr9	60250000	14063	4	60243693-60243712	60240000	+	60243693	60243712
2400	chr9	60250000	14064	4	60245108-60245127	60240000	+	60245108	60245127
2401	chr9	60680000	14070	8	60674191-60674210	60670000	-	60674191	60674210
2401	chr9	60680000	14071	8	60674313-60674332	60670000	+	60674313	60674332
2401	chr9	60680000	14074	8	60679290-60679309	60670000	-	60679290	60679309
2403	chr9	61390000	14078	4	61381953-61381972	61380000	+	61381953	61381972
2403	chr9	61390000	14079	4	61383476-61383495	61380000	-	61383476	61383495
2403	chr9	61390000	14080	4	61387938-61387957	61380000	+	61387938	61387957
2403	chr9	61390000	14081	4	61389069-61389088	61380000	-	61389069	61389088
2404	chr9	61920000	14087	6	61914359-61914378	61910000	-	61914359	61914378
2404	chr9	61920000	14088	6	61916604-61916623	61910000	+	61916604	61916623
2404	chr9	61920000	14089	6	61919217-61919236	61910000	+	61919217	61919236
2405	chr9	62270000	14092	4	62261324-62261343	62260000	+	62261324	62261343
2405	chr9	62270000	14093	4	62264110-62264129	62260000	+	62264110	62264129
2405	chr9	62270000	14094	4	62266083-62266102	62260000	-	62266083	62266102
2406	chr9	62790000	14098	8	62781916-62781935	62780000	-	62781916	62781935
2406	chr9	62790000	14099	8	62782557-62782576	62780000	+	62782557	62782576
2406	chr9	62790000	14100	8	62783638-62783657	62780000	+	62783638	62783657
2406	chr9	62790000	14101	8	62784449-62784468	62780000	+	62784449	62784468
2407	chr9	63140000	14109	4	63136044-63136063	63130000	+	63136044	63136063
2407	chr9	63140000	14110	4	63138126-63138145	63130000	-	63138126	63138145
2407	chr9	63140000	14111	4	63139525-63139544	63130000	-	63139525	63139544
2408	chr9	63600000	14114	4	63590083-63590102	63590000	-	63590083	63590102
2408	chr9	63600000	14117	4	63595641-63595660	63590000	-	63595641	63595660
2409	chr9	63880000	14123	9	63878086-63878105	63870000	-	63878086	63878105
2410	chr9	64130000	14133	8	64122439-64122458	64120000	+	64122439	64122458
2411	chr9	64320000	14143	4	64314120-64314139	64310000	+	64314120	64314139
2412	chr9	64740000	14148	2	64737982-64738001	64730000	+	64737982	64738001
2413	chr9	64970000	14151	5	64960292-64960311	64960000	-	64960292	64960311
2413	chr9	64970000	14152	5	64960760-64960779	64960000	-	64960760	64960779
2414	chr9	65210000	14160	5	65205642-65205661	65200000	-	65205642	65205661
2415	chr9	65590000	14165	7	65580290-65580309	65580000	+	65580290	65580309
2415	chr9	65590000	14166	7	65581124-65581143	65580000	-	65581124	65581143
2415	chr9	65590000	14171	7	65589253-65589272	65580000	-	65589253	65589272
2416	chr9	66140000	14174	6	66131579-66131598	66130000	-	66131579	66131598
2416	chr9	66140000	14176	6	66136153-66136172	66130000	-	66136153	66136172
2416	chr9	66140000	14177	6	66136331-66136350	66130000	+	66136331	66136350
2417	chr9	66510000	14182	7	66504204-66504223	66500000	-	66504204	66504223
2417	chr9	66510000	14183	7	66504700-66504719	66500000	+	66504700	66504719
2417	chr9	66510000	14184	7	66506112-66506131	66500000	+	66506112	66506131
2417	chr9	66510000	14185	7	66506656-66506675	66500000	+	66506656	66506675
2417	chr9	66510000	14188	7	66509565-66509584	66500000	+	66509565	66509584
2418	chr9	66990000	14193	3	66989848-66989867	66980000	-	66989848	66989867
2419	chr9	67290000	14196	6	67284559-67284578	67280000	+	67284559	67284578
2419	chr9	67290000	14198	6	67286535-67286554	67280000	-	67286535	67286554
2419	chr9	67290000	14199	6	67287306-67287325	67280000	+	67287306	67287325
2419	chr9	67290000	14200	6	67287575-67287594	67280000	+	67287575	67287594
2420	chr9	67650000	14206	9	67641572-67641591	67640000	-	67641572	67641591
2420	chr9	67650000	14207	9	67643169-67643188	67640000	+	67643169	67643188
2421	chr9	68020000	14217	8	68015252-68015271	68010000	+	68015252	68015271
2421	chr9	68020000	14218	8	68015921-68015940	68010000	+	68015921	68015940
2421	chr9	68020000	14219	8	68016703-68016722	68010000	+	68016703	68016722
2421	chr9	68020000	14220	8	68017502-68017521	68010000	-	68017502	68017521
2421	chr9	68020000	14221	8	68019029-68019048	68010000	+	68019029	68019048
2422	chr9	68770000	14225	5	68762004-68762023	68760000	+	68762004	68762023
2422	chr9	68770000	14226	5	68764940-68764959	68760000	-	68764940	68764959
2422	chr9	68770000	14228	5	68767655-68767674	68760000	-	68767655	68767674
2422	chr9	68770000	14229	5	68769587-68769606	68760000	+	68769587	68769606
2423	chr9	69300000	14232	3	69291609-69291628	69290000	+	69291609	69291628
2423	chr9	69300000	14233	3	69296582-69296601	69290000	-	69296582	69296601
2423	chr9	69300000	14234	3	69298180-69298199	69290000	-	69298180	69298199
2424	chr9	69510000	14241	7	69501753-69501772	69500000	+	69501753	69501772
2424	chr9	69510000	14242	7	69502701-69502720	69500000	-	69502701	69502720
2424	chr9	69510000	14243	7	69505759-69505778	69500000	+	69505759	69505778
2425	chr9	69990000	14247	5	69982443-69982462	69980000	-	69982443	69982462
2425	chr9	69990000	14249	5	69987802-69987821	69980000	-	69987802	69987821
2425	chr9	69990000	14250	5	69989753-69989772	69980000	+	69989753	69989772
2427	chr9	71110000	14259	4	71101360-71101379	71100000	-	71101360	71101379
2427	chr9	71110000	14261	4	71107678-71107697	71100000	-	71107678	71107697
2428	chr9	71630000	14265	6	71622531-71622550	71620000	+	71622531	71622550
2428	chr9	71630000	14266	6	71624042-71624061	71620000	-	71624042	71624061
2428	chr9	71630000	14268	6	71624930-71624949	71620000	-	71624930	71624949
2428	chr9	71630000	14269	6	71627181-71627200	71620000	+	71627181	71627200
2429	chr9	71830000	14272	4	71823838-71823857	71820000	-	71823838	71823857
2429	chr9	71830000	14273	4	71826415-71826434	71820000	+	71826415	71826434
2429	chr9	71830000	14275	4	71827243-71827262	71820000	+	71827243	71827262
2430	chr9	72450000	14281	4	72448229-72448248	72440000	+	72448229	72448248
2431	chr9	73160000	14284	9	73150416-73150435	73150000	-	73150416	73150435
2431	chr9	73160000	14286	9	73154538-73154557	73150000	+	73154538	73154557
2431	chr9	73160000	14292	9	73159450-73159469	73150000	+	73159450	73159469
2432	chr9	73540000	14297	3	73539252-73539271	73530000	+	73539252	73539271
2433	chr9	74110000	14300	4	74101823-74101842	74100000	-	74101823	74101842
2433	chr9	74110000	14301	4	74102067-74102086	74100000	+	74102067	74102086
2433	chr9	74110000	14303	4	74108519-74108538	74100000	-	74108519	74108538
2435	chr9	75280000	14314	5	75271657-75271676	75270000	+	75271657	75271676
2435	chr9	75280000	14315	5	75273837-75273856	75270000	+	75273837	75273856
2435	chr9	75280000	14316	5	75275613-75275632	75270000	+	75275613	75275632
2435	chr9	75280000	14317	5	75278908-75278927	75270000	-	75278908	75278927
2436	chr9	75700000	14320	3	75695200-75695219	75690000	+	75695200	75695219
2436	chr9	75700000	14321	3	75698278-75698297	75690000	-	75698278	75698297
2437	chr9	76250000	14325	3	76242833-76242852	76240000	-	76242833	76242852
2439	chr9	77390000	14334	5	77381133-77381152	77380000	+	77381133	77381152
2439	chr9	77390000	14335	5	77381755-77381774	77380000	-	77381755	77381774
2439	chr9	77390000	14336	5	77386930-77386949	77380000	-	77386930	77386949
2439	chr9	77390000	14337	5	77387260-77387279	77380000	-	77387260	77387279
2439	chr9	77390000	14338	5	77389571-77389590	77380000	+	77389571	77389590
2440	chr9	77790000	14341	2	77781617-77781636	77780000	-	77781617	77781636
2440	chr9	77790000	14342	2	77789744-77789763	77780000	+	77789744	77789763
2441	chr9	78050000	14346	6	78046328-78046347	78040000	-	78046328	78046347
2441	chr9	78050000	14348	6	78046912-78046931	78040000	-	78046912	78046931
2441	chr9	78050000	14349	6	78049538-78049557	78040000	+	78049538	78049557
2441	chr9	78050000	14350	6	78049942-78049961	78040000	+	78049942	78049961
2442	chr9	78240000	14353	4	78232102-78232121	78230000	-	78232102	78232121
2442	chr9	78240000	14354	4	78232594-78232613	78230000	+	78232594	78232613
2442	chr9	78240000	14355	4	78233443-78233462	78230000	-	78233443	78233462
2442	chr9	78240000	14356	4	78239728-78239747	78230000	+	78239728	78239747
2443	chr9	78600000	14359	5	78591066-78591085	78590000	+	78591066	78591085
2443	chr9	78600000	14363	5	78597044-78597063	78590000	+	78597044	78597063
2444	chr9	79740000	14367	2	79736682-79736701	79730000	+	79736682	79736701
2445	chr9	80070000	14373	6	80065837-80065856	80060000	-	80065837	80065856
2446	chr9	80300000	14379	2	80293243-80293262	80290000	+	80293243	80293262
2448	chr9	81640000	14386	4	81631632-81631651	81630000	-	81631632	81631651
2448	chr9	81640000	14387	4	81633237-81633256	81630000	+	81633237	81633256
2448	chr9	81640000	14388	4	81635283-81635302	81630000	+	81635283	81635302
2448	chr9	81640000	14389	4	81637902-81637921	81630000	+	81637902	81637921
2450	chr9	82840000	14398	3	82838183-82838202	82830000	-	82838183	82838202
2450	chr9	82840000	14399	3	82839859-82839878	82830000	-	82839859	82839878
2451	chr9	83380000	14402	5	83371136-83371155	83370000	-	83371136	83371155
2451	chr9	83380000	14403	5	83372506-83372525	83370000	-	83372506	83372525
2451	chr9	83380000	14404	5	83373903-83373922	83370000	-	83373903	83373922
2451	chr9	83380000	14405	5	83377627-83377646	83370000	+	83377627	83377646
2451	chr9	83380000	14406	5	83378254-83378273	83370000	-	83378254	83378273
2452	chr9	83790000	14409	2	83785182-83785201	83780000	+	83785182	83785201
2452	chr9	83790000	14410	2	83785700-83785719	83780000	+	83785700	83785719
2453	chr9	85330000	14413	4	85327033-85327052	85320000	-	85327033	85327052
2453	chr9	85330000	14414	4	85328565-85328584	85320000	-	85328565	85328584
2453	chr9	85330000	14416	4	85329965-85329984	85320000	+	85329965	85329984
2454	chr9	85750000	14422	4	85749469-85749488	85740000	-	85749469	85749488
2455	chr9	86460000	14425	4	86451715-86451734	86450000	-	86451715	86451734
2455	chr9	86460000	14426	4	86451900-86451919	86450000	-	86451900	86451919
2455	chr9	86460000	14427	4	86455568-86455587	86450000	+	86455568	86455587
2456	chr9	87030000	14431	4	87022613-87022632	87020000	+	87022613	87022632
2456	chr9	87030000	14433	4	87027889-87027908	87020000	+	87027889	87027908
2457	chr9	87270000	14437	2	87265811-87265830	87260000	+	87265811	87265830
2458	chr9	87740000	14441	5	87731114-87731133	87730000	-	87731114	87731133
2458	chr9	87740000	14442	5	87732712-87732731	87730000	+	87732712	87732731
2458	chr9	87740000	14443	5	87733027-87733046	87730000	+	87733027	87733046
2458	chr9	87740000	14444	5	87737449-87737468	87730000	+	87737449	87737468
2458	chr9	87740000	14445	5	87739467-87739486	87730000	-	87739467	87739486
2459	chr9	88230000	14448	7	88220293-88220312	88220000	+	88220293	88220312
2459	chr9	88230000	14449	7	88222169-88222188	88220000	-	88222169	88222188
2459	chr9	88230000	14450	7	88223375-88223394	88220000	-	88223375	88223394
2459	chr9	88230000	14452	7	88227759-88227778	88220000	-	88227759	88227778
2460	chr9	89700000	14457	3	89692122-89692141	89690000	-	89692122	89692141
2460	chr9	89700000	14458	3	89693087-89693106	89690000	+	89693087	89693106
2461	chr9	90110000	14464	7	90101838-90101857	90100000	-	90101838	90101857
2461	chr9	90110000	14466	7	90103487-90103506	90100000	+	90103487	90103506
2461	chr9	90110000	14467	7	90103658-90103677	90100000	+	90103658	90103677
2461	chr9	90110000	14468	7	90104222-90104241	90100000	+	90104222	90104241
2462	chr9	90690000	14471	3	90683457-90683476	90680000	-	90683457	90683476
2463	chr9	91350000	14481	6	91344896-91344915	91340000	+	91344896	91344915
2470	chr9	94740000	14512	8	94732342-94732361	94730000	-	94732342	94732361
2470	chr9	94740000	14513	8	94732442-94732461	94730000	+	94732442	94732461
2470	chr9	94740000	14514	8	94733829-94733848	94730000	+	94733829	94733848
2470	chr9	94740000	14515	8	94735796-94735815	94730000	-	94735796	94735815
2470	chr9	94740000	14516	8	94737426-94737445	94730000	-	94737426	94737445
2470	chr9	94740000	14517	8	94738693-94738712	94730000	+	94738693	94738712
2470	chr9	94740000	14518	8	94738977-94738996	94730000	+	94738977	94738996
2471	chr9	95440000	14521	3	95438763-95438782	95430000	-	95438763	95438782
2474	chr9	96540000	14536	6	96532935-96532954	96530000	-	96532935	96532954
2474	chr9	96540000	14537	6	96533770-96533789	96530000	-	96533770	96533789
2474	chr9	96540000	14538	6	96534594-96534613	96530000	-	96534594	96534613
2474	chr9	96540000	14539	6	96537151-96537170	96530000	-	96537151	96537170
2474	chr9	96540000	14540	6	96539585-96539604	96530000	+	96539585	96539604
2475	chr9	96890000	14543	10	96883006-96883025	96880000	+	96883006	96883025
2475	chr9	96890000	14544	10	96885939-96885958	96880000	-	96885939	96885958
2475	chr9	96890000	14545	10	96886092-96886111	96880000	+	96886092	96886111
2475	chr9	96890000	14546	10	96887023-96887042	96880000	-	96887023	96887042
2475	chr9	96890000	14547	10	96888189-96888208	96880000	+	96888189	96888208
2475	chr9	96890000	14552	10	96889560-96889579	96880000	+	96889560	96889579
2476	chr9	97200000	14556	4	97195774-97195793	97190000	+	97195774	97195793
2476	chr9	97200000	14557	4	97197218-97197237	97190000	+	97197218	97197237
2476	chr9	97200000	14558	4	97197414-97197433	97190000	+	97197414	97197433
2477	chr9	98040000	14562	7	98032863-98032882	98030000	+	98032863	98032882
2477	chr9	98040000	14565	7	98033659-98033678	98030000	+	98033659	98033678
2477	chr9	98040000	14566	7	98034497-98034516	98030000	-	98034497	98034516
2477	chr9	98040000	14567	7	98035152-98035171	98030000	+	98035152	98035171
2481	chr9	99680000	14582	7	99671780-99671799	99670000	+	99671780	99671799
2484	chr9	101610000	14598	3	101600311-101600330	101600000	-	101600311	101600330
2484	chr9	101610000	14599	3	101604336-101604355	101600000	+	101604336	101604355
2484	chr9	101610000	14600	3	101609259-101609278	101600000	+	101609259	101609278
2486	chr9	102610000	14607	4	102600183-102600202	102600000	+	102600183	102600202
2486	chr9	102610000	14608	4	102607674-102607693	102600000	-	102607674	102607693
2488	chr9	103370000	14621	8	103365388-103365407	103360000	+	103365388	103365407
2488	chr9	103370000	14623	8	103365951-103365970	103360000	-	103365951	103365970
2489	chr9	104000000	14628	2	103996707-103996726	103990000	-	103996707	103996726
2490	chr9	104410000	14631	2	104402486-104402505	104400000	-	104402486	104402505
2490	chr9	104410000	14632	2	104403277-104403296	104400000	+	104403277	104403296
2492	chr9	105400000	14641	3	105394501-105394520	105390000	+	105394501	105394520
2492	chr9	105400000	14642	3	105395462-105395481	105390000	+	105395462	105395481
2493	chr9	105650000	14647	3	105644699-105644718	105640000	+	105644699	105644718
2494	chr9	106170000	14658	9	106169340-106169359	106160000	-	106169340	106169359
2496	chr9	106900000	14668	3	106891787-106891806	106890000	-	106891787	106891806
2496	chr9	106900000	14669	3	106891955-106891974	106890000	-	106891955	106891974
2496	chr9	106900000	14670	3	106893434-106893453	106890000	-	106893434	106893453
2497	chr9	107240000	14673	3	107231276-107231295	107230000	-	107231276	107231295
2497	chr9	107240000	14674	3	107231970-107231989	107230000	+	107231970	107231989
2497	chr9	107240000	14675	3	107239491-107239510	107230000	-	107239491	107239510
2498	chr9	107570000	14679	10	107563264-107563283	107560000	+	107563264	107563283
2498	chr9	107570000	14680	10	107563431-107563450	107560000	+	107563431	107563450
2498	chr9	107570000	14681	10	107564350-107564369	107560000	+	107564350	107564369
2498	chr9	107570000	14682	10	107565732-107565751	107560000	-	107565732	107565751
2498	chr9	107570000	14683	10	107566217-107566236	107560000	+	107566217	107566236
2498	chr9	107570000	14684	10	107566603-107566622	107560000	-	107566603	107566622
2498	chr9	107570000	14685	10	107567768-107567787	107560000	+	107567768	107567787
2498	chr9	107570000	14686	10	107567929-107567948	107560000	+	107567929	107567948
2498	chr9	107570000	14687	10	107568897-107568916	107560000	-	107568897	107568916
2499	chr9	107780000	14690	6	107770796-107770815	107770000	-	107770796	107770815
2499	chr9	107780000	14691	6	107773163-107773182	107770000	-	107773163	107773182
2500	chr9	108090000	14698	4	108084129-108084148	108080000	+	108084129	108084148
2500	chr9	108090000	14699	4	108085722-108085741	108080000	-	108085722	108085741
2500	chr9	108090000	14700	4	108086362-108086381	108080000	-	108086362	108086381
2500	chr9	108090000	14701	4	108087832-108087851	108080000	+	108087832	108087851
2501	chr9	108300000	14705	5	108295161-108295180	108290000	+	108295161	108295180
2501	chr9	108300000	14706	5	108296810-108296829	108290000	-	108296810	108296829
2501	chr9	108300000	14708	5	108299417-108299436	108290000	+	108299417	108299436
2502	chr9	108570000	14711	4	108561716-108561735	108560000	-	108561716	108561735
2502	chr9	108570000	14712	4	108562340-108562359	108560000	+	108562340	108562359
2502	chr9	108570000	14713	4	108565995-108566014	108560000	+	108565995	108566014
2502	chr9	108570000	14714	4	108568910-108568929	108560000	+	108568910	108568929
2503	chr9	108990000	14717	12	108980645-108980664	108980000	+	108980645	108980664
2503	chr9	108990000	14718	12	108980968-108980987	108980000	+	108980968	108980987
2503	chr9	108990000	14727	12	108988345-108988364	108980000	+	108988345	108988364
2503	chr9	108990000	14728	12	108988795-108988814	108980000	-	108988795	108988814
2504	chr9	109870000	14731	8	109862601-109862620	109860000	-	109862601	109862620
2504	chr9	109870000	14734	8	109866370-109866389	109860000	-	109866370	109866389
2504	chr9	109870000	14735	8	109866697-109866716	109860000	+	109866697	109866716
2506	chr9	110320000	14756	8	110313927-110313946	110310000	+	110313927	110313946
2506	chr9	110320000	14761	8	110319276-110319295	110310000	-	110319276	110319295
2509	chr9	111940000	14772	2	111930779-111930798	111930000	-	111930779	111930798
2509	chr9	111940000	14773	2	111939769-111939788	111930000	+	111939769	111939788
2510	chr9	112810000	14776	2	112800006-112800025	112800000	+	112800006	112800025
2511	chr9	113430000	14780	11	113419986-113420005	113420000	+	113419986	113420005
2511	chr9	113430000	14781	11	113420550-113420569	113420000	-	113420550	113420569
2511	chr9	113430000	14785	11	113422236-113422255	113420000	+	113422236	113422255
2511	chr9	113430000	14786	11	113423426-113423445	113420000	+	113423426	113423445
2511	chr9	113430000	14787	11	113424621-113424640	113420000	+	113424621	113424640
2511	chr9	113430000	14788	11	113424899-113424918	113420000	-	113424899	113424918
2511	chr9	113430000	14790	11	113427552-113427571	113420000	+	113427552	113427571
2512	chr9	113660000	14793	2	113652857-113652876	113650000	-	113652857	113652876
2512	chr9	113660000	14794	2	113658252-113658271	113650000	-	113658252	113658271
2513	chr9	114640000	14799	6	114632703-114632722	114630000	-	114632703	114632722
2513	chr9	114640000	14802	6	114639962-114639981	114630000	+	114639962	114639981
2514	chr9	114960000	14807	5	114953519-114953538	114950000	-	114953519	114953538
2514	chr9	114960000	14808	5	114957176-114957195	114950000	-	114957176	114957195
2515	chr9	115320000	14812	5	115310476-115310495	115310000	-	115310476	115310495
2517	chr9	116070000	14822	7	116060810-116060829	116060000	+	116060810	116060829
2517	chr9	116070000	14827	7	116068043-116068062	116060000	-	116068043	116068062
2518	chr9	116400000	14830	3	116391528-116391547	116390000	-	116391528	116391547
2519	chr9	116970000	14835	7	116960365-116960384	116960000	+	116960365	116960384
2519	chr9	116970000	14839	7	116965135-116965154	116960000	-	116965135	116965154
2519	chr9	116970000	14840	7	116967876-116967895	116960000	-	116967876	116967895
2519	chr9	116970000	14841	7	116968227-116968246	116960000	-	116968227	116968246
2520	chr9	117500000	14844	2	117490087-117490106	117490000	+	117490087	117490106
2523	chr9	118910000	14859	9	118901050-118901069	118900000	+	118901050	118901069
2523	chr9	118910000	14864	9	118904329-118904348	118900000	+	118904329	118904348
2523	chr9	118910000	14867	9	118908418-118908437	118900000	-	118908418	118908437
2524	chr9	119450000	14874	6	119445975-119445994	119440000	+	119445975	119445994
2526	chr9	120130000	14883	5	120122378-120122397	120120000	+	120122378	120122397
2526	chr9	120130000	14884	5	120124404-120124423	120120000	-	120124404	120124423
2526	chr9	120130000	14886	5	120127958-120127977	120120000	-	120127958	120127977
2526	chr9	120130000	14887	5	120128506-120128525	120120000	+	120128506	120128525
2529	chr9	121460000	14901	12	121452883-121452902	121450000	-	121452883	121452902
2529	chr9	121460000	14902	12	121454140-121454159	121450000	+	121454140	121454159
2529	chr9	121460000	14903	12	121454329-121454348	121450000	+	121454329	121454348
2529	chr9	121460000	14904	12	121454596-121454615	121450000	+	121454596	121454615
2529	chr9	121460000	14905	12	121455276-121455295	121450000	-	121455276	121455295
2529	chr9	121460000	14906	12	121456890-121456909	121450000	-	121456890	121456909
2529	chr9	121460000	14908	12	121458663-121458682	121450000	+	121458663	121458682
2530	chr9	121710000	14915	3	121705396-121705415	121700000	+	121705396	121705415
2530	chr9	121710000	14916	3	121709225-121709244	121700000	-	121709225	121709244
2531	chr9	122360000	14921	5	122351452-122351471	122350000	-	122351452	122351471
2531	chr9	122360000	14924	5	122354169-122354188	122350000	-	122354169	122354188
2532	chr9	122730000	14932	6	122729740-122729759	122720000	-	122729740	122729759
2533	chr9	123140000	14935	5	123130781-123130800	123130000	-	123130781	123130800
2533	chr9	123140000	14936	5	123132239-123132258	123130000	-	123132239	123132258
2533	chr9	123140000	14937	5	123133102-123133121	123130000	-	123133102	123133121
2533	chr9	123140000	14938	5	123133237-123133256	123130000	-	123133237	123133256
2533	chr9	123140000	14939	5	123135820-123135839	123130000	+	123135820	123135839
2534	chr10	3550000	14942	2	3542026-3542045	3540000	-	3542026	3542045
2535	chr10	3980000	14946	5	3973080-3973099	3970000	-	3973080	3973099
2535	chr10	3980000	14947	5	3973373-3973392	3970000	-	3973373	3973392
2535	chr10	3980000	14948	5	3974074-3974093	3970000	+	3974074	3974093
2535	chr10	3980000	14949	5	3975814-3975833	3970000	+	3975814	3975833
2536	chr10	4390000	14953	7	4381137-4381156	4380000	-	4381137	4381156
2536	chr10	4390000	14957	7	4386700-4386719	4380000	+	4386700	4386719
2537	chr10	5170000	14962	3	5161751-5161770	5160000	-	5161751	5161770
2537	chr10	5170000	14963	3	5163837-5163856	5160000	+	5163837	5163856
2537	chr10	5170000	14964	3	5168470-5168489	5160000	-	5168470	5168489
2538	chr10	5860000	14970	5	5857963-5857982	5850000	-	5857963	5857982
2539	chr10	6820000	14975	5	6811260-6811279	6810000	+	6811260	6811279
2541	chr10	7840000	14987	10	7830079-7830098	7830000	-	7830079	7830098
2541	chr10	7840000	14989	10	7831957-7831976	7830000	+	7831957	7831976
2541	chr10	7840000	14990	10	7832143-7832162	7830000	+	7832143	7832162
2541	chr10	7840000	14991	10	7832547-7832566	7830000	-	7832547	7832566
2541	chr10	7840000	14992	10	7834036-7834055	7830000	+	7834036	7834055
2541	chr10	7840000	14993	10	7835159-7835178	7830000	-	7835159	7835178
2541	chr10	7840000	14996	10	7837959-7837978	7830000	+	7837959	7837978
2542	chr10	8250000	14999	6	8240449-8240468	8240000	-	8240449	8240468
2542	chr10	8250000	15000	6	8241391-8241410	8240000	+	8241391	8241410
2542	chr10	8250000	15002	6	8242543-8242562	8240000	+	8242543	8242562
2542	chr10	8250000	15004	6	8245148-8245167	8240000	-	8245148	8245167
2544	chr10	9020000	15008	5	9010062-9010081	9010000	+	9010062	9010081
2544	chr10	9020000	15010	5	9012979-9012998	9010000	+	9012979	9012998
2544	chr10	9020000	15011	5	9017331-9017350	9010000	+	9017331	9017350
2544	chr10	9020000	15012	5	9019699-9019718	9010000	-	9019699	9019718
2545	chr10	9780000	15015	1	9770895-9770914	9770000	-	9770895	9770914
2546	chr10	10330000	15017	3	10321308-10321327	10320000	-	10321308	10321327
2546	chr10	10330000	15019	3	10324649-10324668	10320000	-	10324649	10324668
2549	chr10	11350000	15029	3	11345293-11345312	11340000	-	11345293	11345312
2550	chr10	12390000	15034	5	12382751-12382770	12380000	-	12382751	12382770
2550	chr10	12390000	15035	5	12384131-12384150	12380000	+	12384131	12384150
2551	chr10	12640000	15042	4	12638084-12638103	12630000	-	12638084	12638103
2551	chr10	12640000	15043	4	12639381-12639400	12630000	+	12639381	12639400
2552	chr10	13020000	15049	7	13016714-13016733	13010000	+	13016714	13016733
2552	chr10	13020000	15050	7	13018651-13018670	13010000	+	13018651	13018670
2552	chr10	13020000	15052	7	13019735-13019754	13010000	+	13019735	13019754
2555	chr10	14410000	15064	2	14404249-14404268	14400000	+	14404249	14404268
2555	chr10	14410000	15065	2	14405389-14405408	14400000	+	14405389	14405408
2559	chr10	17730000	15077	6	17722236-17722255	17720000	-	17722236	17722255
2559	chr10	17730000	15080	6	17723874-17723893	17720000	-	17723874	17723893
2559	chr10	17730000	15081	6	17724239-17724258	17720000	-	17724239	17724258
2559	chr10	17730000	15082	6	17728127-17728146	17720000	-	17728127	17728146
2560	chr10	18230000	15086	4	18223181-18223200	18220000	+	18223181	18223200
2560	chr10	18230000	15087	4	18224948-18224967	18220000	-	18224948	18224967
2562	chr10	18930000	15095	2	18928052-18928071	18920000	+	18928052	18928071
2563	chr10	19230000	15099	3	19221219-19221238	19220000	+	19221219	19221238
2563	chr10	19230000	15100	3	19222099-19222118	19220000	-	19222099	19222118
2565	chr10	20360000	15109	6	20357592-20357611	20350000	+	20357592	20357611
2565	chr10	20360000	15110	6	20359586-20359605	20350000	-	20359586	20359605
2566	chr10	20960000	15114	2	20952143-20952162	20950000	-	20952143	20952162
2568	chr10	22800000	15120	3	22791382-22791401	22790000	-	22791382	22791401
2569	chr10	23100000	15124	3	23091944-23091963	23090000	-	23091944	23091963
2569	chr10	23100000	15125	3	23092748-23092767	23090000	+	23092748	23092767
2569	chr10	23100000	15126	3	23098530-23098549	23090000	+	23098530	23098549
2570	chr10	23790000	15132	4	23784331-23784350	23780000	-	23784331	23784350
2571	chr10	24330000	15136	2	24323214-24323233	24320000	-	24323214	24323233
2572	chr10	24640000	15139	11	24630857-24630876	24630000	+	24630857	24630876
2572	chr10	24640000	15140	11	24631554-24631573	24630000	-	24631554	24631573
2572	chr10	24640000	15143	11	24634749-24634768	24630000	+	24634749	24634768
2572	chr10	24640000	15144	11	24635116-24635135	24630000	-	24635116	24635135
2572	chr10	24640000	15149	11	24639253-24639272	24630000	-	24639253	24639272
2573	chr10	25250000	15153	6	25243559-25243578	25240000	+	25243559	25243578
2574	chr10	25680000	15163	5	25678026-25678045	25670000	-	25678026	25678045
2580	chr10	29370000	15183	1	29365734-29365753	29360000	-	29365734	29365753
2584	chr10	30840000	15194	6	30830301-30830320	30830000	+	30830301	30830320
2584	chr10	30840000	15195	6	30833454-30833473	30830000	+	30833454	30833473
2584	chr10	30840000	15196	6	30834019-30834038	30830000	-	30834019	30834038
2584	chr10	30840000	15197	6	30834254-30834273	30830000	-	30834254	30834273
2584	chr10	30840000	15198	6	30835874-30835893	30830000	+	30835874	30835893
2584	chr10	30840000	15199	6	30838370-30838389	30830000	+	30838370	30838389
2588	chr10	32930000	15219	6	32927532-32927551	32920000	-	32927532	32927551
2589	chr10	33660000	15222	5	33650106-33650125	33650000	-	33650106	33650125
2593	chr10	35680000	15241	3	35676256-35676275	35670000	-	35676256	35676275
2594	chr10	36510000	15244	1	36506710-36506729	36500000	-	36506710	36506729
2597	chr10	38270000	15257	3	38269330-38269349	38260000	-	38269330	38269349
2599	chr10	39110000	15267	3	39103472-39103491	39100000	-	39103472	39103491
2599	chr10	39110000	15268	3	39104992-39105011	39100000	-	39104992	39105011
2599	chr10	39110000	15269	3	39109816-39109835	39100000	+	39109816	39109835
2600	chr10	39530000	15272	9	39520551-39520570	39520000	-	39520551	39520570
2600	chr10	39530000	15273	9	39521547-39521566	39520000	+	39521547	39521566
2600	chr10	39530000	15274	9	39522650-39522669	39520000	+	39522650	39522669
2600	chr10	39530000	15275	9	39523418-39523437	39520000	+	39523418	39523437
2600	chr10	39530000	15276	9	39526072-39526091	39520000	-	39526072	39526091
