boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end	count	count	forward_scan	reverse_scan	scan_strand	mismatch	rf_diff
1894	chr7	66400000	10924	3	66398714-66398733	66390000	+	66398714	66398733	1	0	9.633985155344758	8.935737705345229	+	0	0.6982474499995295
1895	chr7	66690000	10927	2	66682591-66682610	66680000	-	66682591	66682610	1	0	8.63447373186122	10.707560549022775	-	0	2.0730868171615544
1895	chr7	66690000	10928	2	66688149-66688168	66680000	-	66688149	66688168	1	0	7.3740940718884875	9.57836087108057	-	0	2.204266799192082
1896	chr7	67220000	10932	4	67217259-67217278	67210000	+	67217259	67217278	1	0	10.677412542302186	8.921352841661434	+	0	1.7560597006407512
1897	chr7	67650000	10937	1	67643470-67643489	67640000	-	67643470	67643489	1	0	7.79652711413774	9.94055786951731	-	0	2.1440307553795694
1898	chr7	68370000	10939	5	68361630-68361649	68360000	-	68361630	68361649	1	0	7.676952609133842	10.00171735447364	-	0	2.324764745339799
1898	chr7	68370000	10943	5	68369840-68369859	68360000	+	68369840	68369859	1	0	10.49903650110172	8.771532015049697	+	0	1.7275044860520232
1899	chr7	68860000	10947	3	68855885-68855904	68850000	-	68855885	68855904	1	0	7.735853792010225	10.477013526891886	-	0	2.741159734881661
1899	chr7	68860000	10948	3	68857776-68857795	68850000	-	68857776	68857795	1	0	8.723171289881162	9.433745938020976	-	0	0.710574648139815
1900	chr7	69490000	10951	2	69487219-69487238	69480000	-	69487219	69487238	1	0	6.744816739589642	9.36415569098818	-	0	2.6193389513985386
1900	chr7	69490000	10952	2	69488771-69488790	69480000	+	69488771	69488790	1	0	9.882657378224195	7.053844241912328	+	0	2.828813136311867
1902	chr7	71360000	10961	3	71354597-71354616	71350000	+	71354597	71354616	1	0	9.908237388324352	8.530284353980534	+	0	1.3779530343438182
1905	chr7	73430000	10970	4	73422651-73422670	73420000	-	73422651	73422670	1	0	7.956632086364015	10.932373146545357	-	0	2.975741060181342
1905	chr7	73430000	10971	4	73424067-73424086	73420000	-	73424067	73424086	1	0	8.968388992075731	9.976973432642435	-	0	1.008584440566704
1906	chr7	73650000	10976	5	73643785-73643804	73640000	+	73643785	73643804	1	0	9.826077769068853	7.127527609412937	+	0	2.698550159655916
1906	chr7	73650000	10979	5	73648193-73648212	73640000	-	73648193	73648212	1	0	7.893053880135116	10.175120542403779	-	0	2.2820666622686625
1907	chr7	74010000	10983	4	74006893-74006912	74000000	-	74006893	74006912	1	0	7.941013007841608	9.787714943230224	-	0	1.8467019353886158
1908	chr7	74370000	10988	9	74363625-74363644	74360000	-	74363625	74363644	1	0	8.533491223647236	10.672511915477715	-	0	2.1390206918304795
1908	chr7	74370000	10990	9	74365212-74365231	74360000	-	74365212	74365231	1	0	7.733143853934962	9.787101288261795	-	0	2.0539574343268328
1908	chr7	74370000	10991	9	74366657-74366676	74360000	+	74366657	74366676	1	0	9.182469361508332	8.286845558361577	+	0	0.8956238031467549
1908	chr7	74370000	10992	9	74367530-74367549	74360000	+	74367530	74367549	1	0	10.378025372674756	8.69274894065168	+	0	1.6852764320230769
1910	chr7	75130000	11001	4	75121699-75121718	75120000	-	75121699	75121718	1	0	7.595576825435904	10.007397095789393	-	0	2.4118202703534894
1911	chr7	75390000	11007	7	75380192-75380211	75380000	-	75380192	75380211	1	0	7.76681840454501	10.474687373164244	-	0	2.707868968619234
1911	chr7	75390000	11010	7	75385548-75385567	75380000	+	75385548	75385567	1	0	10.009447194119511	7.318484080866428	+	0	2.6909631132530833
1912	chr7	75920000	11016	7	75910147-75910166	75910000	+	75910147	75910166	1	0	11.375029094665909	8.475532295182447	+	0	2.8994967994834617
1912	chr7	75920000	11017	7	75910587-75910606	75910000	-	75910587	75910606	1	0	7.565024973551118	9.584366005409716	-	0	2.0193410318585983
1912	chr7	75920000	11018	7	75914101-75914120	75910000	+	75914101	75914120	1	0	11.229626167631853	8.838572715110846	+	0	2.3910534525210068
1912	chr7	75920000	11021	7	75918339-75918358	75910000	-	75918339	75918358	1	0	7.784834690602905	9.834709179575848	-	0	2.049874488972943
1913	chr7	76390000	11026	2	76383970-76383989	76380000	+	76383970	76383989	1	0	9.677154005297833	8.425832119778692	+	0	1.2513218855191415
1914	chr7	76940000	11029	3	76931049-76931068	76930000	-	76931049	76931068	1	0	7.571789276154626	9.999099704047062	-	0	2.4273104278924356
1914	chr7	76940000	11030	3	76938103-76938122	76930000	+	76938103	76938122	1	0	10.187614928194124	7.804833610443405	+	0	2.3827813177507196
1914	chr7	76940000	11031	3	76939141-76939160	76930000	-	76939141	76939160	1	0	6.7374623837953935	9.615237379681034	-	0	2.8777749958856402
1915	chr7	77530000	11034	1	77520212-77520231	77520000	+	77520212	77520231	1	0	9.951369631822512	8.109091965283806	+	0	1.8422776665387062
1916	chr7	78580000	11036	9	78571734-78571753	78570000	+	78571734	78571753	1	0	9.878787453288105	8.36041761293794	+	0	1.5183698403501644
1916	chr7	78580000	11037	9	78574147-78574166	78570000	-	78574147	78574166	1	0	9.421177614781318	10.025098490557692	-	0	0.6039208757763745
1916	chr7	78580000	11038	9	78574357-78574376	78570000	-	78574357	78574376	1	0	6.9714361523587645	9.199096440024638	-	0	2.2276602876658735
1916	chr7	78580000	11039	9	78574960-78574979	78570000	-	78574960	78574979	1	0	7.8233601419166545	10.12279340268297	-	0	2.299433260766315
1916	chr7	78580000	11040	9	78577608-78577627	78570000	+	78577608	78577627	1	0	9.725289051020221	8.315400720719904	+	0	1.4098883303003173
1916	chr7	78580000	11043	9	78579723-78579742	78570000	-	78579723	78579742	1	0	7.792697126811037	9.906885806668868	-	0	2.114188679857831
1916	chr7	78580000	11044	9	78579811-78579830	78570000	-	78579811	78579830	1	0	9.085475916825775	9.318445712237281	-	0	0.2329697954115062
1917	chr7	78780000	11049	4	78774208-78774227	78770000	-	78774208	78774227	1	0	7.477236368822484	8.977367392212482	-	0	1.500131023389998
1917	chr7	78780000	11050	4	78774517-78774536	78770000	-	78774517	78774536	1	0	8.8441430913571	9.952126119526277	-	0	1.1079830281691763
1918	chr7	78910000	11054	6	78902516-78902535	78900000	+	78902516	78902535	1	0	10.357932527680651	8.392367455386243	+	0	1.9655650722944085
1918	chr7	78910000	11055	6	78905738-78905757	78900000	-	78905738	78905757	1	0	8.984677823986285	10.050125178278275	-	0	1.0654473542919902
1918	chr7	78910000	11058	6	78908196-78908215	78900000	+	78908196	78908215	1	0	9.69314445117671	8.380516676297432	+	0	1.312627774879278
1919	chr7	79480000	11064	8	79473685-79473704	79470000	-	79473685	79473704	1	0	9.189661557403081	9.960574110513782	-	0	0.7709125531107013
1921	chr7	80010000	11077	5	80005779-80005798	80000000	+	80005779	80005798	1	0	9.363299858870025	8.148044217766255	+	0	1.21525564110377
1922	chr7	80360000	11086	6	80358341-80358360	80350000	+	80358341	80358360	1	0	9.7727800642235	7.531942922386099	+	0	2.2408371418374013
1922	chr7	80360000	11087	6	80359240-80359259	80350000	-	80359240	80359259	1	0	8.744238921997251	9.41019948827977	-	0	0.6659605662825197
1922	chr7	80360000	11088	6	80359713-80359732	80350000	-	80359713	80359732	1	0	7.325130561568702	9.789433958582865	-	0	2.464303397014163
1923	chr7	80870000	11091	4	80861327-80861346	80860000	+	80861327	80861346	1	0	9.371212182381136	8.919548065569257	+	0	0.45166411681187846
1923	chr7	80870000	11092	4	80863280-80863299	80860000	+	80863280	80863299	1	0	10.034835767871382	7.656893052951251	+	0	2.377942714920131
1923	chr7	80870000	11093	4	80863450-80863469	80860000	+	80863450	80863469	1	0	9.699080669085737	9.374672195871536	+	0	0.3244084732142003
1923	chr7	80870000	11094	4	80863825-80863844	80860000	+	80863825	80863844	1	0	9.858218097935989	7.720983641107027	+	0	2.1372344568289616
1924	chr7	81160000	11099	4	81155215-81155234	81150000	-	81155215	81155234	1	0	8.491080181505088	10.421291734902727	-	0	1.9302115533976387
1924	chr7	81160000	11100	4	81157243-81157262	81150000	-	81157243	81157262	1	0	8.072638453628631	9.625358405501562	-	0	1.5527199518729304
1925	chr7	81350000	11103	5	81341783-81341802	81340000	-	81341783	81341802	1	0	7.0419413761718275	10.218221124733844	-	0	3.176279748562017
1925	chr7	81350000	11104	5	81342111-81342130	81340000	-	81342111	81342130	1	0	7.266612279543653	9.243634071240209	-	0	1.9770217916965551
1925	chr7	81350000	11105	5	81343597-81343616	81340000	+	81343597	81343616	1	0	9.455514532096897	7.186125078179458	+	0	2.269389453917439
1925	chr7	81350000	11107	5	81345300-81345319	81340000	-	81345300	81345319	1	0	8.791670339727318	9.980653259278515	-	0	1.1889829195511972
1926	chr7	81790000	11115	12	81785131-81785150	81780000	+	81785131	81785150	1	0	9.69139062120829	7.046367975092118	+	0	2.645022646116172
1926	chr7	81790000	11118	12	81788529-81788548	81780000	+	81788529	81788548	1	0	9.617815877620654	7.612781894873416	+	0	2.0050339827472374
1926	chr7	81790000	11119	12	81789107-81789126	81780000	+	81789107	81789126	1	0	10.219175262541809	8.007422268071773	+	0	2.211752994470036
1928	chr7	82650000	11132	3	82644915-82644934	82640000	+	82644915	82644934	1	0	9.245793483221114	8.439134417605125	+	0	0.8066590656159889
1928	chr7	82650000	11134	3	82648708-82648727	82640000	+	82648708	82648727	1	0	9.510243189426735	8.442712422180026	+	0	1.0675307672467085
1930	chr7	83560000	11142	3	83550316-83550335	83550000	-	83550316	83550335	1	0	8.172791257382869	10.641689474989557	-	0	2.4688982176066876
1930	chr7	83560000	11143	3	83553542-83553561	83550000	+	83553542	83553561	1	0	9.974088008912934	8.719813423188393	+	0	1.2542745857245414
1931	chr7	83900000	11150	4	83892583-83892602	83890000	-	83892583	83892602	1	0	7.770936246313051	10.096941713162646	-	0	2.3260054668495957
1932	chr7	84460000	11153	6	84452035-84452054	84450000	+	84452035	84452054	1	0	9.469476988383757	7.283219577300484	+	0	2.1862574110832735
1932	chr7	84460000	11154	6	84455289-84455308	84450000	+	84455289	84455308	1	0	9.640113836043291	7.454491856579973	+	0	2.185621979463318
1932	chr7	84460000	11155	6	84456719-84456738	84450000	-	84456719	84456738	1	0	7.9433362299893595	9.453300550750352	-	0	1.509964320760993
1932	chr7	84460000	11156	6	84457949-84457968	84450000	+	84457949	84457968	1	0	10.032905033766244	7.796285049418337	+	0	2.2366199843479073
1932	chr7	84460000	11157	6	84458620-84458639	84450000	-	84458620	84458639	1	0	8.06237227569531	9.382334742422302	-	0	1.3199624667269916
1936	chr7	86220000	11173	2	86211545-86211564	86210000	-	86211545	86211564	1	0	9.224720627725205	11.708126874504195	-	0	2.4834062467789906
1938	chr7	87590000	11180	3	87586705-87586724	87580000	+	87586705	87586724	1	0	10.428269904722256	8.731332428685217	+	0	1.6969374760370393
1941	chr7	89150000	11194	5	89147082-89147101	89140000	-	89147082	89147101	1	0	7.81664371005914	9.75353442926809	-	0	1.9368907192089493
1942	chr7	89480000	11201	6	89473650-89473669	89470000	-	89473650	89473669	1	0	7.834519397584014	10.981054861752598	-	0	3.1465354641685845
1942	chr7	89480000	11202	6	89476903-89476922	89470000	-	89476903	89476922	1	0	7.65758553248406	9.54063509360676	-	0	1.8830495611227
1943	chr7	89910000	11208	8	89904194-89904213	89900000	-	89904194	89904213	1	0	8.252507701920912	9.458076737721438	-	0	1.2055690358005258
1943	chr7	89910000	11209	8	89905764-89905783	89900000	+	89905764	89905783	1	0	9.6176088242926	6.5597082961996875	+	0	3.0579005280929117
1943	chr7	89910000	11212	8	89908128-89908147	89900000	-	89908128	89908147	1	0	8.108587547791196	11.473007398679634	-	0	3.3644198508884386
1943	chr7	89910000	11213	8	89909685-89909704	89900000	-	89909685	89909704	1	0	6.847532514186622	9.757995804914696	-	0	2.9104632907280736
1944	chr7	90420000	11216	4	90410143-90410162	90410000	-	90410143	90410162	1	0	8.706163595115122	11.688121028387112	-	0	2.9819574332719903
1946	chr7	91450000	11228	1	91441237-91441256	91440000	+	91441237	91441256	1	0	9.543829531570024	8.529390797716916	+	0	1.0144387338531082
1948	chr7	92570000	11235	1	92565500-92565519	92560000	+	92565500	92565519	1	0	9.171064201666432	7.906866716633042	+	0	1.2641974850333906
1952	chr7	94350000	11249	2	94341019-94341038	94340000	+	94341019	94341038	1	0	9.213523929975885	9.067257641440833	+	0	0.14626628853505252
1952	chr7	94350000	11250	2	94349997-94350016	94340000	+	94349997	94350016	1	0	9.608406859739215	8.198404489583865	+	0	1.4100023701553503
1957	chr7	97730000	11272	6	97725583-97725602	97720000	-	97725583	97725602	1	0	8.025903744920967	9.464934746227447	-	0	1.4390310013064802
1957	chr7	97730000	11273	6	97725743-97725762	97720000	+	97725743	97725762	1	0	9.751000010720634	9.058497986937173	+	0	0.6925020237834616
1957	chr7	97730000	11274	6	97728966-97728985	97720000	+	97728966	97728985	1	0	9.452277920941444	6.603380381608979	+	0	2.848897539332466
1958	chr7	98210000	11277	4	98200582-98200601	98200000	-	98200582	98200601	1	0	7.612933301174614	10.294346439891775	-	0	2.6814131387171614
1958	chr7	98210000	11279	4	98205497-98205516	98200000	-	98205497	98205516	1	0	7.465216614483173	9.519540001412656	-	0	2.0543233869294832
1958	chr7	98210000	11280	4	98208489-98208508	98200000	-	98208489	98208508	1	0	8.349758246519393	9.522223373687023	-	0	1.17246512716763
1959	chr7	98710000	11284	4	98703403-98703422	98700000	-	98703403	98703422	1	0	7.381461986353567	9.867455000193301	-	0	2.4859930138397344
1960	chr7	99150000	11289	7	99140753-99140772	99140000	-	99140753	99140772	1	0	8.660305359387898	9.490614471813457	-	0	0.8303091124255584
1960	chr7	99150000	11290	7	99141562-99141581	99140000	+	99141562	99141581	1	0	9.875918022222717	8.10924132975039	+	0	1.766676692472327
1960	chr7	99150000	11292	7	99144857-99144876	99140000	+	99144857	99144876	1	0	9.398318367592442	7.853367781291796	+	0	1.5449505863006454
1961	chr7	99480000	11298	6	99471044-99471063	99470000	+	99471044	99471063	1	0	9.297905568588893	8.518104128002333	+	0	0.7798014405865601
1961	chr7	99480000	11299	6	99471805-99471824	99470000	-	99471805	99471824	1	0	7.189756380495422	10.444615482356166	-	0	3.2548591018607445
1961	chr7	99480000	11300	6	99475199-99475218	99470000	+	99475199	99475218	1	0	9.595415991313178	8.518992079964441	+	0	1.076423911348737
1961	chr7	99480000	11302	6	99477441-99477460	99470000	-	99477441	99477460	1	0	7.02442435790151	10.311379604081026	-	0	3.2869552461795157
1961	chr7	99480000	11303	6	99478924-99478943	99470000	+	99478924	99478943	1	0	9.39301061573223	7.981269270939757	+	0	1.411741344792473
1962	chr7	99910000	11307	3	99902073-99902092	99900000	-	99902073	99902092	1	0	7.099218847511873	9.895043071816545	-	0	2.7958242243046723
1962	chr7	99910000	11308	3	99906093-99906112	99900000	-	99906093	99906112	1	0	8.634143290627698	9.503802669070884	-	0	0.8696593784431865
1963	chr7	100510000	11311	6	100500443-100500462	100500000	+	100500443	100500462	1	0	10.572465187613764	7.601287098128734	+	0	2.97117808948503
1963	chr7	100510000	11312	6	100500966-100500985	100500000	+	100500966	100500985	1	0	9.821380544092886	8.365320142779593	+	0	1.4560604013132927
1964	chr7	100890000	11320	10	100882231-100882250	100880000	-	100882231	100882250	1	0	8.312514092643337	9.288024958371174	-	0	0.9755108657278377
1964	chr7	100890000	11321	10	100882686-100882705	100880000	+	100882686	100882705	1	0	9.917039083018523	8.009668000074141	+	0	1.9073710829443815
1964	chr7	100890000	11322	10	100883240-100883259	100880000	+	100883240	100883259	1	0	9.669659662113961	7.769518973764754	+	0	1.9001406883492074
1964	chr7	100890000	11323	10	100885694-100885713	100880000	-	100885694	100885713	1	0	8.232805418368772	10.018139078205198	-	0	1.785333659836427
1964	chr7	100890000	11324	10	100886733-100886752	100880000	-	100886733	100886752	1	0	7.847485976158275	11.192423621586213	-	0	3.3449376454279385
1964	chr7	100890000	11325	10	100887357-100887376	100880000	-	100887357	100887376	1	0	7.6164668182266375	10.084025244311963	-	0	2.4675584260853256
1964	chr7	100890000	11326	10	100887791-100887810	100880000	-	100887791	100887810	1	0	8.329844955617798	9.633026495864158	-	0	1.30318154024636
1964	chr7	100890000	11328	10	100889288-100889307	100880000	-	100889288	100889307	1	0	7.157612261312564	9.614293929970838	-	0	2.456681668658274
1965	chr7	101310000	11331	4	101301273-101301292	101300000	+	101301273	101301292	1	0	10.05444116811808	7.498667179121652	+	0	2.555773988996428
1965	chr7	101310000	11333	4	101307503-101307522	101300000	-	101307503	101307522	1	0	8.98264021765245	9.40984685871664	-	0	0.42720664106419015
1966	chr7	101660000	11338	7	101652523-101652542	101650000	+	101652523	101652542	1	0	9.50308255077246	8.607861976464912	+	0	0.8952205743075474
1966	chr7	101660000	11339	7	101653810-101653829	101650000	+	101653810	101653829	1	0	10.074347304846594	7.081275405537202	+	0	2.993071899309392
1966	chr7	101660000	11342	7	101657429-101657448	101650000	-	101657429	101657448	1	0	9.63497236535716	9.822643901618122	-	0	0.1876715362609609
1966	chr7	101660000	11343	7	101659695-101659714	101650000	-	101659695	101659714	1	0	7.738812256760597	10.092731498620616	-	0	2.3539192418600186
1967	chr7	101910000	11346	8	101900614-101900633	101900000	-	101900614	101900633	1	0	8.452696318626428	9.747415912063435	-	0	1.2947195934370068
1967	chr7	101910000	11347	8	101901183-101901202	101900000	+	101901183	101901202	1	0	9.718958573663457	8.6446870577573	+	0	1.0742715159061564
1967	chr7	101910000	11353	8	101909399-101909418	101900000	+	101909399	101909418	1	0	9.69693022182977	6.9726648139772465	+	0	2.724265407852524
1969	chr7	102490000	11361	6	102481414-102481433	102480000	+	102481414	102481433	1	0	9.464310183658647	7.232560708231411	+	0	2.231749475427236
1969	chr7	102490000	11362	6	102484364-102484383	102480000	+	102484364	102484383	1	0	10.84117182844378	8.342499528252993	+	0	2.498672300190787
1969	chr7	102490000	11363	6	102484953-102484972	102480000	-	102484953	102484972	1	0	8.188237278272798	9.663119503623555	-	0	1.4748822253507576
1969	chr7	102490000	11364	6	102486462-102486481	102480000	+	102486462	102486481	1	0	9.77208200199117	7.671408858045537	+	0	2.100673143945632
1969	chr7	102490000	11366	6	102489519-102489538	102480000	+	102489519	102489538	1	0	9.613341653511105	7.0443564954724325	+	0	2.5689851580386724
1972	chr7	104790000	11380	4	104783665-104783684	104780000	+	104783665	104783684	1	0	9.386936942527646	7.945954194055357	+	0	1.4409827484722886
1972	chr7	104790000	11381	4	104789227-104789246	104780000	-	104789227	104789246	1	0	8.027141829269736	10.06681757479025	-	0	2.0396757455205137
1972	chr7	104790000	11382	4	104789334-104789353	104780000	+	104789334	104789353	1	0	9.21176819065082	8.53735749708715	+	0	0.6744106935636704
1974	chr7	105640000	11389	9	105630741-105630760	105630000	+	105630741	105630760	1	0	9.290133531062938	7.426902126640723	+	0	1.8632314044222156
1974	chr7	105640000	11390	9	105634652-105634671	105630000	-	105634652	105634671	1	0	9.493997314330468	9.67790008574449	-	0	0.18390277141402223
1974	chr7	105640000	11391	9	105634893-105634912	105630000	+	105634893	105634912	1	0	9.598956204721985	7.368040364928686	+	0	2.2309158397932984
1974	chr7	105640000	11392	9	105636263-105636282	105630000	-	105636263	105636282	1	0	8.795495233369342	9.851298618897886	-	0	1.0558033855285434
1974	chr7	105640000	11396	9	105638829-105638848	105630000	+	105638829	105638848	1	0	10.133346241215735	7.816671088967077	+	0	2.316675152248658
1974	chr7	105640000	11397	9	105639084-105639103	105630000	-	105639084	105639103	1	0	8.793787075981765	9.803244235540308	-	0	1.0094571595585435
1975	chr7	107200000	11400	2	107197160-107197179	107190000	-	107197160	107197179	1	0	7.982713760122337	9.535446361126777	-	0	1.5527326010044398
1975	chr7	107200000	11401	2	107198608-107198627	107190000	+	107198608	107198627	1	0	9.688309300478291	7.256018739804431	+	0	2.4322905606738603
1976	chr7	107570000	11404	3	107566536-107566555	107560000	+	107566536	107566555	1	0	9.438144743772268	6.9565901007922495	+	0	2.4815546429800186
1976	chr7	107570000	11405	3	107569028-107569047	107560000	+	107569028	107569047	1	0	10.483044449440818	8.570164074602538	+	0	1.9128803748382808
1976	chr7	107570000	11406	3	107569239-107569258	107560000	-	107569239	107569258	1	0	6.900168319757918	9.540678372361654	-	0	2.6405100526037364
1977	chr7	107820000	11411	4	107814915-107814934	107810000	-	107814915	107814934	1	0	7.753006609266059	10.043855380900887	-	0	2.2908487716348276
1977	chr7	107820000	11412	4	107819630-107819649	107810000	-	107819630	107819649	1	0	7.905677807641734	11.596614218541395	-	0	3.6909364108996616
1978	chr7	108940000	11421	7	108938735-108938754	108930000	-	108938735	108938754	1	0	7.426454765182503	9.343050996909312	-	0	1.9165962317268095
1979	chr7	109510000	11430	9	109507332-109507351	109500000	-	109507332	109507351	1	0	8.30069246819142	10.115899002805357	-	0	1.815206534613937
1980	chr7	110160000	11440	8	110157119-110157138	110150000	+	110157119	110157138	1	0	9.358771037131866	8.370781049388581	+	0	0.9879899877432852
1980	chr7	110160000	11441	8	110158762-110158781	110150000	+	110158762	110158781	1	0	9.719816274445087	6.818342085196042	+	0	2.901474189249045
1981	chr7	110650000	11446	4	110643846-110643865	110640000	+	110643846	110643865	1	0	9.71567636748291	7.567710264894709	+	0	2.1479661025882013
1981	chr7	110650000	11447	4	110645569-110645588	110640000	-	110645569	110645588	1	0	8.236059298961557	10.380515180803537	-	0	2.1444558818419797
1983	chr7	112030000	11455	2	112023233-112023252	112020000	+	112023233	112023252	1	0	10.242385129379436	8.24073457547442	+	0	2.001650553905016
1984	chr7	112390000	11459	4	112382131-112382150	112380000	+	112382131	112382150	1	0	9.910871434964886	8.086086046169171	+	0	1.8247853887957142
1985	chr7	112890000	11465	3	112882228-112882247	112880000	-	112882228	112882247	1	0	8.810714481747706	11.075899893076544	-	0	2.2651854113288383
1985	chr7	112890000	11466	3	112887942-112887961	112880000	-	112887942	112887961	1	0	8.824865480080774	9.83353059702018	-	0	1.0086651169394063
1985	chr7	112890000	11467	3	112889583-112889602	112880000	+	112889583	112889602	1	0	10.586966726772777	8.264988857245372	+	0	2.321977869527405
1986	chr7	113370000	11471	3	113361294-113361313	113360000	+	113361294	113361313	1	0	9.889969649843437	7.840450709486562	+	0	2.049518940356875
1986	chr7	113370000	11472	3	113369887-113369906	113360000	-	113369887	113369906	1	0	8.366423854921411	10.336852055579875	-	0	1.9704282006584641
1987	chr7	113740000	11475	3	113734683-113734702	113730000	-	113734683	113734702	1	0	6.950262402502897	9.73988725965526	-	0	2.789624857152363
1987	chr7	113740000	11476	3	113736806-113736825	113730000	+	113736806	113736825	1	0	9.56064347972778	7.532475899197809	+	0	2.0281675805299706
1987	chr7	113740000	11477	3	113739635-113739654	113730000	+	113739635	113739654	1	0	8.927189098921103	7.968159072323664	+	0	0.9590300265974383
1988	chr7	114040000	11485	7	114033239-114033258	114030000	-	114033239	114033258	1	0	8.761425982792886	10.271667696352313	-	0	1.5102417135594273
1990	chr7	114880000	11497	4	114872012-114872031	114870000	-	114872012	114872031	1	0	8.296360213595637	9.673095236432335	-	0	1.376735022836698
1990	chr7	114880000	11498	4	114873678-114873697	114870000	+	114873678	114873697	1	0	8.865200838215369	8.514054476698874	+	0	0.3511463615164949
1990	chr7	114880000	11500	4	114878480-114878499	114870000	+	114878480	114878499	1	0	9.350556462618913	8.048184692184586	+	0	1.302371770434327
1991	chr7	115220000	11503	5	115211992-115212011	115210000	-	115211992	115212011	1	0	7.000377699369075	10.615847885365802	-	0	3.6154701859967275
1991	chr7	115220000	11504	5	115212401-115212420	115210000	+	115212401	115212420	1	0	9.645265962636744	7.405523411979935	+	0	2.2397425506568087
1991	chr7	115220000	11505	5	115215280-115215299	115210000	-	115215280	115215299	1	0	8.612603330638613	10.319102872467496	-	0	1.706499541828883
1991	chr7	115220000	11506	5	115216939-115216958	115210000	+	115216939	115216958	1	0	11.216537055330289	7.997324626135482	+	0	3.2192124291948065
1991	chr7	115220000	11507	5	115218762-115218781	115210000	-	115218762	115218781	1	0	8.03280619149724	10.209002550207355	-	0	2.176196358710115
1992	chr7	116050000	11510	4	116040392-116040411	116040000	-	116040392	116040411	1	0	9.403032397142507	10.203933205041242	-	0	0.800900807898735
1992	chr7	116050000	11511	4	116040610-116040629	116040000	+	116040610	116040629	1	0	9.652424561701515	8.227642634590051	+	0	1.4247819271114643
1992	chr7	116050000	11512	4	116042213-116042232	116040000	+	116042213	116042232	1	0	9.857584847410312	7.922923908126484	+	0	1.9346609392838277
1993	chr7	116670000	11516	3	116661067-116661086	116660000	+	116661067	116661086	1	0	10.151895962778774	8.644845487811166	+	0	1.507050474967608
1994	chr7	117380000	11522	4	117375950-117375969	117370000	-	117375950	117375969	1	0	8.607773323009939	10.856522373739189	-	0	2.2487490507292502
1994	chr7	117380000	11523	4	117376533-117376552	117370000	-	117376533	117376552	1	0	7.634233534511332	10.486728174504272	-	0	2.8524946399929396
1994	chr7	117380000	11524	4	117378503-117378522	117370000	-	117378503	117378522	1	0	8.82849713749232	9.632696091386961	-	0	0.804198953894641
1995	chr7	118110000	11527	10	118100447-118100466	118100000	+	118100447	118100466	1	0	9.201577772739778	8.868292611436502	+	0	0.33328516130327657
1995	chr7	118110000	11530	10	118102436-118102455	118100000	-	118102436	118102455	1	0	8.152729285387963	10.778664307622606	-	0	2.6259350222346427
1995	chr7	118110000	11531	10	118103645-118103664	118100000	+	118103645	118103664	1	0	9.772356194691028	9.33725569188868	+	0	0.4351005028023476
1995	chr7	118110000	11534	10	118106474-118106493	118100000	+	118106474	118106493	1	0	9.457156626048405	7.862816875164933	+	0	1.5943397508834725
1995	chr7	118110000	11535	10	118108446-118108465	118100000	-	118108446	118108465	1	0	9.609040280219483	10.05442799833585	-	0	0.44538771811636657
1996	chr7	118310000	11539	8	118301143-118301162	118300000	-	118301143	118301162	1	0	8.228383044258239	9.390220383537848	-	0	1.161837339279609
1996	chr7	118310000	11540	8	118301288-118301307	118300000	+	118301288	118301307	1	0	10.284905966405303	8.18130738311122	+	0	2.103598583294083
1996	chr7	118310000	11541	8	118302080-118302099	118300000	+	118302080	118302099	1	0	9.772520736648119	7.9498040830421814	+	0	1.8227166536059372
1996	chr7	118310000	11543	8	118304994-118305013	118300000	+	118304994	118305013	1	0	10.509991523427448	8.060967788961342	+	0	2.449023734466106
1996	chr7	118310000	11546	8	118307881-118307900	118300000	-	118307881	118307900	1	0	7.321910419746655	9.530839805854121	-	0	2.2089293861074664
1997	chr7	118730000	11549	8	118721663-118721682	118720000	+	118721663	118721682	1	0	9.729452143977817	6.695901142031021	+	0	3.0335510019467957
1997	chr7	118730000	11556	8	118729481-118729500	118720000	+	118729481	118729500	1	0	10.055025290316888	8.430760787177686	+	0	1.6242645031392016
1998	chr7	119020000	11559	4	119011079-119011098	119010000	+	119011079	119011098	1	0	10.801867175816742	9.381920741359684	+	0	1.4199464344570583
1998	chr7	119020000	11560	4	119011372-119011391	119010000	+	119011372	119011391	1	0	10.59593689646955	9.138861972665515	+	0	1.4570749238040346
1998	chr7	119020000	11561	4	119015930-119015949	119010000	+	119015930	119015949	1	0	10.374016247823102	9.412549361726988	+	0	0.9614668860961135
1998	chr7	119020000	11562	4	119019745-119019764	119010000	+	119019745	119019764	1	0	10.227411463500113	9.421430402899901	+	0	0.805981060600212
1999	chr7	119720000	11565	5	119711312-119711331	119710000	-	119711312	119711331	1	0	7.7622288787417	9.466809567471033	-	0	1.704580688729333
1999	chr7	119720000	11566	5	119715660-119715679	119710000	+	119715660	119715679	1	0	10.86842821214291	7.850056856392942	+	0	3.0183713557499674
1999	chr7	119720000	11567	5	119716803-119716822	119710000	-	119716803	119716822	1	0	8.220309572623384	10.233706480242379	-	0	2.0133969076189953
2000	chr7	120100000	11573	3	120098005-120098024	120090000	+	120098005	120098024	1	0	10.041662145197165	8.72576590939153	+	0	1.315896235805635
