boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end	seq_id	boSCD_m1	dotSCD_m1	dot-score_m1	cross-score_m1	x-score_m1	boSCD_m2	dotSCD_m2	dot-score_m2	cross-score_m2	x-score_m2
1857	chr7	44670000	10709	8	44664180-44664199	44660000	-	44664180	44664199	2982	0.196832275390625	0.189166259765625	0.16176528930664064	0.0002592265605926514	-8.481740951538087e-06	0.184527587890625	0.19764404296875	0.12226409912109375	0.00041303038597106934	0.0005306243896484375
1857	chr7	44670000	10711	8	44669375-44669394	44660000	-	44669375	44669394	2983	0.493359375	0.33529052734375	0.15947647094726564	0.0001630067825317383	-0.0001666545867919922	0.52161865234375	0.4504638671875	0.1245025634765625	0.0004980742931365966	0.0005504786968231201
1858	chr7	44980000	10717	7	44978116-44978135	44970000	-	44978116	44978135	2984	0.8215576171875	0.558642578125	0.15878524780273437	0.00019916892051696777	-9.365677833557129e-05	0.595556640625	0.4898193359375	0.12109375	0.0004718899726867676	0.00043414831161499025
1858	chr7	44980000	10718	7	44978217-44978236	44970000	+	44978217	44978236	2985	0.484326171875	0.3222900390625	0.1601654052734375	0.00021535158157348633	-8.179545402526855e-05	0.294195556640625	0.439306640625	0.11952362060546876	0.0002963542938232422	0.0003053724765777588
1858	chr7	44980000	10720	7	44979308-44979327	44970000	+	44979308	44979327	2986	0.48673095703125	0.3977294921875	0.15907821655273438	0.00014728307723999023	-0.00017652511596679687	0.26424560546875	0.249932861328125	0.12084503173828125	0.0003413379192352295	0.0004361867904663086
1859	chr7	45460000	10724	3	45451476-45451495	45450000	+	45451476	45451495	2987	51.840625	53.33125	8.421484375	0.5087890625	0.6874267578125	34.584375	33.015625	3.50009765625	0.2331787109375	0.303350830078125
1859	chr7	45460000	10725	3	45459522-45459541	45450000	+	45459522	45459541	2988	0.3545166015625	0.2476806640625	0.16102676391601561	0.0002234041690826416	-7.099509239196777e-05	0.209942626953125	0.195892333984375	0.121514892578125	0.0003966689109802246	0.0004953384399414062
1860	chr7	45710000	10728	9	45701890-45701909	45700000	-	45701890	45701909	2989	0.323345947265625	0.24820556640625	0.16161575317382812	0.0002405822277069092	-4.640817642211914e-05	0.31348876953125	0.2419677734375	0.12362213134765625	0.0004751920700073242	0.0005657970905303955
1860	chr7	45710000	10729	9	45704875-45704894	45700000	-	45704875	45704894	2990	0.4703857421875	0.2922607421875	0.16019515991210936	0.00020246505737304689	-9.52601432800293e-05	0.33846435546875	0.32275390625	0.12261810302734374	0.00044693946838378904	0.000552964210510254
1860	chr7	45710000	10732	9	45706719-45706738	45700000	+	45706719	45706738	2991	5.02421875	5.223046875	0.11550674438476563	2.689361572265625e-05	-0.00044181346893310545	2.478125	5.7890625	0.06435699462890625	-0.0004619181156158447	-0.0012546300888061524
1860	chr7	45710000	10734	9	45707414-45707433	45700000	-	45707414	45707433	2992	0.4304931640625	0.51387939453125	0.15827789306640624	0.0001137077808380127	-0.00020871758460998534	0.4006591796875	0.40982666015625	0.11665191650390624	0.0001112520694732666	7.708668708801269e-05
1860	chr7	45710000	10735	9	45708089-45708108	45700000	-	45708089	45708108	2993	0.2049346923828125	0.199554443359375	0.16187820434570313	0.00017333626747131347	-0.0001288294792175293	0.158697509765625	0.113250732421875	0.12208251953125	0.0003881692886352539	0.0004894256591796875
1860	chr7	45710000	10736	9	45709858-45709877	45700000	+	45709858	45709877	2994	0.304681396484375	0.2744384765625	0.16051101684570312	0.00020630955696105958	-0.00010089278221130371	0.2609619140625	0.236572265625	0.12317352294921875	0.00045694708824157716	0.0005727767944335938
1861	chr7	46050000	10741	6	46043269-46043288	46040000	+	46043269	46043288	2995	1.78310546875	4.23818359375	0.13405342102050782	4.684925079345703e-05	-0.0002937912940979004	0.657958984375	1.33369140625	0.1080841064453125	3.854632377624512e-05	-0.00025918483734130857
1861	chr7	46050000	10742	6	46044423-46044442	46040000	+	46044423	46044442	2996	0.30428466796875	0.29185791015625	0.16164398193359375	0.00028067827224731445	1.5980005264282228e-05	0.177044677734375	0.1961181640625	0.12158660888671875	0.0003798782825469971	0.00048553943634033203
1861	chr7	46050000	10743	6	46047009-46047028	46040000	-	46047009	46047028	2997	0.300836181640625	0.225341796875	0.16046676635742188	0.00019706487655639647	-0.00011252760887145997	0.279425048828125	0.263916015625	0.12392120361328125	0.0005217969417572021	0.0006233811378479004
1861	chr7	46050000	10744	6	46048179-46048198	46040000	-	46048179	46048198	2998	0.17890625	0.14754638671875	0.16139602661132812	0.00021731853485107422	-8.042454719543457e-05	0.2007110595703125	0.12919921875	0.12198028564453126	0.00040265917778015137	0.0005097746849060059
1862	chr7	46640000	10747	4	46630062-46630081	46630000	-	46630062	46630081	2999	0.44136962890625	0.5746337890625	0.16133193969726561	0.00025115013122558596	-4.4804811477661136e-05	0.230731201171875	0.31634521484375	0.12170257568359374	0.00031176209449768066	0.00037715435028076174
1862	chr7	46640000	10748	4	46630456-46630475	46630000	+	46630456	46630475	3000	0.2182861328125	0.203375244140625	0.16107254028320311	0.00018241405487060547	-0.00012840628623962403	0.1474029541015625	0.192767333984375	0.12353057861328125	0.00046239495277404784	0.0005719661712646484
1862	chr7	46640000	10750	4	46639990-46640009	46630000	+	46639990	46640009	3001	0.48221435546875	0.3888671875	0.16016006469726562	0.00028300881385803225	-4.518032073974609e-06	0.31990966796875	0.26080322265625	0.12353515625	0.0005546748638153076	0.0006674408912658691
1863	chr7	46930000	10754	2	46925435-46925454	46920000	-	46925435	46925454	3002	0.3700927734375	0.30933837890625	0.15976486206054688	0.00015938878059387206	-0.0001596987247467041	0.6276123046875	0.46502685546875	0.11735992431640625	9.900331497192383e-05	8.320808410644531e-05
1864	chr7	48750000	10758	2	48749365-48749384	48740000	+	48749365	48749384	3003	45.7875	52.284375	7.09951171875	0.427508544921875	0.575469970703125	38.0640625	41.853125	5.53369140625	0.347442626953125	0.4609619140625
1865	chr7	49130000	10761	9	49120769-49120788	49120000	+	49120769	49120788	3004	0.44530029296875	0.328564453125	0.16065673828125	8.621811866760254e-05	-0.0002944052219390869	0.471875	0.37833251953125	0.12516326904296876	0.0004893064498901368	0.0005507886409759522
1865	chr7	49130000	10762	9	49121484-49121503	49120000	-	49121484	49121503	3005	43.8125	47.425	5.87900390625	0.361309814453125	0.481622314453125	31.13125	36.60625	3.91533203125	0.253387451171875	0.333087158203125
1865	chr7	49130000	10764	9	49125370-49125389	49120000	-	49125370	49125389	3006	7.47890625	5.589453125	0.11198806762695312	-0.00010197162628173828	-0.000507056713104248	2.060693359375	2.9439453125	0.07533416748046876	-0.0007785260677337646	-0.0018718957901000977
1865	chr7	49130000	10765	9	49125697-49125716	49120000	+	49125697	49125716	3007	24.6359375	24.07890625	1.20736083984375	0.072930908203125	0.09641265869140625	14.19296875	23.17421875	1.0710205078125	0.0716949462890625	0.09240798950195313
1865	chr7	49130000	10767	9	49127256-49127275	49120000	-	49127256	49127275	3008	0.44031982421875	0.33817138671875	0.16061248779296874	0.00018065571784973145	-0.0001314699649810791	0.29022216796875	0.307958984375	0.1236328125	0.0004348278045654297	0.0005257666110992431
1865	chr7	49130000	10768	9	49128413-49128432	49120000	+	49128413	49128432	3009	0.22025146484375	0.186328125	0.16115036010742187	0.00019204020500183106	-0.00010199546813964844	0.18369140625	0.147991943359375	0.12162322998046875	0.0003574967384338379	0.000435483455657959
1865	chr7	49130000	10769	9	49129540-49129559	49120000	+	49129540	49129559	3010	0.1553466796875	0.164373779296875	0.16143569946289063	0.00020503401756286622	-9.232163429260254e-05	0.17847900390625	0.17392578125	0.1226776123046875	0.00042797327041625975	0.0005496382713317871
1866	chr7	49460000	10774	5	49456356-49456375	49450000	+	49456356	49456375	3011	12.509375	17.80390625	0.535406494140625	0.029290199279785156	0.038525390625	8.809375	12.803125	0.294989013671875	0.01713724136352539	0.022095894813537596
1867	chr7	49940000	10779	8	49932574-49932593	49930000	-	49932574	49932593	3012	0.298724365234375	0.244287109375	0.16151275634765624	0.00024746060371398925	-4.214644432067871e-05	0.222955322265625	0.209722900390625	0.12265472412109375	0.0004356086254119873	0.0005593061447143555
1867	chr7	49940000	10780	8	49932951-49932970	49930000	-	49932951	49932970	3013	0.2067138671875	0.19144287109375	0.16117706298828124	0.00021029114723205566	-9.278655052185059e-05	0.19063720703125	0.17408447265625	0.12211456298828124	0.0003735661506652832	0.00048761367797851564
1867	chr7	49940000	10782	8	49934923-49934942	49930000	-	49934923	49934942	3014	0.149078369140625	0.1792236328125	0.16196212768554688	0.00019416213035583496	-0.00011088252067565918	0.1947113037109375	0.139324951171875	0.12264862060546874	0.0003946244716644287	0.0005001425743103027
1867	chr7	49940000	10783	8	49936470-49936489	49930000	-	49936470	49936489	3015	0.3012451171875	0.25931396484375	0.16207504272460938	0.0002739250659942627	2.4199485778808595e-06	0.2481201171875	0.243359375	0.12281951904296876	0.0004531204700469971	0.0005844473838806152
1870	chr7	52020000	10795	2	52012642-52012661	52010000	+	52012642	52012661	3016	0.146807861328125	0.156280517578125	0.16144638061523436	0.00021070241928100586	-8.800625801086426e-05	0.17427978515625	0.20611572265625	0.12188568115234374	0.00039477944374084474	0.000501561164855957
1870	chr7	52020000	10796	2	52014573-52014592	52010000	+	52014573	52014592	3017	0.207806396484375	0.20440673828125	0.16095657348632814	0.0001934349536895752	-0.0001186370849609375	0.180712890625	0.18450927734375	0.1223907470703125	0.00039740800857543943	0.0005098104476928711
1878	chr7	57510000	10827	4	57503014-57503033	57500000	-	57503014	57503033	3018	0.250091552734375	0.23033447265625	0.16101608276367188	0.0002344071865081787	-6.753802299499511e-05	0.194744873046875	0.3323486328125	0.12146148681640626	0.00032501220703125	0.00042591094970703127
1878	chr7	57510000	10828	4	57509085-57509104	57500000	-	57509085	57509104	3019	0.28349609375	0.2515869140625	0.16122665405273437	0.0001813828945159912	-0.000128096342086792	0.337994384765625	0.22587890625	0.122564697265625	0.0004274189472198486	0.0005130827426910401
1881	chr7	58830000	10840	3	58824484-58824503	58820000	+	58824484	58824503	3020	0.189691162109375	0.173260498046875	0.16104354858398437	0.00020861029624938965	-9.270906448364258e-05	0.212884521484375	0.1631103515625	0.1233367919921875	0.00044735074043273927	0.0005638480186462402
1881	chr7	58830000	10842	3	58827373-58827392	58820000	+	58827373	58827392	3021	0.20885009765625	0.18905029296875	0.16106338500976564	0.00020728111267089843	-8.864402770996094e-05	0.227520751953125	0.20516357421875	0.12378997802734375	0.0005047321319580078	0.0006148099899291992
1882	chr7	61190000	10845	7	61181728-61181747	61180000	+	61181728	61181747	3022	0.157379150390625	0.189886474609375	0.161480712890625	0.00016962885856628419	-0.0001454770565032959	0.229840087890625	0.197589111328125	0.123382568359375	0.00042264461517333985	0.0005427360534667969
1886	chr7	63340000	10869	6	63331849-63331868	63330000	+	63331849	63331868	3023	0.349261474609375	0.2728515625	0.16015548706054689	0.00021620392799377442	-8.922815322875977e-05	0.186175537109375	0.218951416015625	0.121148681640625	0.0003239572048187256	0.00041774511337280276
1886	chr7	63340000	10870	6	63332730-63332749	63330000	+	63332730	63332749	3024	0.24677734375	0.20379638671875	0.16128311157226563	0.00022309422492980958	-6.957054138183594e-05	0.21651611328125	0.1763946533203125	0.12313079833984375	0.0005041301250457763	0.0006383538246154785
1887	chr7	63750000	10879	5	63746630-63746649	63740000	+	63746630	63746649	3025	0.22335205078125	0.197711181640625	0.16065444946289062	0.0001774132251739502	-0.00014179348945617676	0.2448974609375	0.211761474609375	0.12386474609375	0.0005008101463317872	0.0006247758865356445
1888	chr7	64060000	10883	4	64056710-64056729	64050000	-	64056710	64056729	3026	1.3611328125	1.19306640625	0.1510345458984375	0.00010545849800109863	-0.00019339919090270995	0.873974609375	1.09990234375	0.10714874267578126	4.5818090438842776e-05	-0.00040488243103027345
1888	chr7	64060000	10884	4	64057969-64057988	64050000	-	64057969	64057988	3027	2.196240234375	1.478076171875	0.1484222412109375	0.00021838545799255372	-5.6356191635131836e-05	1.53701171875	1.0103515625	0.108770751953125	-3.613829612731933e-05	-0.0004422605037689209
1889	chr7	64400000	10889	5	64392031-64392050	64390000	-	64392031	64392050	3028	0.16488037109375	0.195745849609375	0.16123733520507813	0.00018320083618164062	-0.0001228928565979004	0.230499267578125	0.207049560546875	0.12295989990234375	0.00042238831520080566	0.0005249738693237305
1890	chr7	64760000	10898	5	64751715-64751734	64750000	-	64751715	64751734	3029	24.565625	22.37109375	0.97032470703125	0.05648536682128906	0.07537307739257812	17.92734375	24.48515625	1.4562744140625	0.09739532470703124	0.12498779296875
1890	chr7	64760000	10899	5	64753683-64753702	64750000	-	64753683	64753702	3030	0.279962158203125	0.241845703125	0.16188125610351561	0.00027340054512023924	5.882978439331055e-06	0.24991455078125	0.25452880859375	0.1240386962890625	0.0005311846733093261	0.0006622672080993652
1890	chr7	64760000	10900	5	64754752-64754771	64750000	+	64754752	64754771	3031	0.317626953125	0.20682373046875	0.1610015869140625	0.0002035677433013916	-0.00010625123977661132	0.227142333984375	0.209912109375	0.12232513427734375	0.0004259049892425537	0.0005294680595397949
1892	chr7	65690000	10914	6	65685147-65685166	65680000	-	65685147	65685166	3032	0.194769287109375	0.201031494140625	0.16100387573242186	0.00019979476928710938	-0.00011891722679138183	0.182037353515625	0.1576171875	0.12270355224609375	0.00039546489715576173	0.0004981398582458496
1892	chr7	65690000	10915	6	65686729-65686748	65680000	+	65686729	65686748	3033	0.18072509765625	0.216455078125	0.16043930053710936	0.00018146634101867676	-0.00013846158981323242	0.19267578125	0.16929931640625	0.12148590087890625	0.00037512779235839846	0.00048701763153076173
1893	chr7	66080000	10918	2	66076626-66076645	66070000	+	66076626	66076645	3034	0.170123291015625	0.207977294921875	0.16175765991210939	0.00015282630920410156	-0.00017722249031066896	0.223284912109375	0.144757080078125	0.12206268310546875	0.0003879368305206299	0.00048744678497314453
1893	chr7	66080000	10919	2	66077236-66077255	66070000	+	66077236	66077255	3035	0.36273193359375	0.27113037109375	0.16044540405273439	0.0001979529857635498	-0.0001034855842590332	0.186297607421875	0.21065673828125	0.12187957763671875	0.00036490559577941897	0.0004621267318725586
1894	chr7	66400000	10922	3	66397035-66397054	66390000	+	66397035	66397054	3036	0.3797607421875	0.2343994140625	0.1601043701171875	0.00015793442726135253	-0.0001581728458404541	0.210943603515625	0.1995361328125	0.12186737060546875	0.00038738250732421874	0.0004994392395019532
1894	chr7	66400000	10923	3	66397423-66397442	66390000	-	66397423	66397442	3037	0.1802032470703125	0.2447509765625	0.16109619140625	0.0002246558666229248	-5.901455879211426e-05	0.178582763671875	0.172039794921875	0.12224884033203125	0.00041791796684265137	0.0005416393280029297
1894	chr7	66400000	10924	3	66398714-66398733	66390000	+	66398714	66398733	3038	0.240771484375	0.218701171875	0.16143264770507812	0.0001650989055633545	-0.00013560056686401367	0.191119384765625	0.12977294921875	0.1221832275390625	0.0003976404666900635	0.0004976630210876465
1895	chr7	66690000	10927	2	66682591-66682610	66680000	-	66682591	66682610	3039	1.887744140625	1.245556640625	0.15153579711914061	0.00019021034240722655	-5.2589178085327146e-05	1.73486328125	1.47607421875	0.10079269409179688	-0.0002398371696472168	-0.0009152054786682129
1895	chr7	66690000	10928	2	66688149-66688168	66680000	-	66688149	66688168	3040	0.1551025390625	0.192132568359375	0.16174850463867188	0.00020323991775512696	-0.00010863542556762695	0.1321990966796875	0.16566162109375	0.12219085693359374	0.00038592219352722167	0.0004979968070983887
1896	chr7	67220000	10932	4	67217259-67217278	67210000	+	67217259	67217278	3041	12.57109375	9.86484375	0.180157470703125	0.005001235008239746	0.006063985824584961	7.091796875	8.825	0.162225341796875	0.007253098487854004	0.009137439727783202
1897	chr7	67650000	10937	1	67643470-67643489	67640000	-	67643470	67643489	3042	0.28419189453125	0.242138671875	0.16159591674804688	0.0002070605754852295	-8.356571197509766e-05	0.26787109375	0.252166748046875	0.12227325439453125	0.0004847705364227295	0.0005716860294342041
1898	chr7	68370000	10939	5	68361630-68361649	68360000	-	68361630	68361649	3043	0.24774169921875	0.18052978515625	0.16182937622070312	0.00021010041236877442	-7.489919662475585e-05	0.2491607666015625	0.1625	0.12143096923828126	0.00036454200744628906	0.0004607796669006348
1898	chr7	68370000	10943	5	68369840-68369859	68360000	+	68369840	68369859	3044	74.13125	84.16875	22.2546875	1.180224609375	1.68857421875	61.428125	75.4625	17.6015625	0.951513671875	1.335302734375
1899	chr7	68860000	10947	3	68855885-68855904	68850000	-	68855885	68855904	3045	0.38436279296875	0.4156494140625	0.15924530029296874	9.337663650512695e-05	-0.0002582550048828125	0.3056396484375	0.214849853515625	0.12099761962890625	0.00028352737426757814	0.00033504962921142577
1899	chr7	68860000	10948	3	68857776-68857795	68850000	-	68857776	68857795	3046	0.25406494140625	0.227093505859375	0.16132888793945313	0.00026212334632873534	-2.010464668273926e-05	0.21162109375	0.209259033203125	0.122723388671875	0.00040975213050842285	0.0005311369895935059
1900	chr7	69490000	10951	2	69487219-69487238	69480000	-	69487219	69487238	3047	0.149957275390625	0.158447265625	0.16187515258789062	0.00017541050910949708	-0.0001344919204711914	0.180377197265625	0.1664154052734375	0.12262420654296875	0.0003889858722686768	0.0004906177520751954
1900	chr7	69490000	10952	2	69488771-69488790	69480000	+	69488771	69488790	3048	0.2110595703125	0.170977783203125	0.16096954345703124	0.0002151191234588623	-9.502768516540527e-05	0.1642913818359375	0.1681732177734375	0.12286529541015626	0.00042088627815246583	0.0005430817604064941
1902	chr7	71360000	10961	3	71354597-71354616	71350000	+	71354597	71354616	3049	0.47607421875	0.51865234375	0.16027908325195311	0.00019899606704711914	-0.00012115240097045898	0.34954833984375	0.41385498046875	0.12080535888671876	0.0003346681594848633	0.0004156589508056641
1905	chr7	73430000	10970	4	73422651-73422670	73420000	-	73422651	73422670	3050	51.015625	48.034375	6.66015625	0.41011962890625	0.54849853515625	39.2734375	51.925	9.29609375	0.572412109375	0.7654296875
1905	chr7	73430000	10971	4	73424067-73424086	73420000	-	73424067	73424086	3051	0.3012939453125	0.37109375	0.16082992553710937	0.00026490092277526857	-1.3613700866699219e-05	0.26593017578125	0.223516845703125	0.12165679931640624	0.0003947734832763672	0.0004692673683166504
1906	chr7	73650000	10976	5	73643785-73643804	73640000	+	73643785	73643804	3052	0.176483154296875	0.165802001953125	0.16120758056640624	0.0002207934856414795	-7.196664810180665e-05	0.162237548828125	0.164276123046875	0.12251129150390624	0.00042699575424194337	0.0005446076393127441
1906	chr7	73650000	10979	5	73648193-73648212	73640000	-	73648193	73648212	3053	26.70625	25.94609375	1.028082275390625	0.05960273742675781	0.08043394088745118	13.2609375	15.89453125	0.1684478759765625	0.008152574300765991	0.010975933074951172
1907	chr7	74010000	10983	4	74006893-74006912	74000000	-	74006893	74006912	3054	0.4845947265625	0.45272216796875	0.15863418579101562	0.0001752197742462158	-0.00012652873992919923	0.4567138671875	0.4263427734375	0.11929473876953126	0.00028114914894104	0.00026120543479919435
1908	chr7	74370000	10988	9	74363625-74363644	74360000	-	74363625	74363644	3055	52.15	55.1375	9.89921875	0.5915283203125	0.8034912109375	45.615625	51.98125	9.566015625	0.5801513671875	0.779345703125
1908	chr7	74370000	10990	9	74365212-74365231	74360000	-	74365212	74365231	3056	0.181866455078125	0.1505615234375	0.16090927124023438	0.00018475055694580078	-0.00013303756713867188	0.1824798583984375	0.143756103515625	0.12205352783203124	0.0004083991050720215	0.0005075931549072266
1908	chr7	74370000	10991	9	74366657-74366676	74360000	+	74366657	74366676	3057	0.24132080078125	0.27496337890625	0.16055526733398437	0.0001909017562866211	-0.00010368824005126953	0.20316162109375	0.216558837890625	0.12145843505859374	0.00041977763175964354	0.0005124092102050781
1908	chr7	74370000	10992	9	74367530-74367549	74360000	+	74367530	74367549	3058	28.98125	21.80234375	0.5326950073242187	0.028705132007598878	0.03888438940048218	14.92421875	15.013671875	0.19304313659667968	0.009177875518798829	0.012618350982666015
1910	chr7	75130000	11001	4	75121699-75121718	75120000	-	75121699	75121718	3059	0.69876708984375	0.5373779296875	0.15888290405273436	0.00020101070404052735	-6.789565086364746e-05	0.4650634765625	0.42222900390625	0.12085723876953125	0.00030968785285949706	0.0002834200859069824
1911	chr7	75390000	11007	7	75380192-75380211	75380000	-	75380192	75380211	3060	4.58798828125	5.10927734375	0.11597785949707032	-7.088780403137207e-05	-0.0006084561347961426	2.99384765625	5.498828125	0.06548538208007812	-0.0006519377231597901	-0.0015130043029785156
1911	chr7	75390000	11010	7	75385548-75385567	75380000	+	75385548	75385567	3061	0.39300537109375	0.249462890625	0.16082000732421875	0.00015897154808044433	-0.00016615986824035643	0.170697021484375	0.207403564453125	0.12194061279296875	0.000335383415222168	0.00042340755462646487
1912	chr7	75920000	11016	7	75910147-75910166	75910000	+	75910147	75910166	3062	73.18125	78.584375	19.78671875	1.0728515625	1.520361328125	57.40625	74.7625	17.0359375	0.914404296875	1.286328125
1912	chr7	75920000	11017	7	75910587-75910606	75910000	-	75910587	75910606	3063	0.234368896484375	0.20736083984375	0.16076736450195311	0.0002294003963470459	-5.742311477661133e-05	0.2079345703125	0.16455078125	0.1217010498046875	0.0003704190254211426	0.00047055482864379885
1912	chr7	75920000	11018	7	75914101-75914120	75910000	+	75914101	75914120	3064	37.1640625	37.4296875	3.6515625	0.22789306640625	0.3018798828125	23.5859375	26.33984375	1.546728515625	0.10322113037109375	0.132635498046875
1912	chr7	75920000	11021	7	75918339-75918358	75910000	-	75918339	75918358	3065	0.26253662109375	0.272412109375	0.16087112426757813	0.0001385509967803955	-0.00021293163299560547	0.186029052734375	0.174700927734375	0.122320556640625	0.0003454864025115967	0.00044940710067749025
1913	chr7	76390000	11026	2	76383970-76383989	76380000	+	76383970	76383989	3066	0.147222900390625	0.1847900390625	0.16148223876953124	0.000157397985458374	-0.00015943050384521485	0.2152587890625	0.174298095703125	0.12253570556640625	0.0003874242305755615	0.0004915475845336914
1914	chr7	76940000	11029	3	76931049-76931068	76930000	-	76931049	76931068	3067	0.261334228515625	0.2354736328125	0.1597930908203125	0.0001528620719909668	-0.00018193721771240235	0.26259765625	0.14361572265625	0.12147064208984375	0.0003437340259552002	0.0004452824592590332
1914	chr7	76940000	11030	3	76938103-76938122	76930000	+	76938103	76938122	3068	0.1525115966796875	0.155963134765625	0.16092605590820314	0.00020244121551513672	-0.00010309815406799317	0.1615386962890625	0.151507568359375	0.1223876953125	0.0004167377948760986	0.0005350351333618164
1914	chr7	76940000	11031	3	76939141-76939160	76930000	-	76939141	76939160	3069	0.1439178466796875	0.139801025390625	0.16149978637695311	0.00020295381546020508	-0.00010117888450622559	0.214642333984375	0.17010498046875	0.12119293212890625	0.00034140944480895994	0.00044342875480651855
1915	chr7	77530000	11034	1	77520212-77520231	77520000	+	77520212	77520231	3070	0.40352783203125	0.29554443359375	0.16022109985351562	0.0001491844654083252	-0.00016786456108093263	0.164312744140625	0.213482666015625	0.12131500244140625	0.00030331015586853026	0.0003905773162841797
1916	chr7	78580000	11036	9	78571734-78571753	78570000	+	78571734	78571753	3071	0.46846923828125	0.41024169921875	0.15956192016601561	0.00016867518424987794	-0.00013424754142761232	0.508251953125	0.4962890625	0.1178192138671875	0.00029988884925842286	0.00024430155754089354
1916	chr7	78580000	11037	9	78574147-78574166	78570000	-	78574147	78574166	3072	0.339276123046875	0.39256591796875	0.15962295532226561	0.00014748573303222657	-0.00017179250717163085	0.27381591796875	0.74168701171875	0.11920166015625	0.0003061234951019287	0.0003096461296081543
1916	chr7	78580000	11038	9	78574357-78574376	78570000	-	78574357	78574376	3073	0.248748779296875	0.305682373046875	0.16154556274414061	0.00019894838333129884	-8.34345817565918e-05	0.153515625	0.20499267578125	0.12071685791015625	0.0003182709217071533	0.00039184093475341797
1916	chr7	78580000	11039	9	78574960-78574979	78570000	-	78574960	78574979	3074	0.50330810546875	0.3191162109375	0.16066970825195312	0.00024346709251403808	-3.931522369384766e-05	0.27601318359375	0.260772705078125	0.121478271484375	0.0003477036952972412	0.00043123960494995117
1916	chr7	78580000	11040	9	78577608-78577627	78570000	+	78577608	78577627	3075	0.332672119140625	0.27357177734375	0.15997238159179689	0.0001733541488647461	-0.00013138651847839357	0.27109375	0.19610595703125	0.121038818359375	0.0003840506076812744	0.00045959949493408204
1916	chr7	78580000	11043	9	78579723-78579742	78570000	-	78579723	78579742	3076	0.8703857421875	0.6294677734375	0.15757675170898439	0.00011218190193176269	-0.00019063949584960938	0.6819580078125	0.641845703125	0.11672515869140625	0.0002455353736877441	6.355047225952149e-05
1916	chr7	78580000	11044	9	78579811-78579830	78570000	-	78579811	78579830	3077	0.42640380859375	0.3691650390625	0.15994338989257811	0.00023049712181091308	-4.488229751586914e-05	0.34140625	0.30750732421875	0.12076873779296875	0.0003237068653106689	0.00039150714874267576
1917	chr7	78780000	11049	4	78774208-78774227	78770000	-	78774208	78774227	3078	0.156561279296875	0.186773681640625	0.16102676391601561	0.0001967012882232666	-0.00012117624282836914	0.196380615234375	0.15631103515625	0.1227447509765625	0.00041579008102416993	0.0005390524864196777
1917	chr7	78780000	11050	4	78774517-78774536	78770000	-	78774517	78774536	3079	0.2780517578125	0.220074462890625	0.16145477294921876	0.0002476632595062256	-3.59654426574707e-05	0.2168212890625	0.185870361328125	0.12271575927734375	0.0004466831684112549	0.000562131404876709
1918	chr7	78910000	11054	6	78902516-78902535	78900000	+	78902516	78902535	3080	0.647705078125	0.482568359375	0.15922927856445312	0.00022389292716979982	-3.8284063339233396e-05	0.4373779296875	0.6520751953125	0.1158843994140625	0.0002755939960479736	0.00015573501586914064
1918	chr7	78910000	11055	6	78905738-78905757	78900000	-	78905738	78905757	3081	0.9021240234375	0.4043701171875	0.16140289306640626	0.0002622783184051514	9.238719940185547e-06	0.832763671875	0.732861328125	0.11748809814453125	0.0002489030361175537	6.500482559204101e-05
1918	chr7	78910000	11058	6	78908196-78908215	78900000	+	78908196	78908215	3082	0.94130859375	1.1093017578125	0.15530548095703126	5.325078964233398e-05	-0.00024785995483398435	0.491796875	0.7033203125	0.11551055908203126	0.0001536548137664795	4.649162292480469e-05
1919	chr7	79480000	11064	8	79473685-79473704	79470000	-	79473685	79473704	3083	0.862060546875	0.6911865234375	0.1568756103515625	0.00020170211791992188	-3.52323055267334e-05	0.2529541015625	0.327197265625	0.1198699951171875	0.0002707600593566895	0.00034088492393493655
1921	chr7	80010000	11077	5	80005779-80005798	80000000	+	80005779	80005798	3084	0.2739501953125	0.22911376953125	0.16152877807617189	0.00026265978813171386	-7.396936416625976e-06	0.25457763671875	0.20810546875	0.12290496826171875	0.0004478275775909424	0.000590670108795166
1922	chr7	80360000	11086	6	80358341-80358360	80350000	+	80358341	80358360	3085	0.217486572265625	0.17012939453125	0.1609710693359375	0.00019495487213134767	-0.00011801719665527344	0.19515380859375	0.23917236328125	0.12158050537109374	0.0003822386264801025	0.0004926919937133789
1922	chr7	80360000	11087	6	80359240-80359259	80350000	-	80359240	80359259	3086	0.34715576171875	0.3536376953125	0.16187973022460939	0.0002884626388549805	4.454255104064941e-05	0.29482421875	0.243988037109375	0.12232818603515624	0.0004425048828125	0.0005633056163787842
1922	chr7	80360000	11088	6	80359713-80359732	80350000	-	80359713	80359732	3087	0.372314453125	0.361572265625	0.15971298217773439	0.00025352239608764646	-8.785724639892578e-06	0.35150146484375	0.24903564453125	0.12052764892578124	0.000384145975112915	0.0004936814308166504
1923	chr7	80870000	11091	4	80861327-80861346	80860000	+	80861327	80861346	3088	0.24974365234375	0.1918701171875	0.16150588989257814	0.00020722150802612304	-9.334683418273925e-05	0.21995849609375	0.17545166015625	0.1231231689453125	0.00046890974044799805	0.0005921661853790283
