experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
25299	chr6	6005818	6005837	+	42.06	<>	3	20	718
25300	chr12	35192361	35192380	+	53.78	<>	4	20	718
25301	chr2	48886252	48886271	-	53.7	<>	4	20	718
25302	chr12	35192359	35192378	-	53.66	<>	4	20	718
25303	chr8	102781112	102781131	-	53.5	<>	4	20	718
25304	chr5	49961991	49962010	-	53.3	<>	4	20	718
25305	chr9	26776356	26776375	-	53.12	<>	4	20	718
25306	chr9	51152589	51152608	-	53.06	<>	4	20	718
25307	chr8	58566264	58566283	+	52.88	<>	4	20	718
25308	chr12	40837731	40837750	+	52.84	<>	4	20	718
25309	chr8	36523116	36523135	-	52.5	<>	4	20	718
25310	chr6	101261721	101261740	-	52.5	<>	4	20	718
25311	chr11	57467954	57467973	-	52.38	<>	4	20	718
25312	chr4	70621534	70621553	-	52.28	<>	4	20	718
25313	chr2	101905952	101905971	+	52.25	<>	4	20	718
25314	chr13	19698902	19698921	+	51.94	<>	4	20	718
25315	chr16	13117402	13117421	+	51.94	<>	4	20	718
25316	chr9	63136044	63136063	+	51.75	<>	4	20	718
25317	chr12	92303369	92303388	+	51.62	<>	4	20	718
25318	chr11	31949597	31949616	-	51.56	<>	4	20	718
25319	chr9	49494116	49494135	+	51.2	<>	4	20	718
25320	chr12	17554295	17554314	+	51.2	<>	4	20	718
25321	chr9	88222169	88222188	-	51.16	<>	4	20	718
25322	chr1	55404542	55404561	+	51.12	<>	4	20	718
25323	chr12	57825931	57825950	+	51.06	<>	4	20	718
25324	chr3	57843966	57843985	+	50.94	<>	4	20	718
25325	chr16	22564764	22564783	+	50.8	<>	4	20	718
25326	chr7	132213675	132213694	-	50.6	<>	4	20	718
25327	chr16	72215914	72215933	-	50.38	<>	4	20	718
25328	chr18	16217031	16217050	+	50.2	<>	4	20	718
25329	chr11	113165297	113165316	-	50.12	<>	4	20	718
25330	chr14	34810922	34810941	+	49.88	<>	4	20	718
25331	chr17	83271677	83271696	+	49.25	<>	4	20	718
25332	chr12	78056172	78056191	+	49.12	<>	4	20	718
25333	chr16	89765679	89765698	-	49.0	<>	4	20	718
25334	chr13	112264852	112264871	-	48.94	<>	4	20	718
25335	chr13	112264855	112264874	-	48.88	<>	4	20	718
25336	chr2	118638274	118638293	+	48.7	<>	4	20	718
25337	chr15	32766466	32766485	-	48.47	<>	4	20	718
25338	chr1	21411386	21411405	+	48.44	<>	4	20	718
25339	chr6	43686121	43686140	+	48.3	<>	4	20	718
25340	chr13	30260113	30260132	-	48.25	<>	4	20	718
25341	chr9	60245108	60245127	+	47.97	<>	4	20	718
25342	chr1	103799500	103799519	+	47.94	<>	4	20	718
25343	chr7	86211545	86211564	-	47.94	<>	4	20	718
25344	chr11	40149490	40149509	-	47.47	<>	4	20	718
25345	chr11	25862970	25862989	-	47.2	<>	4	20	718
25346	chr16	72218208	72218227	+	47.12	<>	4	20	718
25347	chr15	44836383	44836402	+	47.12	<>	4	20	718
25348	chr16	64748436	64748455	-	47.0	<>	4	20	718
25349	chr3	14679375	14679394	+	46.8	<>	4	20	718
25350	chr17	86906315	86906334	-	46.8	<>	4	20	718
25351	chr18	57976796	57976815	+	46.8	<>	4	20	718
25352	chr6	13281045	13281064	-	46.75	<>	4	20	718
25353	chr12	17554309	17554328	-	46.62	<>	4	20	718
25354	chr3	68056531	68056550	+	46.62	<>	4	20	718
25355	chr3	9711102	9711121	+	46.56	<>	4	20	718
25356	chr16	37109440	37109459	+	46.34	<>	4	20	718
25357	chr16	96671788	96671807	-	46.06	<>	4	20	718
25358	chr3	153655299	153655318	-	46.06	<>	4	20	718
25359	chr18	58481865	58481884	-	45.88	<>	4	20	718
25360	chr7	125393828	125393847	-	45.75	<>	4	20	718
25361	chr16	25349805	25349824	-	45.62	<>	4	20	718
25362	chr4	74231656	74231675	-	45.38	<>	4	20	718
25363	chr4	74231658	74231677	+	45.22	<>	4	20	718
25364	chr13	89543209	89543228	-	45.2	<>	4	20	718
25365	chr1	179477243	179477262	-	45.0	<>	4	20	718
25366	chr4	127368529	127368548	+	44.75	<>	4	20	718
25367	chr3	25220803	25220822	-	44.62	<>	4	20	718
25368	chr12	41487217	41487236	-	44.56	<>	4	20	718
25369	chr14	102510621	102510640	-	44.4	<>	4	20	718
25370	chr4	25180062	25180081	-	44.38	<>	4	20	718
25371	chr3	31146116	31146135	+	44.2	<>	4	20	718
25372	chr16	58299639	58299658	+	44.12	<>	4	20	718
25373	chr5	16309782	16309801	+	43.94	<>	4	20	718
25374	chr7	118102436	118102455	-	43.88	<>	4	20	718
25375	chr5	16309780	16309799	-	43.75	<>	4	20	718
25376	chr13	51830906	51830925	+	43.62	<>	4	20	718
25377	chr6	100882571	100882590	+	43.6	<>	4	20	718
25378	chr1	54381456	54381475	-	43.56	<>	4	20	718
25379	chr7	143153991	143154010	+	43.38	<>	4	20	718
25380	chr9	122729740	122729759	-	43.3	<>	4	20	718
25381	chr2	113494885	113494904	+	43.2	<>	4	20	718
25382	chr13	113877596	113877615	+	43.12	<>	4	20	718
25383	chr12	74013946	74013965	-	43.12	<>	4	20	718
25384	chr1	120586652	120586671	+	43.1	<>	4	20	718
25385	chr17	42603598	42603617	-	43.06	<>	4	20	718
25386	chr8	50293731	50293750	-	42.88	<>	4	20	718
25387	chr1	5905000	5905019	-	42.8	<>	4	20	718
25388	chr16	27468962	27468981	+	42.75	<>	4	20	718
25389	chr15	70921072	70921091	-	42.62	<>	4	20	718
25390	chr8	91797706	91797725	+	42.6	<>	4	20	718
25391	chr3	80079950	80079969	+	42.5	<>	4	20	718
25392	chr18	16211890	16211909	-	42.47	<>	4	20	718
25393	chr3	113080921	113080940	-	42.47	<>	4	20	718
25394	chr2	17415562	17415581	-	42.34	<>	4	20	718
25395	chr7	49121484	49121503	-	42.3	<>	4	20	718
25396	chr18	16211892	16211911	+	42.3	<>	4	20	718
25397	chr8	26184368	26184387	+	42.22	<>	4	20	718
25398	chr2	37815860	37815879	+	42.2	<>	4	20	718
25399	chr6	6005818	6005837	+	42.06	<>	4	20	718
25400	chr12	35192361	35192380	+	53.78	<>	3	20	742
25401	chr2	48886252	48886271	-	53.7	<>	3	20	742
25402	chr12	35192359	35192378	-	53.66	<>	3	20	742
25403	chr8	102781112	102781131	-	53.5	<>	3	20	742
25404	chr5	49961991	49962010	-	53.3	<>	3	20	742
25405	chr9	26776356	26776375	-	53.12	<>	3	20	742
25406	chr9	51152589	51152608	-	53.06	<>	3	20	742
25407	chr8	58566264	58566283	+	52.88	<>	3	20	742
25408	chr12	40837731	40837750	+	52.84	<>	3	20	742
25409	chr8	36523116	36523135	-	52.5	<>	3	20	742
25410	chr6	101261721	101261740	-	52.5	<>	3	20	742
25411	chr11	57467954	57467973	-	52.38	<>	3	20	742
25412	chr4	70621534	70621553	-	52.28	<>	3	20	742
25413	chr2	101905952	101905971	+	52.25	<>	3	20	742
25414	chr13	19698902	19698921	+	51.94	<>	3	20	742
25415	chr16	13117402	13117421	+	51.94	<>	3	20	742
25416	chr9	63136044	63136063	+	51.75	<>	3	20	742
25417	chr12	92303369	92303388	+	51.62	<>	3	20	742
25418	chr11	31949597	31949616	-	51.56	<>	3	20	742
25419	chr9	49494116	49494135	+	51.2	<>	3	20	742
25420	chr12	17554295	17554314	+	51.2	<>	3	20	742
25421	chr9	88222169	88222188	-	51.16	<>	3	20	742
25422	chr1	55404542	55404561	+	51.12	<>	3	20	742
25423	chr12	57825931	57825950	+	51.06	<>	3	20	742
25424	chr3	57843966	57843985	+	50.94	<>	3	20	742
25425	chr16	22564764	22564783	+	50.8	<>	3	20	742
25426	chr7	132213675	132213694	-	50.6	<>	3	20	742
25427	chr16	72215914	72215933	-	50.38	<>	3	20	742
25428	chr18	16217031	16217050	+	50.2	<>	3	20	742
25429	chr11	113165297	113165316	-	50.12	<>	3	20	742
25430	chr14	34810922	34810941	+	49.88	<>	3	20	742
25431	chr17	83271677	83271696	+	49.25	<>	3	20	742
25432	chr12	78056172	78056191	+	49.12	<>	3	20	742
25433	chr16	89765679	89765698	-	49.0	<>	3	20	742
25434	chr13	112264852	112264871	-	48.94	<>	3	20	742
25435	chr13	112264855	112264874	-	48.88	<>	3	20	742
25436	chr2	118638274	118638293	+	48.7	<>	3	20	742
25437	chr15	32766466	32766485	-	48.47	<>	3	20	742
25438	chr1	21411386	21411405	+	48.44	<>	3	20	742
25439	chr6	43686121	43686140	+	48.3	<>	3	20	742
25440	chr13	30260113	30260132	-	48.25	<>	3	20	742
25441	chr9	60245108	60245127	+	47.97	<>	3	20	742
25442	chr1	103799500	103799519	+	47.94	<>	3	20	742
25443	chr7	86211545	86211564	-	47.94	<>	3	20	742
25444	chr11	40149490	40149509	-	47.47	<>	3	20	742
25445	chr11	25862970	25862989	-	47.2	<>	3	20	742
25446	chr16	72218208	72218227	+	47.12	<>	3	20	742
25447	chr15	44836383	44836402	+	47.12	<>	3	20	742
25448	chr16	64748436	64748455	-	47.0	<>	3	20	742
25449	chr3	14679375	14679394	+	46.8	<>	3	20	742
25450	chr17	86906315	86906334	-	46.8	<>	3	20	742
25451	chr18	57976796	57976815	+	46.8	<>	3	20	742
25452	chr6	13281045	13281064	-	46.75	<>	3	20	742
25453	chr12	17554309	17554328	-	46.62	<>	3	20	742
25454	chr3	68056531	68056550	+	46.62	<>	3	20	742
25455	chr3	9711102	9711121	+	46.56	<>	3	20	742
25456	chr16	37109440	37109459	+	46.34	<>	3	20	742
25457	chr16	96671788	96671807	-	46.06	<>	3	20	742
25458	chr3	153655299	153655318	-	46.06	<>	3	20	742
25459	chr18	58481865	58481884	-	45.88	<>	3	20	742
25460	chr7	125393828	125393847	-	45.75	<>	3	20	742
25461	chr16	25349805	25349824	-	45.62	<>	3	20	742
25462	chr4	74231656	74231675	-	45.38	<>	3	20	742
25463	chr4	74231658	74231677	+	45.22	<>	3	20	742
25464	chr13	89543209	89543228	-	45.2	<>	3	20	742
25465	chr1	179477243	179477262	-	45.0	<>	3	20	742
25466	chr4	127368529	127368548	+	44.75	<>	3	20	742
25467	chr3	25220803	25220822	-	44.62	<>	3	20	742
25468	chr12	41487217	41487236	-	44.56	<>	3	20	742
25469	chr14	102510621	102510640	-	44.4	<>	3	20	742
25470	chr4	25180062	25180081	-	44.38	<>	3	20	742
25471	chr3	31146116	31146135	+	44.2	<>	3	20	742
25472	chr16	58299639	58299658	+	44.12	<>	3	20	742
25473	chr5	16309782	16309801	+	43.94	<>	3	20	742
25474	chr7	118102436	118102455	-	43.88	<>	3	20	742
25475	chr5	16309780	16309799	-	43.75	<>	3	20	742
25476	chr13	51830906	51830925	+	43.62	<>	3	20	742
25477	chr6	100882571	100882590	+	43.6	<>	3	20	742
25478	chr1	54381456	54381475	-	43.56	<>	3	20	742
25479	chr7	143153991	143154010	+	43.38	<>	3	20	742
25480	chr9	122729740	122729759	-	43.3	<>	3	20	742
25481	chr2	113494885	113494904	+	43.2	<>	3	20	742
25482	chr13	113877596	113877615	+	43.12	<>	3	20	742
25483	chr12	74013946	74013965	-	43.12	<>	3	20	742
25484	chr1	120586652	120586671	+	43.1	<>	3	20	742
25485	chr17	42603598	42603617	-	43.06	<>	3	20	742
25486	chr8	50293731	50293750	-	42.88	<>	3	20	742
25487	chr1	5905000	5905019	-	42.8	<>	3	20	742
25488	chr16	27468962	27468981	+	42.75	<>	3	20	742
25489	chr15	70921072	70921091	-	42.62	<>	3	20	742
25490	chr8	91797706	91797725	+	42.6	<>	3	20	742
25491	chr3	80079950	80079969	+	42.5	<>	3	20	742
25492	chr18	16211890	16211909	-	42.47	<>	3	20	742
25493	chr3	113080921	113080940	-	42.47	<>	3	20	742
25494	chr2	17415562	17415581	-	42.34	<>	3	20	742
25495	chr7	49121484	49121503	-	42.3	<>	3	20	742
25496	chr18	16211892	16211911	+	42.3	<>	3	20	742
25497	chr8	26184368	26184387	+	42.22	<>	3	20	742
25498	chr2	37815860	37815879	+	42.2	<>	3	20	742
25499	chr6	6005818	6005837	+	42.06	<>	3	20	742
25500	chr12	35192361	35192380	+	53.78	<>	4	20	742
25501	chr2	48886252	48886271	-	53.7	<>	4	20	742
25502	chr12	35192359	35192378	-	53.66	<>	4	20	742
25503	chr8	102781112	102781131	-	53.5	<>	4	20	742
25504	chr5	49961991	49962010	-	53.3	<>	4	20	742
25505	chr9	26776356	26776375	-	53.12	<>	4	20	742
25506	chr9	51152589	51152608	-	53.06	<>	4	20	742
25507	chr8	58566264	58566283	+	52.88	<>	4	20	742
25508	chr12	40837731	40837750	+	52.84	<>	4	20	742
25509	chr8	36523116	36523135	-	52.5	<>	4	20	742
25510	chr6	101261721	101261740	-	52.5	<>	4	20	742
25511	chr11	57467954	57467973	-	52.38	<>	4	20	742
25512	chr4	70621534	70621553	-	52.28	<>	4	20	742
25513	chr2	101905952	101905971	+	52.25	<>	4	20	742
25514	chr13	19698902	19698921	+	51.94	<>	4	20	742
25515	chr16	13117402	13117421	+	51.94	<>	4	20	742
25516	chr9	63136044	63136063	+	51.75	<>	4	20	742
25517	chr12	92303369	92303388	+	51.62	<>	4	20	742
25518	chr11	31949597	31949616	-	51.56	<>	4	20	742
25519	chr9	49494116	49494135	+	51.2	<>	4	20	742
25520	chr12	17554295	17554314	+	51.2	<>	4	20	742
25521	chr9	88222169	88222188	-	51.16	<>	4	20	742
25522	chr1	55404542	55404561	+	51.12	<>	4	20	742
25523	chr12	57825931	57825950	+	51.06	<>	4	20	742
25524	chr3	57843966	57843985	+	50.94	<>	4	20	742
25525	chr16	22564764	22564783	+	50.8	<>	4	20	742
25526	chr7	132213675	132213694	-	50.6	<>	4	20	742
25527	chr16	72215914	72215933	-	50.38	<>	4	20	742
25528	chr18	16217031	16217050	+	50.2	<>	4	20	742
25529	chr11	113165297	113165316	-	50.12	<>	4	20	742
25530	chr14	34810922	34810941	+	49.88	<>	4	20	742
25531	chr17	83271677	83271696	+	49.25	<>	4	20	742
25532	chr12	78056172	78056191	+	49.12	<>	4	20	742
25533	chr16	89765679	89765698	-	49.0	<>	4	20	742
25534	chr13	112264852	112264871	-	48.94	<>	4	20	742
25535	chr13	112264855	112264874	-	48.88	<>	4	20	742
25536	chr2	118638274	118638293	+	48.7	<>	4	20	742
25537	chr15	32766466	32766485	-	48.47	<>	4	20	742
25538	chr1	21411386	21411405	+	48.44	<>	4	20	742
25539	chr6	43686121	43686140	+	48.3	<>	4	20	742
25540	chr13	30260113	30260132	-	48.25	<>	4	20	742
25541	chr9	60245108	60245127	+	47.97	<>	4	20	742
25542	chr1	103799500	103799519	+	47.94	<>	4	20	742
25543	chr7	86211545	86211564	-	47.94	<>	4	20	742
25544	chr11	40149490	40149509	-	47.47	<>	4	20	742
25545	chr11	25862970	25862989	-	47.2	<>	4	20	742
25546	chr16	72218208	72218227	+	47.12	<>	4	20	742
25547	chr15	44836383	44836402	+	47.12	<>	4	20	742
25548	chr16	64748436	64748455	-	47.0	<>	4	20	742
25549	chr3	14679375	14679394	+	46.8	<>	4	20	742
25550	chr17	86906315	86906334	-	46.8	<>	4	20	742
25551	chr18	57976796	57976815	+	46.8	<>	4	20	742
25552	chr6	13281045	13281064	-	46.75	<>	4	20	742
25553	chr12	17554309	17554328	-	46.62	<>	4	20	742
25554	chr3	68056531	68056550	+	46.62	<>	4	20	742
25555	chr3	9711102	9711121	+	46.56	<>	4	20	742
25556	chr16	37109440	37109459	+	46.34	<>	4	20	742
25557	chr16	96671788	96671807	-	46.06	<>	4	20	742
25558	chr3	153655299	153655318	-	46.06	<>	4	20	742
25559	chr18	58481865	58481884	-	45.88	<>	4	20	742
25560	chr7	125393828	125393847	-	45.75	<>	4	20	742
25561	chr16	25349805	25349824	-	45.62	<>	4	20	742
25562	chr4	74231656	74231675	-	45.38	<>	4	20	742
25563	chr4	74231658	74231677	+	45.22	<>	4	20	742
25564	chr13	89543209	89543228	-	45.2	<>	4	20	742
25565	chr1	179477243	179477262	-	45.0	<>	4	20	742
25566	chr4	127368529	127368548	+	44.75	<>	4	20	742
25567	chr3	25220803	25220822	-	44.62	<>	4	20	742
25568	chr12	41487217	41487236	-	44.56	<>	4	20	742
25569	chr14	102510621	102510640	-	44.4	<>	4	20	742
25570	chr4	25180062	25180081	-	44.38	<>	4	20	742
25571	chr3	31146116	31146135	+	44.2	<>	4	20	742
25572	chr16	58299639	58299658	+	44.12	<>	4	20	742
25573	chr5	16309782	16309801	+	43.94	<>	4	20	742
25574	chr7	118102436	118102455	-	43.88	<>	4	20	742
25575	chr5	16309780	16309799	-	43.75	<>	4	20	742
25576	chr13	51830906	51830925	+	43.62	<>	4	20	742
25577	chr6	100882571	100882590	+	43.6	<>	4	20	742
25578	chr1	54381456	54381475	-	43.56	<>	4	20	742
25579	chr7	143153991	143154010	+	43.38	<>	4	20	742
25580	chr9	122729740	122729759	-	43.3	<>	4	20	742
25581	chr2	113494885	113494904	+	43.2	<>	4	20	742
25582	chr13	113877596	113877615	+	43.12	<>	4	20	742
25583	chr12	74013946	74013965	-	43.12	<>	4	20	742
25584	chr1	120586652	120586671	+	43.1	<>	4	20	742
25585	chr17	42603598	42603617	-	43.06	<>	4	20	742
25586	chr8	50293731	50293750	-	42.88	<>	4	20	742
25587	chr1	5905000	5905019	-	42.8	<>	4	20	742
25588	chr16	27468962	27468981	+	42.75	<>	4	20	742
25589	chr15	70921072	70921091	-	42.62	<>	4	20	742
25590	chr8	91797706	91797725	+	42.6	<>	4	20	742
25591	chr3	80079950	80079969	+	42.5	<>	4	20	742
25592	chr18	16211890	16211909	-	42.47	<>	4	20	742
25593	chr3	113080921	113080940	-	42.47	<>	4	20	742
25594	chr2	17415562	17415581	-	42.34	<>	4	20	742
25595	chr7	49121484	49121503	-	42.3	<>	4	20	742
25596	chr18	16211892	16211911	+	42.3	<>	4	20	742
25597	chr8	26184368	26184387	+	42.22	<>	4	20	742
25598	chr2	37815860	37815879	+	42.2	<>	4	20	742
25599	chr6	6005818	6005837	+	42.06	<>	4	20	742
25600	chr12	35192361	35192380	+	53.78	<>	3	20	767
25601	chr2	48886252	48886271	-	53.7	<>	3	20	767
25602	chr12	35192359	35192378	-	53.66	<>	3	20	767
25603	chr8	102781112	102781131	-	53.5	<>	3	20	767
25604	chr5	49961991	49962010	-	53.3	<>	3	20	767
25605	chr9	26776356	26776375	-	53.12	<>	3	20	767
25606	chr9	51152589	51152608	-	53.06	<>	3	20	767
25607	chr8	58566264	58566283	+	52.88	<>	3	20	767
25608	chr12	40837731	40837750	+	52.84	<>	3	20	767
25609	chr8	36523116	36523135	-	52.5	<>	3	20	767
25610	chr6	101261721	101261740	-	52.5	<>	3	20	767
25611	chr11	57467954	57467973	-	52.38	<>	3	20	767
25612	chr4	70621534	70621553	-	52.28	<>	3	20	767
25613	chr2	101905952	101905971	+	52.25	<>	3	20	767
25614	chr13	19698902	19698921	+	51.94	<>	3	20	767
25615	chr16	13117402	13117421	+	51.94	<>	3	20	767
25616	chr9	63136044	63136063	+	51.75	<>	3	20	767
25617	chr12	92303369	92303388	+	51.62	<>	3	20	767
25618	chr11	31949597	31949616	-	51.56	<>	3	20	767
25619	chr9	49494116	49494135	+	51.2	<>	3	20	767
25620	chr12	17554295	17554314	+	51.2	<>	3	20	767
25621	chr9	88222169	88222188	-	51.16	<>	3	20	767
25622	chr1	55404542	55404561	+	51.12	<>	3	20	767
25623	chr12	57825931	57825950	+	51.06	<>	3	20	767
25624	chr3	57843966	57843985	+	50.94	<>	3	20	767
25625	chr16	22564764	22564783	+	50.8	<>	3	20	767
25626	chr7	132213675	132213694	-	50.6	<>	3	20	767
25627	chr16	72215914	72215933	-	50.38	<>	3	20	767
25628	chr18	16217031	16217050	+	50.2	<>	3	20	767
25629	chr11	113165297	113165316	-	50.12	<>	3	20	767
25630	chr14	34810922	34810941	+	49.88	<>	3	20	767
25631	chr17	83271677	83271696	+	49.25	<>	3	20	767
25632	chr12	78056172	78056191	+	49.12	<>	3	20	767
25633	chr16	89765679	89765698	-	49.0	<>	3	20	767
25634	chr13	112264852	112264871	-	48.94	<>	3	20	767
25635	chr13	112264855	112264874	-	48.88	<>	3	20	767
25636	chr2	118638274	118638293	+	48.7	<>	3	20	767
25637	chr15	32766466	32766485	-	48.47	<>	3	20	767
25638	chr1	21411386	21411405	+	48.44	<>	3	20	767
25639	chr6	43686121	43686140	+	48.3	<>	3	20	767
25640	chr13	30260113	30260132	-	48.25	<>	3	20	767
25641	chr9	60245108	60245127	+	47.97	<>	3	20	767
25642	chr1	103799500	103799519	+	47.94	<>	3	20	767
25643	chr7	86211545	86211564	-	47.94	<>	3	20	767
25644	chr11	40149490	40149509	-	47.47	<>	3	20	767
25645	chr11	25862970	25862989	-	47.2	<>	3	20	767
25646	chr16	72218208	72218227	+	47.12	<>	3	20	767
25647	chr15	44836383	44836402	+	47.12	<>	3	20	767
25648	chr16	64748436	64748455	-	47.0	<>	3	20	767
25649	chr3	14679375	14679394	+	46.8	<>	3	20	767
25650	chr17	86906315	86906334	-	46.8	<>	3	20	767
25651	chr18	57976796	57976815	+	46.8	<>	3	20	767
25652	chr6	13281045	13281064	-	46.75	<>	3	20	767
25653	chr12	17554309	17554328	-	46.62	<>	3	20	767
25654	chr3	68056531	68056550	+	46.62	<>	3	20	767
25655	chr3	9711102	9711121	+	46.56	<>	3	20	767
25656	chr16	37109440	37109459	+	46.34	<>	3	20	767
25657	chr16	96671788	96671807	-	46.06	<>	3	20	767
25658	chr3	153655299	153655318	-	46.06	<>	3	20	767
25659	chr18	58481865	58481884	-	45.88	<>	3	20	767
25660	chr7	125393828	125393847	-	45.75	<>	3	20	767
25661	chr16	25349805	25349824	-	45.62	<>	3	20	767
25662	chr4	74231656	74231675	-	45.38	<>	3	20	767
25663	chr4	74231658	74231677	+	45.22	<>	3	20	767
25664	chr13	89543209	89543228	-	45.2	<>	3	20	767
25665	chr1	179477243	179477262	-	45.0	<>	3	20	767
25666	chr4	127368529	127368548	+	44.75	<>	3	20	767
25667	chr3	25220803	25220822	-	44.62	<>	3	20	767
25668	chr12	41487217	41487236	-	44.56	<>	3	20	767
25669	chr14	102510621	102510640	-	44.4	<>	3	20	767
25670	chr4	25180062	25180081	-	44.38	<>	3	20	767
25671	chr3	31146116	31146135	+	44.2	<>	3	20	767
25672	chr16	58299639	58299658	+	44.12	<>	3	20	767
25673	chr5	16309782	16309801	+	43.94	<>	3	20	767
25674	chr7	118102436	118102455	-	43.88	<>	3	20	767
25675	chr5	16309780	16309799	-	43.75	<>	3	20	767
25676	chr13	51830906	51830925	+	43.62	<>	3	20	767
25677	chr6	100882571	100882590	+	43.6	<>	3	20	767
25678	chr1	54381456	54381475	-	43.56	<>	3	20	767
25679	chr7	143153991	143154010	+	43.38	<>	3	20	767
25680	chr9	122729740	122729759	-	43.3	<>	3	20	767
25681	chr2	113494885	113494904	+	43.2	<>	3	20	767
25682	chr13	113877596	113877615	+	43.12	<>	3	20	767
25683	chr12	74013946	74013965	-	43.12	<>	3	20	767
25684	chr1	120586652	120586671	+	43.1	<>	3	20	767
25685	chr17	42603598	42603617	-	43.06	<>	3	20	767
25686	chr8	50293731	50293750	-	42.88	<>	3	20	767
25687	chr1	5905000	5905019	-	42.8	<>	3	20	767
25688	chr16	27468962	27468981	+	42.75	<>	3	20	767
25689	chr15	70921072	70921091	-	42.62	<>	3	20	767
25690	chr8	91797706	91797725	+	42.6	<>	3	20	767
25691	chr3	80079950	80079969	+	42.5	<>	3	20	767
25692	chr18	16211890	16211909	-	42.47	<>	3	20	767
25693	chr3	113080921	113080940	-	42.47	<>	3	20	767
25694	chr2	17415562	17415581	-	42.34	<>	3	20	767
25695	chr7	49121484	49121503	-	42.3	<>	3	20	767
25696	chr18	16211892	16211911	+	42.3	<>	3	20	767
25697	chr8	26184368	26184387	+	42.22	<>	3	20	767
25698	chr2	37815860	37815879	+	42.2	<>	3	20	767
25699	chr6	6005818	6005837	+	42.06	<>	3	20	767
25700	chr12	35192361	35192380	+	53.78	<>	4	20	767
25701	chr2	48886252	48886271	-	53.7	<>	4	20	767
25702	chr12	35192359	35192378	-	53.66	<>	4	20	767
25703	chr8	102781112	102781131	-	53.5	<>	4	20	767
25704	chr5	49961991	49962010	-	53.3	<>	4	20	767
25705	chr9	26776356	26776375	-	53.12	<>	4	20	767
25706	chr9	51152589	51152608	-	53.06	<>	4	20	767
25707	chr8	58566264	58566283	+	52.88	<>	4	20	767
25708	chr12	40837731	40837750	+	52.84	<>	4	20	767
25709	chr8	36523116	36523135	-	52.5	<>	4	20	767
25710	chr6	101261721	101261740	-	52.5	<>	4	20	767
25711	chr11	57467954	57467973	-	52.38	<>	4	20	767
25712	chr4	70621534	70621553	-	52.28	<>	4	20	767
25713	chr2	101905952	101905971	+	52.25	<>	4	20	767
25714	chr13	19698902	19698921	+	51.94	<>	4	20	767
25715	chr16	13117402	13117421	+	51.94	<>	4	20	767
25716	chr9	63136044	63136063	+	51.75	<>	4	20	767
25717	chr12	92303369	92303388	+	51.62	<>	4	20	767
25718	chr11	31949597	31949616	-	51.56	<>	4	20	767
25719	chr9	49494116	49494135	+	51.2	<>	4	20	767
25720	chr12	17554295	17554314	+	51.2	<>	4	20	767
25721	chr9	88222169	88222188	-	51.16	<>	4	20	767
25722	chr1	55404542	55404561	+	51.12	<>	4	20	767
25723	chr12	57825931	57825950	+	51.06	<>	4	20	767
25724	chr3	57843966	57843985	+	50.94	<>	4	20	767
25725	chr16	22564764	22564783	+	50.8	<>	4	20	767
25726	chr7	132213675	132213694	-	50.6	<>	4	20	767
25727	chr16	72215914	72215933	-	50.38	<>	4	20	767
25728	chr18	16217031	16217050	+	50.2	<>	4	20	767
25729	chr11	113165297	113165316	-	50.12	<>	4	20	767
25730	chr14	34810922	34810941	+	49.88	<>	4	20	767
25731	chr17	83271677	83271696	+	49.25	<>	4	20	767
25732	chr12	78056172	78056191	+	49.12	<>	4	20	767
25733	chr16	89765679	89765698	-	49.0	<>	4	20	767
25734	chr13	112264852	112264871	-	48.94	<>	4	20	767
25735	chr13	112264855	112264874	-	48.88	<>	4	20	767
25736	chr2	118638274	118638293	+	48.7	<>	4	20	767
25737	chr15	32766466	32766485	-	48.47	<>	4	20	767
25738	chr1	21411386	21411405	+	48.44	<>	4	20	767
25739	chr6	43686121	43686140	+	48.3	<>	4	20	767
25740	chr13	30260113	30260132	-	48.25	<>	4	20	767
25741	chr9	60245108	60245127	+	47.97	<>	4	20	767
25742	chr1	103799500	103799519	+	47.94	<>	4	20	767
25743	chr7	86211545	86211564	-	47.94	<>	4	20	767
25744	chr11	40149490	40149509	-	47.47	<>	4	20	767
25745	chr11	25862970	25862989	-	47.2	<>	4	20	767
25746	chr16	72218208	72218227	+	47.12	<>	4	20	767
25747	chr15	44836383	44836402	+	47.12	<>	4	20	767
25748	chr16	64748436	64748455	-	47.0	<>	4	20	767
25749	chr3	14679375	14679394	+	46.8	<>	4	20	767
25750	chr17	86906315	86906334	-	46.8	<>	4	20	767
25751	chr18	57976796	57976815	+	46.8	<>	4	20	767
25752	chr6	13281045	13281064	-	46.75	<>	4	20	767
25753	chr12	17554309	17554328	-	46.62	<>	4	20	767
25754	chr3	68056531	68056550	+	46.62	<>	4	20	767
25755	chr3	9711102	9711121	+	46.56	<>	4	20	767
25756	chr16	37109440	37109459	+	46.34	<>	4	20	767
25757	chr16	96671788	96671807	-	46.06	<>	4	20	767
25758	chr3	153655299	153655318	-	46.06	<>	4	20	767
25759	chr18	58481865	58481884	-	45.88	<>	4	20	767
25760	chr7	125393828	125393847	-	45.75	<>	4	20	767
25761	chr16	25349805	25349824	-	45.62	<>	4	20	767
25762	chr4	74231656	74231675	-	45.38	<>	4	20	767
25763	chr4	74231658	74231677	+	45.22	<>	4	20	767
