out_folder	locus_specification	shuffle_parameter	mutation_method	ctcf_selection_threshold	map_score_threshold	GC_content
data	chr2,137570304,138881024	8	random	8	6500	0.3922004699707031
data	chr2,137570304,138881024	8	random	12	5500	0.3922004699707031
data	chr2,137570304,138881024	8	random	12	6000	0.3922004699707031
data	chr2,137570304,138881024	8	random	12	6500	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	5	5500	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	5	6000	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	5	6500	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	8	5500	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	8	6000	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	8	6500	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	12	5500	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	12	6000	0.3922004699707031
data	chr2,137570304,138881024	8	permute_motif	12	6500	0.3922004699707031
data	chr2,27127808,28438528	2	permute_whole_seq	5	5500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	5	6000	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	5	6500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	8	5500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	8	6000	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	8	6500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	12	5500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	12	6000	0.5029197692871094
data	chr2,27127808,28438528	2	permute_whole_seq	12	6500	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	5	5500	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	5	6000	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	5	6500	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	8	5500	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	8	6000	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	8	6500	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	12	5500	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	12	6000	0.5029197692871094
data	chr2,27127808,28438528	2	mask_motif	12	6500	0.5029197692871094
data	chr2,27127808,28438528	2	random	5	5500	0.5029197692871094
data	chr2,27127808,28438528	2	random	5	6000	0.5029197692871094
data	chr2,27127808,28438528	2	random	5	6500	0.5029197692871094
data	chr2,27127808,28438528	2	random	8	5500	0.5029197692871094
data	chr2,27127808,28438528	2	random	8	6000	0.5029197692871094
data	chr2,27127808,28438528	2	random	8	6500	0.5029197692871094
data	chr2,27127808,28438528	2	random	12	5500	0.5029197692871094
data	chr2,27127808,28438528	2	random	12	6000	0.5029197692871094
data	chr2,27127808,28438528	2	random	12	6500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	5	5500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	5	6000	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	5	6500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	8	5500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	8	6000	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	8	6500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	12	5500	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	12	6000	0.5029197692871094
data	chr2,27127808,28438528	2	permute_motif	12	6500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	5	5500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	5	6000	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	5	6500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	8	5500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	8	6000	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	8	6500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	12	5500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	12	6000	0.5029197692871094
data	chr2,27127808,28438528	4	permute_whole_seq	12	6500	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	5	5500	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	5	6000	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	5	6500	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	8	5500	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	8	6000	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	8	6500	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	12	5500	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	12	6000	0.5029197692871094
data	chr2,27127808,28438528	4	mask_motif	12	6500	0.5029197692871094
data	chr2,27127808,28438528	4	random	5	5500	0.5029197692871094
data	chr2,27127808,28438528	4	random	5	6000	0.5029197692871094
data	chr2,27127808,28438528	4	random	5	6500	0.5029197692871094
data	chr2,27127808,28438528	4	random	8	5500	0.5029197692871094
data	chr2,27127808,28438528	4	random	8	6000	0.5029197692871094
data	chr2,27127808,28438528	4	random	8	6500	0.5029197692871094
data	chr2,27127808,28438528	4	random	12	5500	0.5029197692871094
data	chr2,27127808,28438528	4	random	12	6000	0.5029197692871094
data	chr2,27127808,28438528	4	random	12	6500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	5	5500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	5	6000	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	5	6500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	8	5500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	8	6000	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	8	6500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	12	5500	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	12	6000	0.5029197692871094
data	chr2,27127808,28438528	4	permute_motif	12	6500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	5	5500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	5	6000	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	5	6500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	8	5500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	8	6000	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	8	6500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	12	5500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	12	6000	0.5029197692871094
data	chr2,27127808,28438528	8	permute_whole_seq	12	6500	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	5	5500	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	5	6000	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	5	6500	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	8	5500	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	8	6000	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	8	6500	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	12	5500	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	12	6000	0.5029197692871094
data	chr2,27127808,28438528	8	mask_motif	12	6500	0.5029197692871094
data	chr2,27127808,28438528	8	random	5	5500	0.5029197692871094
data	chr2,27127808,28438528	8	random	5	6000	0.5029197692871094
data	chr2,27127808,28438528	8	random	5	6500	0.5029197692871094
data	chr2,27127808,28438528	8	random	8	5500	0.5029197692871094
data	chr2,27127808,28438528	8	random	8	6000	0.5029197692871094
data	chr2,27127808,28438528	8	random	8	6500	0.5029197692871094
data	chr2,27127808,28438528	8	random	12	5500	0.5029197692871094
data	chr2,27127808,28438528	8	random	12	6000	0.5029197692871094
data	chr2,27127808,28438528	8	random	12	6500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	5	5500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	5	6000	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	5	6500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	8	5500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	8	6000	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	8	6500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	12	5500	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	12	6000	0.5029197692871094
data	chr2,27127808,28438528	8	permute_motif	12	6500	0.5029197692871094
data	chr1,10864640,12175360	2	permute_whole_seq	5	5500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	5	6000	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	5	6500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	8	5500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	8	6000	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	8	6500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	12	5500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	12	6000	0.3897972106933594
data	chr1,10864640,12175360	2	permute_whole_seq	12	6500	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	5	5500	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	5	6000	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	5	6500	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	8	5500	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	8	6000	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	8	6500	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	12	5500	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	12	6000	0.3897972106933594
data	chr1,10864640,12175360	2	mask_motif	12	6500	0.3897972106933594
data	chr1,10864640,12175360	2	random	5	5500	0.3897972106933594
data	chr1,10864640,12175360	2	random	5	6000	0.3897972106933594
data	chr1,10864640,12175360	2	random	5	6500	0.3897972106933594
data	chr1,10864640,12175360	2	random	8	5500	0.3897972106933594
data	chr1,10864640,12175360	2	random	8	6000	0.3897972106933594
data	chr1,10864640,12175360	2	random	8	6500	0.3897972106933594
data	chr1,10864640,12175360	2	random	12	5500	0.3897972106933594
data	chr1,10864640,12175360	2	random	12	6000	0.3897972106933594
data	chr1,10864640,12175360	2	random	12	6500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	5	5500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	5	6000	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	5	6500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	8	5500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	8	6000	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	8	6500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	12	5500	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	12	6000	0.3897972106933594
data	chr1,10864640,12175360	2	permute_motif	12	6500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	5	5500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	5	6000	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	5	6500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	8	5500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	8	6000	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	8	6500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	12	5500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	12	6000	0.3897972106933594
data	chr1,10864640,12175360	4	permute_whole_seq	12	6500	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	5	5500	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	5	6000	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	5	6500	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	8	5500	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	8	6000	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	8	6500	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	12	5500	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	12	6000	0.3897972106933594
data	chr1,10864640,12175360	4	mask_motif	12	6500	0.3897972106933594
data	chr1,10864640,12175360	4	random	5	5500	0.3897972106933594
data	chr1,10864640,12175360	4	random	5	6000	0.3897972106933594
data	chr1,10864640,12175360	4	random	5	6500	0.3897972106933594
data	chr1,10864640,12175360	4	random	8	5500	0.3897972106933594
data	chr1,10864640,12175360	4	random	8	6000	0.3897972106933594
data	chr1,10864640,12175360	4	random	8	6500	0.3897972106933594
data	chr1,10864640,12175360	4	random	12	5500	0.3897972106933594
data	chr1,10864640,12175360	4	random	12	6000	0.3897972106933594
data	chr1,10864640,12175360	4	random	12	6500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	5	5500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	5	6000	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	5	6500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	8	5500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	8	6000	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	8	6500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	12	5500	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	12	6000	0.3897972106933594
data	chr1,10864640,12175360	4	permute_motif	12	6500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	5	5500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	5	6000	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	5	6500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	8	5500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	8	6000	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	8	6500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	12	5500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	12	6000	0.3897972106933594
data	chr1,10864640,12175360	8	permute_whole_seq	12	6500	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	5	5500	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	5	6000	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	5	6500	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	8	5500	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	8	6000	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	8	6500	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	12	5500	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	12	6000	0.3897972106933594
data	chr1,10864640,12175360	8	mask_motif	12	6500	0.3897972106933594
data	chr1,10864640,12175360	8	random	5	5500	0.3897972106933594
data	chr1,10864640,12175360	8	random	5	6000	0.3897972106933594
data	chr1,10864640,12175360	8	random	5	6500	0.3897972106933594
data	chr1,10864640,12175360	8	random	8	5500	0.3897972106933594
data	chr1,10864640,12175360	8	random	8	6000	0.3897972106933594
data	chr1,10864640,12175360	8	random	8	6500	0.3897972106933594
data	chr1,10864640,12175360	8	random	12	5500	0.3897972106933594
data	chr1,10864640,12175360	8	random	12	6000	0.3897972106933594
data	chr1,10864640,12175360	8	random	12	6500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	5	5500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	5	6000	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	5	6500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	8	5500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	8	6000	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	8	6500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	12	5500	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	12	6000	0.3897972106933594
data	chr1,10864640,12175360	8	permute_motif	12	6500	0.3897972106933594
data	chr1,166563840,167874560	2	permute_whole_seq	5	5500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	5	6000	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	5	6500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	8	5500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	8	6000	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	8	6500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	12	5500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	12	6000	0.4422368541520432
data	chr1,166563840,167874560	2	permute_whole_seq	12	6500	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	5	5500	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	5	6000	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	5	6500	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	8	5500	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	8	6000	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	8	6500	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	12	5500	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	12	6000	0.4422368541520432
data	chr1,166563840,167874560	2	mask_motif	12	6500	0.4422368541520432
data	chr1,166563840,167874560	2	random	5	5500	0.4422368541520432
data	chr1,166563840,167874560	2	random	5	6000	0.4422368541520432
data	chr1,166563840,167874560	2	random	5	6500	0.4422368541520432
data	chr1,166563840,167874560	2	random	8	5500	0.4422368541520432
data	chr1,166563840,167874560	2	random	8	6000	0.4422368541520432
data	chr1,166563840,167874560	2	random	8	6500	0.4422368541520432
data	chr1,166563840,167874560	2	random	12	5500	0.4422368541520432
data	chr1,166563840,167874560	2	random	12	6000	0.4422368541520432
data	chr1,166563840,167874560	2	random	12	6500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	5	5500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	5	6000	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	5	6500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	8	5500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	8	6000	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	8	6500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	12	5500	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	12	6000	0.4422368541520432
data	chr1,166563840,167874560	2	permute_motif	12	6500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	5	5500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	5	6000	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	5	6500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	8	5500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	8	6000	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	8	6500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	12	5500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	12	6000	0.4422368541520432
data	chr1,166563840,167874560	4	permute_whole_seq	12	6500	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	5	5500	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	5	6000	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	5	6500	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	8	5500	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	8	6000	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	8	6500	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	12	5500	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	12	6000	0.4422368541520432
data	chr1,166563840,167874560	4	mask_motif	12	6500	0.4422368541520432
data	chr1,166563840,167874560	4	random	5	5500	0.4422368541520432
data	chr1,166563840,167874560	4	random	5	6000	0.4422368541520432
data	chr1,166563840,167874560	4	random	5	6500	0.4422368541520432
data	chr1,166563840,167874560	4	random	8	5500	0.4422368541520432
data	chr1,166563840,167874560	4	random	8	6000	0.4422368541520432
data	chr1,166563840,167874560	4	random	8	6500	0.4422368541520432
data	chr1,166563840,167874560	4	random	12	5500	0.4422368541520432
data	chr1,166563840,167874560	4	random	12	6000	0.4422368541520432
data	chr1,166563840,167874560	4	random	12	6500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	5	5500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	5	6000	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	5	6500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	8	5500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	8	6000	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	8	6500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	12	5500	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	12	6000	0.4422368541520432
data	chr1,166563840,167874560	4	permute_motif	12	6500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	5	5500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	5	6000	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	5	6500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	8	5500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	8	6000	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	8	6500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	12	5500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	12	6000	0.4422368541520432
data	chr1,166563840,167874560	8	permute_whole_seq	12	6500	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	5	5500	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	5	6000	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	5	6500	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	8	5500	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	8	6000	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	8	6500	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	12	5500	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	12	6000	0.4422368541520432
data	chr1,166563840,167874560	8	mask_motif	12	6500	0.4422368541520432
data	chr1,166563840,167874560	8	random	5	5500	0.4422368541520432
data	chr1,166563840,167874560	8	random	5	6000	0.4422368541520432
data	chr1,166563840,167874560	8	random	5	6500	0.4422368541520432
data	chr1,166563840,167874560	8	random	8	5500	0.4422368541520432
data	chr1,166563840,167874560	8	random	8	6000	0.4422368541520432
data	chr1,166563840,167874560	8	random	8	6500	0.4422368541520432
data	chr1,166563840,167874560	8	random	12	5500	0.4422368541520432
data	chr1,166563840,167874560	8	random	12	6000	0.4422368541520432
data	chr1,166563840,167874560	8	random	12	6500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	5	5500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	5	6000	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	5	6500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	8	5500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	8	6000	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	8	6500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	12	5500	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	12	6000	0.4422368541520432
data	chr1,166563840,167874560	8	permute_motif	12	6500	0.4422368541520432
data	chr1,126789632,128100352	2	permute_whole_seq	5	5500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	5	6000	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	5	6500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	8	5500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	8	6000	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	8	6500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	12	5500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	12	6000	0.4375938415527344
data	chr1,126789632,128100352	2	permute_whole_seq	12	6500	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	5	5500	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	5	6000	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	5	6500	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	8	5500	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	8	6000	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	8	6500	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	12	5500	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	12	6000	0.4375938415527344
data	chr1,126789632,128100352	2	mask_motif	12	6500	0.4375938415527344
data	chr1,126789632,128100352	2	random	5	5500	0.4375938415527344
data	chr1,126789632,128100352	2	random	5	6000	0.4375938415527344
data	chr1,126789632,128100352	2	random	5	6500	0.4375938415527344
data	chr1,126789632,128100352	2	random	8	5500	0.4375938415527344
data	chr1,126789632,128100352	2	random	8	6000	0.4375938415527344
data	chr1,126789632,128100352	2	random	8	6500	0.4375938415527344
data	chr1,126789632,128100352	2	random	12	5500	0.4375938415527344
data	chr1,126789632,128100352	2	random	12	6000	0.4375938415527344
data	chr1,126789632,128100352	2	random	12	6500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	5	5500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	5	6000	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	5	6500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	8	5500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	8	6000	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	8	6500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	12	5500	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	12	6000	0.4375938415527344
data	chr1,126789632,128100352	2	permute_motif	12	6500	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	5	5500	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	5	6000	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	5	6500	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	8	5500	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	8	6000	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	8	6500	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	12	5500	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	12	6000	0.4375938415527344
data	chr1,126789632,128100352	4	permute_whole_seq	12	6500	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	5	5500	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	5	6000	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	5	6500	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	8	5500	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	8	6000	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	8	6500	0.4375938415527344
data	chr1,126789632,128100352	4	mask_motif	12	5500	0.4375938415527344
