background_seqs	enhancer_offset	ctcf_offset_2	ctcf_offset_1	enhancer_flank_bp	ctcf_flank_bp_2	ctcf_flank_bp_1	enhancer_locus_specification	ctcf_locus_specification_2	ctcf_locus_specification_1	locus_orientation	gene_locus_specification	gene_flank_bp	gene_offset	gene_symbol	promoter_num_of_motifs	insert_loci	insert_flank_bp	insert_offsets
0				0	0	0				>	chr10,22138585,22158585,+	0	50000	ENSMUSG00000075297.10	7	None$None$chr10,22138585,22158585,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,22286701,22306701,+	0	50000	ENSMUSG00000097352.7	3	None$None$chr10,22286701,22306701,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,22323438,22343438,+	0	50000	ENSMUSG00000097245.1	7	None$None$chr10,22323438,22343438,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,22340551,22360551,+	0	50000	ENSMUSG00000078452.10	9	None$None$chr10,22340551,22360551,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,22731448,22751448,-	0	50000	ENSMUSG00000071359.13	12	None$None$chr10,22731448,22751448,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,22771318,22791318,+	0	50000	ENSMUSG00000112727.1	13	None$None$chr10,22771318,22791318,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,23786803,23806803,-	0	50000	ENSMUSG00000061983.7	4	None$None$chr10,23786803,23806803,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,23776985,23796985,+	0	50000	ENSMUSG00000037455.16	8	None$None$chr10,23776985,23796985,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,23874687,23894687,+	0	50000	ENSMUSG00000037440.8	6	None$None$chr10,23874687,23894687,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,24129301,24149301,+	0	50000	ENSMUSG00000019998.6	2	None$None$chr10,24129301,24149301,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,24203516,24223516,+	0	50000	ENSMUSG00000020000.7	7	None$None$chr10,24203516,24223516,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,24550341,24570341,-	0	50000	ENSMUSG00000087400.8	4	None$None$chr10,24550341,24570341,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,24575441,24595441,+	0	50000	ENSMUSG00000019997.11	5	None$None$chr10,24575441,24595441,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,24836226,24856226,-	0	50000	ENSMUSG00000019989.8	6	None$None$chr10,24836226,24856226,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,24849985,24869985,+	0	50000	ENSMUSG00000019984.16	6	None$None$chr10,24849985,24869985,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,25200159,25220159,-	0	50000	ENSMUSG00000039166.16	13	None$None$chr10,25200159,25220159,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,25339797,25359797,+	0	50000	ENSMUSG00000019978.16	6	None$None$chr10,25339797,25359797,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,26078651,26098651,-	0	50000	ENSMUSG00000049420.9	7	None$None$chr10,26078651,26098651,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,26087788,26107788,+	0	50000	ENSMUSG00000112808.1	4	None$None$chr10,26087788,26107788,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,26373957,26393957,-	0	50000	ENSMUSG00000039089.15	4	None$None$chr10,26373957,26393957,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,26733420,26753420,+	0	50000	ENSMUSG00000039031.16	8	None$None$chr10,26733420,26753420,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,26988515,27008515,-	0	50000	ENSMUSG00000019899.17	6	None$None$chr10,26988515,27008515,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,27809625,27829625,-	0	50000	ENSMUSG00000112206.1	0	None$None$chr10,27809625,27829625,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,27916363,27936363,+	0	50000	ENSMUSG00000064208.6	5	None$None$chr10,27916363,27936363,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,28054819,28074819,+	0	50000	ENSMUSG00000019889.10	4	None$None$chr10,28054819,28074819,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29010127,29030127,+	0	50000	ENSMUSG00000095478.2	3	None$None$chr10,29010127,29030127,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29123838,29143838,+	0	50000	ENSMUSG00000038916.7	2	None$None$chr10,29123838,29143838,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29191605,29211605,+	0	50000	ENSMUSG00000004360.9	9	None$None$chr10,29191605,29211605,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29293165,29313165,+	0	50000	ENSMUSG00000019883.11	2	None$None$chr10,29293165,29313165,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29362443,29382443,-	0	50000	ENSMUSG00000038876.12	3	None$None$chr10,29362443,29382443,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29353894,29373894,-	0	50000	ENSMUSG00000111496.1	5	None$None$chr10,29353894,29373894,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29699381,29719381,-	0	50000	ENSMUSG00000069682.6	2	None$None$chr10,29699381,29719381,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,29990950,30010950,+	0	50000	ENSMUSG00000111554.1	4	None$None$chr10,29990950,30010950,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30085335,30105335,-	0	50000	ENSMUSG00000111001.1	6	None$None$chr10,30085335,30105335,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30200493,30220493,-	0	50000	ENSMUSG00000075266.5	5	None$None$chr10,30200493,30220493,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30600750,30620750,-	0	50000	ENSMUSG00000019792.8	8	None$None$chr10,30600750,30620750,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30606635,30626635,-	0	50000	ENSMUSG00000111080.1	9	None$None$chr10,30606635,30626635,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30618480,30638480,-	0	50000	ENSMUSG00000019791.12	8	None$None$chr10,30618480,30638480,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30655792,30675792,-	0	50000	ENSMUSG00000039697.16	4	None$None$chr10,30655792,30675792,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30782272,30802272,-	0	50000	ENSMUSG00000110744.1	5	None$None$chr10,30782272,30802272,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,30842802,30862802,-	0	50000	ENSMUSG00000019789.9	5	None$None$chr10,30842802,30862802,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,31228022,31248022,+	0	50000	ENSMUSG00000039684.9	8	None$None$chr10,31228022,31248022,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,31293382,31313382,+	0	50000	ENSMUSG00000000295.13	3	None$None$chr10,31293382,31313382,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,31301417,31321417,+	0	50000	ENSMUSG00000111664.1	3	None$None$chr10,31301417,31321417,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,31445959,31465959,-	0	50000	ENSMUSG00000000296.8	13	None$None$chr10,31445959,31465959,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,31414166,31434166,-	0	50000	ENSMUSG00000110960.1	4	None$None$chr10,31414166,31434166,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,31609185,31629185,-	0	50000	ENSMUSG00000063760.9	5	None$None$chr10,31609185,31629185,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33327776,33347776,-	0	50000	ENSMUSG00000112855.1	1	None$None$chr10,33327776,33347776,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33624770,33644770,-	0	50000	ENSMUSG00000019785.14	2	None$None$chr10,33624770,33644770,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33809499,33829499,-	0	50000	ENSMUSG00000071343.2	2	None$None$chr10,33809499,33829499,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33885110,33905110,+	0	50000	ENSMUSG00000039552.14	5	None$None$chr10,33885110,33905110,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33951260,33971260,-	0	50000	ENSMUSG00000039531.8	6	None$None$chr10,33951260,33971260,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33995056,34015056,-	0	50000	ENSMUSG00000112280.1	3	None$None$chr10,33995056,34015056,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34019625,34039625,-	0	50000	ENSMUSG00000019782.10	9	None$None$chr10,34019625,34039625,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,33998814,34018814,+	0	50000	ENSMUSG00000111905.1	3	None$None$chr10,33998814,34018814,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34096520,34116520,-	0	50000	ENSMUSG00000049872.8	6	None$None$chr10,34096520,34116520,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34127985,34147985,-	0	50000	ENSMUSG00000046031.7	5	None$None$chr10,34127985,34147985,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34207716,34227716,-	0	50000	ENSMUSG00000039497.8	6	None$None$chr10,34207716,34227716,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34179929,34199929,-	0	50000	ENSMUSG00000111361.1	7	None$None$chr10,34179929,34199929,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34233532,34253532,-	0	50000	ENSMUSG00000111149.1	6	None$None$chr10,34233532,34253532,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34262189,34282189,+	0	50000	ENSMUSG00000047514.6	5	None$None$chr10,34262189,34282189,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34313684,34333684,-	0	50000	ENSMUSG00000039480.14	7	None$None$chr10,34313684,34333684,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34277441,34297441,+	0	50000	ENSMUSG00000039485.8	9	None$None$chr10,34277441,34297441,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,34463398,34483398,+	0	50000	ENSMUSG00000019779.15	9	None$None$chr10,34463398,34483398,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,35711893,35731893,-	0	50000	ENSMUSG00000063953.3	5	None$None$chr10,35711893,35731893,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,36954543,36974543,+	0	50000	ENSMUSG00000019777.16	7	None$None$chr10,36954543,36974543,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,37138921,37158921,-	0	50000	ENSMUSG00000069662.5	2	None$None$chr10,37138921,37158921,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,37119401,37139401,+	0	50000	ENSMUSG00000046463.5	4	None$None$chr10,37119401,37139401,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,38945514,38965514,+	0	50000	ENSMUSG00000019846.11	1	None$None$chr10,38945514,38965514,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39133907,39153907,-	0	50000	ENSMUSG00000051736.8	2	None$None$chr10,39133907,39153907,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39113975,39133975,+	0	50000	ENSMUSG00000019845.8	8	None$None$chr10,39113975,39133975,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39178537,39198537,+	0	50000	ENSMUSG00000111877.1	7	None$None$chr10,39178537,39198537,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39348854,39368854,+	0	50000	ENSMUSG00000019843.14	4	None$None$chr10,39348854,39368854,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39592933,39612933,+	0	50000	ENSMUSG00000019842.6	6	None$None$chr10,39592933,39612933,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39732008,39752008,-	0	50000	ENSMUSG00000087177.7	6	None$None$chr10,39732008,39752008,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39712117,39732117,+	0	50000	ENSMUSG00000019841.15	6	None$None$chr10,39712117,39732117,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39752869,39772869,-	0	50000	ENSMUSG00000081608.1	11	None$None$chr10,39752869,39772869,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39899216,39919216,-	0	50000	ENSMUSG00000096687.8	6	None$None$chr10,39899216,39919216,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,39991865,40011865,+	0	50000	ENSMUSG00000096171.1	9	None$None$chr10,39991865,40011865,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40142255,40162255,-	0	50000	ENSMUSG00000019838.11	4	None$None$chr10,40142255,40162255,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40247003,40267003,-	0	50000	ENSMUSG00000038510.12	18	None$None$chr10,40247003,40267003,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40257672,40277672,-	0	50000	ENSMUSG00000019837.8	19	None$None$chr10,40257672,40277672,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40302187,40322187,-	0	50000	ENSMUSG00000075232.6	12	None$None$chr10,40302187,40322187,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40319563,40339563,+	0	50000	ENSMUSG00000038481.13	12	None$None$chr10,40319563,40339563,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40883312,40903312,-	0	50000	ENSMUSG00000038446.8	4	None$None$chr10,40883312,40903312,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,40863474,40883474,+	0	50000	ENSMUSG00000019831.14	5	None$None$chr10,40863474,40883474,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41303261,41323261,-	0	50000	ENSMUSG00000038417.4	9	None$None$chr10,41303261,41323261,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41196044,41216044,+	0	50000	ENSMUSG00000093933.1	7	None$None$chr10,41196044,41216044,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41283979,41303979,+	0	50000	ENSMUSG00000091415.5	16	None$None$chr10,41283979,41303979,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41408278,41428278,-	0	50000	ENSMUSG00000098818.1	7	None$None$chr10,41408278,41428278,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41430382,41450382,+	0	50000	ENSMUSG00000019826.11	13	None$None$chr10,41430382,41450382,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41456313,41476313,+	0	50000	ENSMUSG00000019823.17	5	None$None$chr10,41456313,41476313,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41490331,41510331,-	0	50000	ENSMUSG00000019822.12	12	None$None$chr10,41490331,41510331,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41470438,41490438,+	0	50000	ENSMUSG00000078451.5	12	None$None$chr10,41470438,41490438,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41499413,41519413,+	0	50000	ENSMUSG00000019818.15	14	None$None$chr10,41499413,41519413,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41552850,41572850,-	0	50000	ENSMUSG00000075225.14	10	None$None$chr10,41552850,41572850,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41745932,41765932,-	0	50000	ENSMUSG00000019813.16	6	None$None$chr10,41745932,41765932,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41726720,41746720,+	0	50000	ENSMUSG00000102114.2	11	None$None$chr10,41726720,41746720,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,41789934,41809934,+	0	50000	ENSMUSG00000038332.13	6	None$None$chr10,41789934,41809934,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42018437,42038437,-	0	50000	ENSMUSG00000071324.11	12	None$None$chr10,42018437,42038437,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42055307,42075307,-	0	50000	ENSMUSG00000085666.3	10	None$None$chr10,42055307,42075307,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42276753,42296753,-	0	50000	ENSMUSG00000048756.11	13	None$None$chr10,42276753,42296753,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42478281,42498281,-	0	50000	ENSMUSG00000038302.14	12	None$None$chr10,42478281,42498281,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42415888,42435888,+	0	50000	ENSMUSG00000083429.2	12	None$None$chr10,42415888,42435888,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42482029,42502029,+	0	50000	ENSMUSG00000019804.12	9	None$None$chr10,42482029,42502029,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42563821,42583821,+	0	50000	ENSMUSG00000038280.12	11	None$None$chr10,42563821,42583821,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42741495,42761495,+	0	50000	ENSMUSG00000019802.13	8	None$None$chr10,42741495,42761495,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,42840369,42860369,+	0	50000	ENSMUSG00000044770.14	10	None$None$chr10,42840369,42860369,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43174531,43194531,-	0	50000	ENSMUSG00000038248.8	4	None$None$chr10,43174531,43194531,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43201485,43221485,+	0	50000	ENSMUSG00000038240.13	3	None$None$chr10,43201485,43221485,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43456502,43476502,-	0	50000	ENSMUSG00000094955.2	12	None$None$chr10,43456502,43476502,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43458830,43478830,+	0	50000	ENSMUSG00000038214.15	14	None$None$chr10,43458830,43478830,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43504083,43524083,+	0	50000	ENSMUSG00000045886.7	11	None$None$chr10,43504083,43524083,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43540969,43560969,-	0	50000	ENSMUSG00000019797.11	19	None$None$chr10,43540969,43560969,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43558283,43578283,+	0	50000	ENSMUSG00000047139.9	16	None$None$chr10,43558283,43578283,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43901746,43921746,-	0	50000	ENSMUSG00000019863.7	9	None$None$chr10,43901746,43921746,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,43881806,43901806,+	0	50000	ENSMUSG00000019864.14	4	None$None$chr10,43881806,43901806,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,44148854,44168854,-	0	50000	ENSMUSG00000019866.15	10	None$None$chr10,44148854,44168854,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,44248357,44268357,+	0	50000	ENSMUSG00000038160.7	8	None$None$chr10,44248357,44268357,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,44458749,44478749,-	0	50000	ENSMUSG00000038151.13	6	None$None$chr10,44458749,44478749,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,45047202,45067202,+	0	50000	ENSMUSG00000019849.11	9	None$None$chr10,45047202,45067202,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,45158097,45178097,+	0	50000	ENSMUSG00000019848.14	10	None$None$chr10,45158097,45178097,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,45315771,45335771,+	0	50000	ENSMUSG00000071317.4	6	None$None$chr10,45315771,45335771,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,45470202,45490202,-	0	50000	ENSMUSG00000063804.8	6	None$None$chr10,45470202,45490202,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,45557828,45577828,+	0	50000	ENSMUSG00000038822.15	6	None$None$chr10,45557828,45577828,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,45855290,45875290,+	0	50000	ENSMUSG00000110841.1	0	None$None$chr10,45855290,45875290,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,48681858,48701858,-	0	50000	ENSMUSG00000111436.1	1	None$None$chr10,48681858,48701858,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,50572668,50592668,+	0	50000	ENSMUSG00000038774.9	3	None$None$chr10,50572668,50592668,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,51218828,51238828,+	0	50000	ENSMUSG00000111880.1	0	None$None$chr10,51218828,51238828,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,52213618,52233618,+	0	50000	ENSMUSG00000019891.15	6	None$None$chr10,52213618,52233618,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,52349129,52369129,-	0	50000	ENSMUSG00000019861.15	7	None$None$chr10,52349129,52369129,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,52343658,52363658,-	0	50000	ENSMUSG00000112550.1	8	None$None$chr10,52343658,52363658,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,52385094,52405094,-	0	50000	ENSMUSG00000089800.1	7	None$None$chr10,52385094,52405094,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,52397546,52417546,+	0	50000	ENSMUSG00000023068.16	6	None$None$chr10,52397546,52417546,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,53379948,53399948,-	0	50000	ENSMUSG00000038594.9	4	None$None$chr10,53379948,53399948,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,53300143,53320143,-	0	50000	ENSMUSG00000112239.1	6	None$None$chr10,53300143,53320143,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,53630440,53650440,-	0	50000	ENSMUSG00000058298.10	4	None$None$chr10,53630440,53650440,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,53576756,53596756,+	0	50000	ENSMUSG00000019857.7	2	None$None$chr10,53576756,53596756,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,53594368,53614368,+	0	50000	ENSMUSG00000112332.1	4	None$None$chr10,53594368,53614368,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,53751124,53771124,-	0	50000	ENSMUSG00000019856.14	3	None$None$chr10,53751124,53771124,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,54075797,54095797,-	0	50000	ENSMUSG00000003746.16	2	None$None$chr10,54075797,54095797,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,55104361,55124361,+	0	50000	ENSMUSG00000112755.1	2	None$None$chr10,55104361,55124361,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,56228690,56248690,-	0	50000	ENSMUSG00000038122.9	4	None$None$chr10,56228690,56248690,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,56086916,56106916,+	0	50000	ENSMUSG00000047669.8	4	None$None$chr10,56086916,56106916,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,56355075,56375075,-	0	50000	ENSMUSG00000071303.4	10	None$None$chr10,56355075,56375075,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,56357329,56377329,+	0	50000	ENSMUSG00000050953.10	11	None$None$chr10,56357329,56377329,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,56477340,56497340,+	0	50000	ENSMUSG00000112825.1	5	None$None$chr10,56477340,56497340,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,57466384,57486384,+	0	50000	ENSMUSG00000019878.8	4	None$None$chr10,57466384,57486384,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,57532531,57552531,-	0	50000	ENSMUSG00000019877.10	3	None$None$chr10,57532531,57552531,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58235496,58255496,+	0	50000	ENSMUSG00000038039.13	8	None$None$chr10,58235496,58255496,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58303465,58323465,+	0	50000	ENSMUSG00000019920.18	13	None$None$chr10,58303465,58323465,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58426919,58446919,+	0	50000	ENSMUSG00000003226.7	9	None$None$chr10,58426919,58446919,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58477947,58497947,+	0	50000	ENSMUSG00000038010.9	5	None$None$chr10,58477947,58497947,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58535266,58555266,+	0	50000	ENSMUSG00000112670.1	7	None$None$chr10,58535266,58555266,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58737269,58757269,+	0	50000	ENSMUSG00000112424.1	8	None$None$chr10,58737269,58757269,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,58793358,58813358,+	0	50000	ENSMUSG00000037990.18	8	None$None$chr10,58793358,58813358,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59221848,59241848,-	0	50000	ENSMUSG00000019917.10	10	None$None$chr10,59221848,59241848,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59201952,59221952,+	0	50000	ENSMUSG00000098188.1	4	None$None$chr10,59201952,59221952,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59303295,59323295,+	0	50000	ENSMUSG00000019916.14	7	None$None$chr10,59303295,59323295,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59616693,59636693,-	0	50000	ENSMUSG00000009647.13	3	None$None$chr10,59616693,59636693,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59682476,59702476,+	0	50000	ENSMUSG00000020111.15	6	None$None$chr10,59682476,59702476,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59786556,59806556,+	0	50000	ENSMUSG00000091941.1	11	None$None$chr10,59786556,59806556,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59871683,59891683,-	0	50000	ENSMUSG00000112673.1	19	None$None$chr10,59871683,59891683,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59859555,59879555,+	0	50000	ENSMUSG00000020109.13	14	None$None$chr10,59859555,59879555,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59951835,59971835,-	0	50000	ENSMUSG00000020108.4	10	None$None$chr10,59951835,59971835,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,60003136,60023136,-	0	50000	ENSMUSG00000020107.10	16	None$None$chr10,60003136,60023136,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,59982804,60002804,+	0	50000	ENSMUSG00000044475.14	7	None$None$chr10,59982804,60002804,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr10,60086218,60106218,+	0	50000	ENSMUSG00000058297.16	7	None$None$chr10,60086218,60106218,+$None	0$0$0$0	None$None$50000$None
