# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2
chrY:25401000-25401200	-0.630678	-0.201782
chr13:19188500-19188700	1.184133	0.253215
chr4:1609800-1610000	0.276727	0.633894
chrX:147271200-147271400	-0.508363	0.654868
chr10:31611600-31611800	-0.630678	1.764375
chr10:117367300-117367500	0.399042	-0.333555
chr7:149273500-149273700	1.184133	0.819492
chr6:22664600-22664800	0.085197	-1.739538
chr8:8631700-8631900	2.336167	1.206025
chr9:28302500-28302700	0.154413	0.376122
chr7:16582200-16582400	0.399042	1.020427
chr3:128693100-128693300	1.184133	1.737611
chr9:112637800-112638000	1.673392	-0.564699
chrX:12374300-12374500	0.521357	2.258339
chr9:17075300-17075500	1.306447	-0.325940
chrY:3047000-3047200	0.276727	1.495759
chr4:92173100-92173300	-0.752993	0.713019
chr7:24812400-24812600	0.399042	-0.014233
chr1:5334300-5334500	-2.690118	-1.061657
chr2:31890700-31890900	-0.943180	-0.273465
chr11:131678600-131678800	-1.538083	-0.387407
chr16:27526600-27526800	1.306447	0.432648
chr6:793200-793400	1.184133	-0.819064
chr7:67414600-67414800	1.306447	-0.643988
chr7:6379700-6379900	1.306447	1.532080
chr7:6439700-6439900	-0.630678	-0.643988
chr9:81948000-81948200	1.551077	0.018991
chr11:6499300-6499500	-1.415768	-1.205388
chr19:9501700-9501900	-0.630678	-1.819330
chr6:3903300-3903500	-0.804559	-0.194296
chr18:69507000-69507200	0.154413	1.008649
chr20:9959800-9960000	-1.538083	1.381095
chr6:82371600-82371800	1.428762	-0.298245
chr2:226593200-226593400	-0.630678	-1.972034
chr8:117990900-117991100	-1.081801	-0.072977
chr20:53888000-53888200	0.085197	1.352766
chr17:41292300-41292500	1.428762	-0.088721
chr4:32092600-32092800	-0.508363	-0.201782
chr18:67893400-67893600	-0.875307	-1.559473
chr7:151177300-151177500	1.184133	-0.758334
chr4:7864800-7865000	-0.752993	1.071608
chr12:5611200-5611400	0.399042	0.635918
chr16:17442400-17442600	-1.415768	0.218551
chr4:77282000-77282200	-1.660398	0.541435
chr12:40681100-40681300	0.399042	-0.950760
chr1:90124800-90125000	0.276727	1.080369
chr20:16405000-16405200	-1.660398	-0.838165
chr2:216462900-216463100	-0.508363	0.111417
chr12:24306000-24306200	-0.752993	0.323200
chr19:13304400-13304600	1.306447	0.735008
chr13:32986100-32986300	1.184133	-0.190997
chr13:51282400-51282600	-0.508363	-0.851310
chr15:81075900-81076100	-0.630678	0.262967
chr8:10755500-10755700	0.399042	0.282295
chr14_GL000225v1_random:21500-21700	-1.660398	-1.394798
chrY:14769300-14769500	-0.752993	2.640600
chr2:42343900-42344100	0.276727	-0.846912
chrX:39692900-39693100	-0.386048	0.122284
chr17:31481600-31481800	-0.630678	1.660570
chr1:175031100-175031300	-0.508363	-1.462635
chr12:122010500-122010700	-0.752993	1.277325
chr1:19465700-19465900	-1.415768	0.091692
chr2:51875000-51875200	-0.752993	1.332334
chr5:32472500-32472700	0.521357	-0.384860
chr7:107451500-107451700	-0.508363	-1.144088
chr10:76935100-76935300	0.154413	-0.085800
chr11:122744300-122744500	-0.053424	-0.014181
chr8:20599600-20599800	0.276727	-0.306987
chr20:31886400-31886600	0.276727	-1.323515
chr22:47255700-47255900	1.184133	0.420549
chr2:139542900-139543100	-1.660398	-0.477536
chr20:45562600-45562800	-1.081801	-1.056347
chr8:58801600-58801800	-0.386048	0.004596
chr18:22929500-22929700	-1.660398	0.301374
chr17:66591600-66591800	-0.508363	-0.316709
chr16:27086500-27086700	-1.538083	-0.840816
chr15:45517500-45517700	0.276727	0.903800
chr2:101163900-101164100	-0.508363	-0.110627
chr4:40492300-40492500	1.306447	1.909889
chr5:171665700-171665900	0.276727	-1.288194
chr16:27849200-27849400	1.428762	-0.384860
chr6:77344500-77344700	-0.386048	0.007961
chr12:53652100-53652300	-0.386048	0.819492
chr1:112786800-112787000	1.428762	1.672823
chr4:48462900-48463100	-0.630678	0.747822
chr13:53605000-53605200	-0.752993	-0.167024
chr2:38854000-38854200	0.276727	0.711232
chr16:84770400-84770600	1.184133	-1.843332
chr4:153944200-153944400	-0.508363	-1.390164
chr15:99803700-99803900	2.213853	1.040130
chr16:59147200-59147400	1.428762	0.392582
chr16:5210800-5211000	1.184133	-0.695457
chr3:89450600-89450800	-0.875307	1.229919
chrX:24674500-24674700	-0.508363	1.032717
chr2:238024300-238024500	-1.538083	0.685940
chr4:2534900-2535100	-1.782713	0.868070
chr17:48141600-48141800	-0.875307	1.926863
chr14:52491200-52491400	1.428762	-0.861514
chr6:137979600-137979800	1.306447	-0.450278
chr5:61586500-61586700	0.276727	0.000902
chr10:2943000-2943200	0.223819	-0.869004
chr2:85944300-85944500	-1.660398	-0.674241
chr11:35377000-35377200	-1.660398	-1.906312
chr18:74379600-74379800	-0.630678	-0.597396
chr13:38129900-38130100	0.399042	0.819492
chr9:93596300-93596500	-0.508363	2.373001
chr8:73520600-73520800	-0.630678	0.838243
chr5:86101700-86101900	-0.875307	-0.979292
chr3:22413700-22413900	0.154413	0.120139
chr9:43038600-43038800	2.213853	0.678312
chr2:66820400-66820600	-1.538083	0.379738
chr18:55196700-55196900	-0.630678	0.608861
chr19:23399900-23400100	-0.875307	0.392582
chr4:169777400-169777600	-0.630678	0.086942
chr18:55521900-55522100	-0.508363	-0.498811
chr6:91906100-91906300	0.276727	-0.285180
chr9:90414000-90414200	-0.752993	-1.352930
chr1:1846800-1847000	1.184133	1.591020
chr3:9120500-9120700	-1.538083	-1.669983
chr3:41583600-41583800	0.154413	0.372946
chr19:22340200-22340400	-0.630678	-0.364079
chr6:90433500-90433700	-1.660398	1.046607
chr1:6622900-6623100	0.276727	-0.429414
chr2:102468500-102468700	-0.508363	1.677746
chr6:19329500-19329700	-0.630678	0.408340
chr4:38750500-38750700	-1.660398	0.089298
chr17:38120300-38120500	1.306447	-0.027287
chr1:88583500-88583700	0.521357	0.392582
chr15:51397600-51397800	-0.630678	1.160011
chr2:172453800-172454000	-0.630678	-1.191297
chr8:21515000-21515200	-0.752993	0.073667
chr4:77961700-77961900	-0.752993	0.300418
chr12:107326100-107326300	1.306447	1.407192
chr20:6707700-6707900	-0.752993	-0.463732
chr16:16893000-16893200	-1.660398	-0.363886
chr12:93062600-93062800	1.428762	-0.932207
chr3:172125100-172125300	-0.630678	-1.037148
chr17:3744100-3744300	0.399042	3.072511
chr10:31932900-31933100	0.223819	1.092076
chr16:68402800-68403000	-1.538083	-0.452748
chr9:83555900-83556100	-0.630678	0.421435
chr6:73473400-73473600	0.276727	1.058229
chr15:43549800-43550000	0.154413	0.520459
chr18:46568900-46569100	1.428762	1.983006
chr5:167207900-167208100	-0.630678	-0.643988
chr3:135844900-135845100	-0.630678	-0.515776
chr14:90216600-90216800	0.399042	0.682394
chr15:48304400-48304600	0.276727	0.007803
chr22:28556600-28556800	-0.752993	0.100458
chr12:71996200-71996400	-1.538083	2.532412
chr9:40465300-40465500	0.154413	1.032717
chr1:211717300-211717500	0.399042	-1.138920
chr3:54670100-54670300	-0.508363	-0.811319
chr1:29381400-29381600	1.184133	1.261752
chrX:123817800-123818000	1.428762	0.678456
chr2:239403600-239403800	-0.508363	-0.027287
chr11:93549100-93549300	-0.508363	1.100090
chr7:156484900-156485100	0.399042	1.747337
chr6:112242600-112242800	-0.508363	-1.894730
chr9:126335100-126335300	-0.508363	-1.427261
chr3:48378200-48378400	-0.630678	0.487462
chr14:59476500-59476700	-0.752993	-0.477621
chr3:108978200-108978400	-1.538083	0.086958
chr5:175822900-175823100	-0.752993	0.886010
chr16:17209900-17210100	2.213853	-1.338509
chr7:107424100-107424300	1.306447	2.012945
chr9:96180200-96180400	0.154413	0.600622
chr7:75408700-75408900	1.306447	-0.005601
chr12:24306600-24306800	-0.875307	0.540167
chr11:72335000-72335200	0.399042	-0.290378
chr20:1688300-1688500	-0.752993	-0.586922
chr4:48995900-48996100	-0.630678	0.096069
chr7:131529100-131529300	-1.538083	0.928260
chr1:154694300-154694500	0.276727	0.911889
chr21:36841800-36842000	-1.538083	-0.829291
chr7:48601300-48601500	-0.630678	0.300418
chr8:123004700-123004900	0.399042	-1.102628
chr8:71483100-71483300	0.276727	-1.403636
chr17:2156500-2156700	-0.804559	1.189106
chr1:209563900-209564100	-0.875307	1.907041
chr12:28025400-28025600	-0.508363	-0.526473
chr7:63871300-63871500	-0.630678	-0.643988
chr11:34580000-34580200	-0.630678	0.688231
chr5:138617600-138617800	1.428762	-0.489162
chr10:122513200-122513400	-0.875307	-0.540312
chr18:5429300-5429500	-0.752993	-0.137925
chr1:154881100-154881300	0.521357	-0.860779
chr7:74593000-74593200	1.306447	0.392582
chr17:9481500-9481700	0.154413	-0.736201
chr1:73791300-73791500	0.276727	-1.122146
chr7:93940000-93940200	-1.538083	0.029450
chr16:83184700-83184900	-0.752993	-0.552053
chr2:100581600-100581800	-0.630678	-2.021603
chr9:110188400-110188600	0.154413	-0.319009
chr2:160324200-160324400	0.276727	-0.404220
chr16:26273700-26273900	-1.660398	-2.099722
chr6:44595900-44596100	0.399042	-1.094715
chr1:21178900-21179100	1.306447	-0.143580
chr12:101238800-101239000	1.306447	0.373960
chr11:50554000-50554200	-0.630678	-0.426133
chr7:68804100-68804300	0.154413	-0.443097
chr14:99394400-99394600	-1.782713	0.499655
chr10:95517600-95517800	-0.752993	0.889432
chrX:84995400-84995600	0.399042	2.135590
chr21:43964800-43965000	0.276727	0.973313
chr16:26145800-26146000	2.419194	1.575109
chr5:7794700-7794900	0.399042	0.292176
chr2:121732900-121733100	2.213853	0.414659
chr5:98845100-98845300	-2.110178	-0.370951
chr9:38629600-38629800	-0.752993	-1.077473
chr3:43857700-43857900	1.184133	0.385216
chr22:47678700-47678900	-0.875307	-2.054984
chr15:65861300-65861500	-0.630678	0.735008
chr16:55412300-55412500	-0.875307	-0.811761
chr17:82142200-82142400	-0.630678	0.034104
chr7:155878500-155878700	-0.752993	-0.140043
chr10:13479000-13479200	1.428762	-0.917030
chr9:7903300-7903500	1.306447	-0.262663
chr5:169675600-169675800	1.306447	1.118269
chr5:8061000-8061200	-0.630678	0.232335
chr19:34131200-34131400	-1.538083	-1.469010
chr10:10427300-10427500	0.223819	-0.947372
chr5:150749400-150749600	-0.875307	-1.699850
chr10:97813200-97813400	-0.630678	-0.489162
chr2:126244700-126244900	0.085197	-1.002808
chr6:10497000-10497200	0.521357	0.094949
chr1:177839800-177840000	-0.630678	0.635772
chr5:155414000-155414200	-0.752993	0.487282
chr11:12587900-12588100	0.399042	1.307565
chr1:206800600-206800800	-0.943180	-0.585922
chr2:238689400-238689600	-0.752993	-1.450135
chr5:139772600-139772800	-0.508363	-0.741145
chr5:127671700-127671900	-0.752993	2.250011
chr22:28846400-28846600	-0.508363	1.500770
chr10:123681900-123682100	-0.875307	1.446160
chr15:41957400-41957600	-0.508363	0.702635
chr1:51896200-51896400	0.399042	1.742549
chr8:52617500-52617700	-1.081801	1.202049
chr15:100170100-100170300	0.154413	0.706077
chr8:138529500-138529700	-1.415768	0.204929
chr8:71627300-71627500	-0.630678	-1.658053
chr12:121277200-121277400	-0.630678	-0.018353
chr9:98531800-98532000	1.306447	0.221647
chr9:107590600-107590800	0.276727	-1.044404
chr11:124892600-124892800	-0.752993	-0.235921
chr10:73417600-73417800	0.399042	-0.909832
chr20:39275500-39275700	-0.630678	1.302449
chrX:152799500-152799700	0.154413	0.867364
chr1:20104900-20105100	-0.508363	-0.404300
chr8:100578900-100579100	1.306447	-1.105778
chr7:75014400-75014600	2.213853	0.153542
chr9:113487600-113487800	0.154413	-0.475463
chr2:177301800-177302000	0.276727	-1.160413
chr3:141218000-141218200	0.154413	-0.687908
chr3:169132700-169132900	1.428762	-0.456147
chr12:119412700-119412900	0.399042	-1.467885
chr9:23350000-23350200	-0.752993	1.182979
chr7:143011400-143011600	-1.415768	-2.523027
chr15:51567000-51567200	1.428762	-0.298245
chrX:55466200-55466400	1.306447	0.810766
chr20:58310400-58310600	-0.630678	0.858669
chr10:5653400-5653600	-0.630678	-1.298918
chr8:7323400-7323600	-0.875307	-1.030659
chr5:181060300-181060500	2.213853	-0.617453
chr9:85424700-85424900	0.399042	-0.559067
chr9:112156300-112156500	0.399042	-0.202357
chrY:8096200-8096400	-0.508363	-0.291054
chr12:122615700-122615900	-0.508363	0.735008
chr8:6000600-6000800	-0.630678	-0.687019
chr6:39761500-39761700	1.252196	0.719189
chr11:78906600-78906800	0.276727	0.432884
chr20:56820300-56820500	-0.752993	0.024182
chr6:40769000-40769200	-0.752993	-0.238384
chr15:25933100-25933300	-1.415768	-0.685087
chr9:127350400-127350600	-0.630678	0.507576
chr8:144641000-144641200	1.306447	-1.567284
chrUn_GL000195v1:168300-168500	-0.630678	1.021291
chr1:187081700-187081900	-0.263734	-1.492890
chr3:24451600-24451800	-0.752993	-0.254872
chr7:23909600-23909800	-1.971557	0.074710
chr11:64918800-64919000	-0.875307	-0.255091
chr11:60041500-60041700	-0.752993	-0.643988
chr1:40294300-40294500	1.306447	0.987510
chr19:33006000-33006200	-0.630678	0.258150
chrX:115519000-115519200	0.154413	-0.409102
chr12:100245500-100245700	-0.630678	-0.729875
chr22:42608800-42609000	0.399042	-0.250951
chr1:189649900-189650100	0.276727	-0.447865
chr12:115504200-115504400	-0.630678	0.048989
chr6:43248000-43248200	-0.630678	0.907760
chr20:38300600-38300800	-0.630678	1.837875
chr11:74254300-74254500	-0.630678	1.415967
chr8:5788600-5788800	-0.630678	-1.851598
chr11:27265200-27265400	0.399042	-0.298245
chr14:80769300-80769500	0.276727	-0.605423
chr2:174758100-174758300	0.154413	-1.079637
chr16:17900700-17900900	-0.752993	-0.531809
chrX:57069800-57070000	-0.630678	1.143196
chr2:117946400-117946600	-1.538083	-0.039200
chr12:22479200-22479400	0.154413	-0.443097
chr10:14298800-14299000	0.399042	0.707313
chr20:57139100-57139300	2.213853	0.999927
chr13:89945000-89945200	2.280573	-0.676721
chrX:50152500-50152700	-1.538083	-0.079868
chr4:3843700-3843900	-0.875307	0.867036
chr5:159952400-159952600	-1.081801	-0.611841
chr3:188656100-188656300	2.336167	-0.298245
chr1:180970500-180970700	-0.508363	1.070482
chr13:29730200-29730400	-0.752993	-1.797157
chr2:45018300-45018500	-0.630678	-0.757762
chr14:94122200-94122400	0.276727	-0.853913
chr5:170581000-170581200	-0.630678	0.024005
chr19:41078700-41078900	-0.630678	-0.727328
chr15:64777700-64777900	1.551077	-0.605531
chr4:25987900-25988100	-1.660398	-0.359709
chr11:88025900-88026100	0.154413	-0.298245
chr1:49525500-49525700	0.276727	-0.207973
chr17:38885800-38886000	-1.415768	1.107822
chr19:13067800-13068000	2.213853	0.678312
chr11:148500-148700	0.399042	-1.932298
chr6:39475600-39475800	-0.508363	-1.338378
chr6:64335200-64335400	1.306447	-0.774098
chr19:7189100-7189300	-0.630678	0.787862
chr1:51785300-51785500	-1.782713	1.211474
chr2:220039700-220039900	-1.660398	-2.034654
chr4:162244800-162245000	-0.875307	-1.720557
chr7:149259900-149260100	2.213853	-0.268304
chr12:34160800-34161000	-0.630678	-1.278769
chr8:108747700-108747900	-0.630678	0.625134
chr16:51588200-51588400	-0.630678	-0.018569
chrX:8750300-8750500	-0.630678	2.380863
chr10:31181500-31181700	-1.782713	0.899555
chr20:37507700-37507900	1.184133	0.335753
chrX:8946200-8946400	-0.630678	-1.298775
chr4:47713500-47713700	0.276727	-1.235031
chr12:125433000-125433200	2.336167	-0.868827
chr17:1402700-1402900	-0.752993	1.378852
chr7:106830200-106830400	-1.538083	-0.142588
chr19:34183400-34183600	1.306447	1.414997
chrX:123603600-123603800	-0.752993	-1.841930
chr7:124772600-124772800	-0.630678	1.274779
chr3:93883000-93883200	-0.752993	2.860343
chr20:63210000-63210200	0.399042	1.522917
chr22:40960700-40960900	0.399042	-0.479837
chr6:88415000-88415200	0.154413	-0.821936
chr20:11907600-11907800	1.428762	1.255251
chr3:172869000-172869200	-0.630678	1.544742
chr2:65663500-65663700	0.276727	1.097487
chr14:55775400-55775600	-0.630678	1.858420
chr17:46846000-46846200	-0.752993	1.236009
chr9:41685900-41686100	-1.782713	1.524613
chrX:43973300-43973500	0.521357	-0.753382
chr6:35523900-35524100	-1.538083	0.662057
chr4:48788500-48788700	1.306447	2.198542
chr5:176791200-176791400	0.399042	-1.160893
chr16:85675200-85675400	-0.630678	-0.378609
chr8:128222100-128222300	-0.943180	1.179591
chr1:183198500-183198700	-0.508363	1.826096
chr7:129791700-129791900	-0.630678	-0.462041
chr18:28676400-28676600	-0.630678	0.674595
chr9:21928000-21928200	-0.752993	0.771759
chr6:157640300-157640500	2.336167	-1.319081
chr15:79637700-79637900	0.223819	0.225427
chr18:57531200-57531400	-0.630678	-1.663759
chr14:29321400-29321600	1.428762	-0.753503
chr6:108884200-108884400	-0.630678	-1.246432
chr2:237459700-237459900	-1.538083	1.659754
chr4:98773300-98773500	1.551077	1.705196
chr21:44206500-44206700	-0.508363	2.309596
chr1:65648700-65648900	-0.943180	-0.770931
chr8:22798000-22798200	0.521357	1.492984
chr2:102379600-102379800	1.306447	-1.751250
chr19:15106400-15106600	0.399042	-1.377475
chr10:100658300-100658500	0.276727	-0.581375
chr1:116800600-116800800	1.428762	0.328354
chr20:24242300-24242500	-0.630678	-0.249917
chr2:4211000-4211200	0.276727	-1.559898
chrY:14991900-14992100	0.276727	-0.937575
chr1:242810400-242810600	-1.538083	-1.959836
chr5:151649000-151649200	-0.752993	0.895605
chr7:16953900-16954100	0.399042	-1.773423
chr8:21566300-21566500	-0.752993	-0.916344
chr6:32956200-32956400	-0.508363	-0.877435
chr22:46744900-46745100	-0.508363	-0.643988
chr14:106054800-106055000	-0.630678	0.398815
chr2:47755300-47755500	0.154413	0.096956
chr6:22602700-22602900	1.252196	-0.676721
chr8:63228200-63228400	1.184133	0.241662
chr6:115034800-115035000	0.276727	-0.100912
chr4:53550900-53551100	-0.508363	0.873800
chr7:1307800-1308000	-1.293454	-0.895344
chr12:12960400-12960600	0.399042	-0.298245
chr19:44176200-44176400	-1.660398	0.297963
chr2:39970500-39970700	-0.630678	-1.178349
chr5:55373700-55373900	0.276727	-0.873817
chr2:158844200-158844400	0.399042	-0.667885
chr10:32816700-32816900	0.399042	1.267482
chr9:19679400-19679600	-1.220422	-0.042516
chr1:144590000-144590200	-0.508363	-0.643988
chrY:37000-37200	-0.630678	-0.983501
chr1:204709000-204709200	-0.752993	0.579450
chr8:34616600-34616800	1.184133	-0.677559
chr1:103783900-103784100	-0.875307	-1.244874
chr5:95827100-95827300	0.399042	-0.028399
chr1:220573300-220573500	1.306447	-0.057069
chr8:71399300-71399500	0.399042	-0.335080
chr8:40170000-40170200	0.276727	-0.350178
chr13:53357800-53358000	-0.630678	-0.413020
chr1:119725500-119725700	-0.752993	0.058091
chr13:45378200-45378400	-0.752993	-0.877223
chr7:36897100-36897300	-0.630678	-0.622193
chr6:146820800-146821000	-0.752993	-1.554181
chrX:48590700-48590900	-0.630678	1.680506
chr6:153103400-153103600	0.399042	-0.412400
chr10:104347200-104347400	0.399042	1.344999
chr2:71044800-71045000	-0.752993	-2.000034
chr2:36957400-36957600	-0.386048	-0.643988
chr17:33914700-33914900	-0.053424	-1.661008
chr16:67456200-67456400	0.154413	0.120560
chr12:105137200-105137400	0.399042	-0.192444
chr10:123652900-123653100	-0.630678	-0.355712
chr2:182945100-182945300	2.336167	0.405270
chr12:50409300-50409500	-0.630678	-0.677559
chr13:22818400-22818600	0.399042	-0.937424
chr18:54102500-54102700	0.276727	0.669807
chr1:58859800-58860000	-0.630678	0.689629
chr11:86092000-86092200	0.276727	0.230446
chr18:10262600-10262800	0.154413	2.370408
chr6:49507500-49507700	-0.752993	-0.340570
chr14:70418400-70418600	0.276727	-0.268304
chr3:139447100-139447300	0.223819	1.604371
chr3:96797600-96797800	-1.415768	-1.353048
chr9:88787700-88787900	1.428762	0.776342
chr1:115230100-115230300	0.276727	-0.343970
chr8:11270700-11270900	0.399042	-0.268304
chr13:21641100-21641300	1.306447	0.901654
chr3:48821100-48821300	-1.660398	-1.798087
chr4:72399200-72399400	1.428762	1.177066
chr3:27601400-27601600	-1.538083	-1.933079
chr2:226520100-226520300	-0.630678	2.062996
chr2:62219800-62220000	1.184133	1.050268
chr9:18177500-18177700	0.276727	-1.560207
chr21:22235200-22235400	-1.538083	0.493090
chr7:155025600-155025800	0.276727	1.834824
chr6:76771200-76771400	-0.630678	-0.205926
chr1:206953800-206954000	-0.630678	1.177066
chr2:222690400-222690600	0.521357	0.414659
chrY:2979000-2979200	0.154413	-0.164825
chr16:78111800-78112000	-0.752993	-0.776147
chr17:58819100-58819300	2.336167	-0.057069
chr10:76643700-76643900	-0.630678	0.708014
chr5:81239900-81240100	0.276727	-0.091263
chr6:146054800-146055000	0.399042	-1.165891
chr19:39860300-39860500	1.428762	-1.102628
chr7:68110000-68110200	-1.660398	-1.469283
chr4:38610400-38610600	1.428762	0.453970
chr3:13605800-13606000	1.306447	-0.800446
chr10:3099900-3100100	-0.875307	1.566649
chr12:47910700-47910900	-0.508363	-0.184965
chr14:85784500-85784700	0.223819	-0.515583
chr2:171785200-171785400	0.276727	-1.356942
chr10:5598300-5598500	-0.630678	1.091728
chr7:81685300-81685500	0.085197	-0.404848
chr2:29900-30100	1.306447	-0.499739
chr12:96435200-96435400	1.184133	-0.280536
chr19:47806200-47806400	2.213853	-0.643988
chr6:29978100-29978300	0.154413	-0.671588
chr11:44294800-44295000	1.306447	-0.298245
chr6:14200700-14200900	-0.752993	-0.461417
chr17:78670600-78670800	-1.415768	-0.478671
chr22:22158300-22158500	-0.875307	-1.092120
chr10:27930300-27930500	1.184133	-1.483631
chr7:44160700-44160900	-0.630678	0.320738
chr10:93091700-93091900	0.399042	0.414659
chr4:91876800-91877000	-0.875307	-0.849568
chr1:4110800-4111000	-0.508363	0.135959
chr19:50125300-50125500	-1.660398	0.300418
chr6:41917000-41917200	1.113575	-1.073381
chr2:70335100-70335300	1.428762	-0.745528
chr7:45971100-45971300	-0.508363	0.105644
chr14:72572900-72573100	0.399042	2.898838
chr1:58705600-58705800	-0.630678	-0.148928
chr19:11404600-11404800	0.276727	-2.930567
chr11:75110100-75110300	0.399042	-0.604639
chr8:43080200-43080400	0.085197	-0.492169
chr1:104600800-104601000	-0.630678	0.251614
chr4:82529900-82530100	0.399042	-0.183057
chr12:19468900-19469100	-0.630678	0.053992
chr8:70602800-70603000	-0.943180	-0.002351
chr11:62765200-62765400	1.306447	-2.053850
chr18:24531400-24531600	-0.752993	-0.497687
chr14:92399800-92400000	1.306447	0.827099
chrX:1899800-1900000	-1.538083	0.022702
chr3:57592100-57592300	-0.630678	-0.842931
chr1:17089100-17089300	0.276727	1.383803
chr4:127362700-127362900	1.306447	-0.298245
chr3:42706800-42707000	0.399042	-0.910704
chr8:21385500-21385700	0.399042	-0.028698
chr19:47098800-47099000	0.276727	-0.705160
chr4:13326900-13327100	-0.943180	0.224081
chr3:136287400-136287600	-0.508363	0.333207
chr19:54437800-54438000	0.276727	0.973313
chr22:37637100-37637300	-0.630678	-1.105804
chr19:34977100-34977300	-0.752993	-1.227337
chr22:39545000-39545200	1.184133	0.904268
chr6:156348500-156348700	0.276727	-0.466330
chr3:8166200-8166400	-0.630678	1.535206
chr12:7085000-7085200	-1.538083	-0.443097
chrX:135124300-135124500	0.276727	-1.151409
chr17:39180100-39180300	-0.630678	-1.132410
chr6:20585000-20585200	1.428762	-1.102628
chr14:42985600-42985800	-0.630678	0.653963
chr6:156691800-156692000	-0.752993	-0.261725
chr22:29946300-29946500	-0.752993	-0.823922
chr8:123424000-123424200	1.306447	-0.364572
chr7:91222900-91223100	-0.630678	-1.076909
chrX:93026200-93026400	1.184133	0.701146
chr7:90770700-90770900	-0.943180	-0.788612
chr4:147286500-147286700	0.521357	-0.041918
chr13:103373000-103373200	0.085197	-0.382161
chrX:26200100-26200300	0.399042	-0.233411
chr14:42151200-42151400	-0.630678	0.307881
chr16:1899600-1899800	2.213853	0.076544
chr8:15017500-15017700	1.306447	-0.999775
chr14:30656500-30656700	0.521357	-0.893001
chr17:8724700-8724900	0.276727	-0.028138
chr4:79110200-79110400	0.154413	0.578177
chrX:116815500-116815700	-0.508363	-0.638447
chr10:124903900-124904100	1.306447	-0.985660
chr9:84817100-84817300	0.223819	-1.469116
chr1:173464300-173464500	-0.508363	-0.910704
chr1:217021500-217021700	-0.752993	0.124269
chr7:36154000-36154200	0.085197	-0.271761
chr16:82197300-82197500	0.276727	0.819492
chr15:64911300-64911500	0.276727	0.487419
chr1:202108800-202109000	2.458482	0.413164
chr3:37144100-37144300	1.306447	-2.318575
chr16:33598500-33598700	1.428762	-0.336486
chr12:40658000-40658200	0.399042	-0.336486
chr6:8988800-8989000	2.213853	0.520459
chr5:168213700-168213900	2.336167	-1.363489
chr12:117452500-117452700	0.399042	-0.384088
chr5:171351100-171351300	0.399042	-0.862725
chr1:4474100-4474300	1.306447	0.323481
chr11:14638600-14638800	-1.832936	1.144142
chr16:31917500-31917700	2.213853	-1.727409
chr1:6754900-6755100	1.306447	-1.932298
chr5:97299200-97299400	0.276727	0.780235
chr9:39082600-39082800	-0.875307	1.538665
chr17:78787200-78787400	1.306447	0.392091
chr1:96809500-96809700	0.276727	0.973313
chr19:9777700-9777900	3.243573	0.420549
chr2:225482600-225482800	-0.508363	-0.268027
chr10:70536200-70536400	-0.752993	1.119037
chr4:115282400-115282600	0.085197	-1.667199
chr6:3008800-3009000	1.306447	0.579624
chr10:75609000-75609200	0.276727	-0.932887
chr19:8637200-8637400	-0.630678	0.636713
chr22:24853200-24853400	-0.752993	-0.435442
chrX:52708000-52708200	1.428762	-0.677559
chr8:15320600-15320800	-1.660398	-1.242486
chr17:65439600-65439800	-0.630678	-0.428368
chrX:10381900-10382100	-0.752993	0.152052
chr8:86680600-86680800	-0.875307	-2.012920
chr2:87791700-87791900	1.428762	2.740679
chr9:123965200-123965400	-0.630678	-0.374053
chr20:20692700-20692900	-1.538083	1.144416
chr11:116059800-116060000	-0.752993	0.090700
chr4:85284200-85284400	0.276727	-1.315233
chr8:124548800-124549000	0.154413	-0.713285
chr12:53619300-53619500	-0.875307	-0.298245
chr5:24701500-24701700	2.336167	0.670534
chr5:36425300-36425500	-1.832936	-1.111861
chr2:1459400-1459600	-0.752993	1.245943
chr7:20978900-20979100	-0.752993	0.032481
chrX:32731800-32732000	-0.386048	-0.174168
chr15:88544000-88544200	-0.875307	-0.262429
chr21:43843700-43843900	0.154413	0.735008
chrX:48054800-48055000	0.154413	-0.790157
chr14:70719800-70720000	-0.752993	-1.009102
chr12:43027000-43027200	-0.630678	-0.889383
chr4:92485500-92485700	-0.875307	-0.643988
chr1:146700000-146700200	0.643672	-1.439588
chr7:56870100-56870300	-0.630678	-1.200080
chr17:19930400-19930600	0.399042	-0.225849
chr5:56002300-56002500	0.521357	0.457739
chr16:62121200-62121400	0.521357	-0.483705
chr8:17360600-17360800	-0.630678	0.086379
chr20:46157100-46157300	-1.538083	-0.171168
chr1:197735500-197735700	1.306447	-0.319458
chr3:28656300-28656500	-0.630678	2.941638
chr10:120910700-120910900	-0.752993	-0.633349
chr9:69539500-69539700	-0.752993	-0.453578
chr19:49787200-49787400	1.428762	0.521435
chr16:86927900-86928100	1.306447	-0.120835
chrX:66639800-66640000	-0.508363	-0.066637
chr12:56330800-56331000	-0.508363	0.271141
chr14:18537400-18537600	0.276727	1.528967
chr1:176527900-176528100	-1.081801	-0.624552
chr8:12603300-12603500	0.276727	1.061813
chr2:199409400-199409600	0.085197	-1.054216
chr8:33429600-33429800	1.306447	-1.280866
